ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0098727	maintenance of cell number	18/982	148/18862	0.000695583	0.004197586	0.002540486	6662/2146/6659/8626/1045/6299/7849/6422/5894/7476/6497/27086/6688/2624/5087/7071/3815/4609	18
BP	GO:0045765	regulation of angiogenesis	32/982	335/18862	0.000711671	0.004261403	0.002579109	6423/8038/3315/672/10553/7015/6422/4303/5587/958/23129/3146/6667/23411/7042/7098/2624/10000/2549/694/2022/5140/7048/7075/3553/5468/6237/2113/7128/7010/3202/1003	32
BP	GO:0003283	atrial septum development	6/982	22/18862	0.000712272	0.004261403	0.002579109	6659/161882/287/23493/7042/2702	6
BP	GO:0030878	thyroid gland development	6/982	22/18862	0.000712272	0.004261403	0.002579109	3213/7849/7067/5894/5594/3202	6
BP	GO:0043371	"negative regulation of CD4-positive, alpha-beta T cell differentiation"	6/982	22/18862	0.000712272	0.004261403	0.002579109	51043/865/3146/3566/864/604	6
BP	GO:0043457	regulation of cellular respiration	6/982	22/18862	0.000712272	0.004261403	0.002579109	6472/10131/7415/5290/10891/863	6
BP	GO:0090312	positive regulation of protein deacetylation	6/982	22/18862	0.000712272	0.004261403	0.002579109	7157/51043/1487/5587/604/122953	6
BP	GO:1901798	positive regulation of signal transduction by p53 class mediator	6/982	22/18862	0.000712272	0.004261403	0.002579109	545/9521/10614/3090/4487/1655	6
BP	GO:1903203	regulation of oxidative stress-induced neuron death	6/982	22/18862	0.000712272	0.004261403	0.002579109	11315/4841/25793/4170/7099/8013	6
BP	GO:0032743	positive regulation of interleukin-2 production	7/982	30/18862	0.000719424	0.004276658	0.002588342	84433/7189/6777/5144/8767/5788/3553	7
BP	GO:0038111	interleukin-7-mediated signaling pathway	7/982	30/18862	0.000719424	0.004276658	0.002588342	6597/6777/6776/8660/85480/3575/8835	7
BP	GO:0061099	negative regulation of protein tyrosine kinase activity	7/982	30/18862	0.000719424	0.004276658	0.002588342	58533/25998/56940/5788/8692/9467/857	7
BP	GO:0061384	heart trabecula morphogenesis	7/982	30/18862	0.000719424	0.004276658	0.002588342	2274/23493/7042/2022/23462/7010/7049	7
BP	GO:0071295	cellular response to vitamin	7/982	30/18862	0.000719424	0.004276658	0.002588342	83990/8805/7421/6422/3600/2621/5468	7
BP	GO:0090183	regulation of kidney development	7/982	30/18862	0.000719424	0.004276658	0.002588342	6662/3217/54361/5979/7849/130497/4609	7
BP	GO:0033628	regulation of cell adhesion mediated by integrin	9/982	48/18862	0.000724894	0.00427726	0.002588706	1803/6423/4582/5979/5777/1398/7042/5140/5420	9
BP	GO:0045778	positive regulation of ossification	9/982	48/18862	0.000724894	0.00427726	0.002588706	6664/4745/8326/54361/7042/130497/154/7704/9365	9
BP	GO:0046605	regulation of centrosome cycle	9/982	48/18862	0.000724894	0.00427726	0.002588706	6790/92421/10733/672/128866/9525/57132/23411/8850	9
BP	GO:0051204	protein insertion into mitochondrial membrane	9/982	48/18862	0.000724894	0.00427726	0.002588706	2810/3308/7157/1869/8626/7161/64112/5599/7159	9
BP	GO:0060425	lung morphogenesis	9/982	48/18862	0.000724894	0.00427726	0.002588706	6662/6664/9231/5594/7472/2131/7048/3202/6943	9
BP	GO:2000191	regulation of fatty acid transport	9/982	48/18862	0.000724894	0.00427726	0.002588706	2058/5025/207/23204/553/8864/552/8660/3553	9
BP	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	9/982	48/18862	0.000724894	0.00427726	0.002588706	5499/5979/10616/6422/8682/1540/5788/8692/857	9
BP	GO:0006814	sodium ion transport	25/982	239/18862	0.000728903	0.004287419	0.002594855	6535/3775/6531/5025/5774/6640/207/6549/6337/57731/6339/6553/8913/5581/54407/5311/7402/4734/6338/6340/130497/23327/5348/57520/154	25
BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	14/982	101/18862	0.000732744	0.004287419	0.002594855	50507/11315/5025/7157/7755/207/4835/5311/7305/7048/7099/3553/3383/5743	14
BP	GO:0010934	macrophage cytokine production	5/982	15/18862	0.000733536	0.004287419	0.002594855	7805/23411/7042/11213/7099	5
BP	GO:0023035	CD40 signaling pathway	5/982	15/18862	0.000733536	0.004287419	0.002594855	54209/5245/55072/958/7128	5
BP	GO:0032897	negative regulation of viral transcription	5/982	15/18862	0.000733536	0.004287419	0.002594855	5987/81559/11074/10614/7538	5
BP	GO:0042754	negative regulation of circadian rhythm	5/982	15/18862	0.000733536	0.004287419	0.002594855	6839/8864/25942/1408/1407	5
BP	GO:0043517	"positive regulation of DNA damage response, signal transduction by p53 class mediator"	5/982	15/18862	0.000733536	0.004287419	0.002594855	545/9521/3090/4487/1655	5
BP	GO:0072075	metanephric mesenchyme development	5/982	15/18862	0.000733536	0.004287419	0.002594855	54361/5311/130497/4609/6943	5
BP	GO:1904874	positive regulation of telomerase RNA localization to Cajal body	5/982	15/18862	0.000733536	0.004287419	0.002594855	908/8607/22948/10574/10856	5
BP	GO:0060038	cardiac muscle cell proliferation	10/982	58/18862	0.000746337	0.004348565	0.002631862	7161/5600/5594/23493/7042/7472/7048/23414/2697/7049	10
BP	GO:1903749	positive regulation of establishment of protein localization to mitochondrion	10/982	58/18862	0.000746337	0.004348565	0.002631862	2810/7157/1869/8626/7161/55072/10075/7323/5599/7159	10
BP	GO:2000351	regulation of endothelial cell apoptotic process	10/982	58/18862	0.000746337	0.004348565	0.002631862	7857/7015/958/2624/2621/3383/7128/7010/284/1003	10
BP	GO:0045927	positive regulation of growth	26/982	253/18862	0.000752177	0.004378014	0.002649685	2810/10551/6423/5454/6531/5479/7429/375790/207/4654/57731/6422/6777/552/5594/23493/6868/7042/7472/23499/7048/23414/6387/23327/2690/7049	26
BP	GO:0072210	metanephric nephron development	8/982	39/18862	0.000762863	0.004430962	0.002681731	6662/54361/5979/6299/7849/5311/130497/6943	8
BP	GO:2000279	negative regulation of DNA biosynthetic process	8/982	39/18862	0.000762863	0.004430962	0.002681731	7157/6714/9104/2697/5468/1843/94/1602	8
BP	GO:0001952	regulation of cell-matrix adhesion	16/982	125/18862	0.000774982	0.004496672	0.0027215	4321/54361/6714/6422/3204/56940/1845/5295/10395/7402/604/23499/683/6237/7010/94	16
BP	GO:0060541	respiratory system development	21/982	188/18862	0.000813881	0.004717462	0.002855128	4321/6662/6664/7965/8914/1749/9231/5499/7067/3146/6497/5594/7472/7068/2131/10272/7048/23414/1490/3202/6943	21
BP	GO:0001823	mesonephros development	13/982	91/18862	0.00083995	0.004858465	0.002940466	6662/3217/54361/5979/6299/7849/6422/5311/5087/130497/4609/6943/7704	13
BP	GO:2001251	negative regulation of chromosome organization	13/982	91/18862	0.00083995	0.004858465	0.002940466	7153/4171/4085/81620/8379/4331/51451/9587/2072/6714/23293/7175/1843	13
BP	GO:0030324	lung development	19/982	163/18862	0.000846545	0.004886991	0.002957731	4321/6662/6664/7965/8914/9231/5499/7067/3146/5594/7472/7068/2131/10272/7048/23414/1490/3202/6943	19
BP	GO:0009306	protein secretion	34/982	367/18862	0.000846634	0.004886991	0.002957731	1803/6659/376267/54209/54474/7857/11315/84315/3172/50855/5478/640/5798/6422/114/8864/5581/5715/5894/7376/7074/945/7042/25924/8660/5906/5799/2697/7099/4628/3553/51762/55450/284119	34
BP	GO:0060043	regulation of cardiac muscle cell proliferation	9/982	49/18862	0.000847588	0.004887434	0.002957999	7161/5600/5594/23493/7472/7048/23414/2697/7049	9
BP	GO:0030071	regulation of mitotic metaphase/anaphase transition	10/982	59/18862	0.000857416	0.004933901	0.002986122	4085/990/81620/8379/51451/9587/8452/7175/1843/57520	10
BP	GO:0072171	mesonephric tubule morphogenesis	10/982	59/18862	0.000857416	0.004933901	0.002986122	6662/3217/54361/6299/7849/5311/5087/130497/4609/6943	10
BP	GO:0006941	striated muscle contraction	20/982	176/18862	0.000864699	0.004965563	0.003005285	7137/5025/6640/4878/8913/7139/1837/5144/7136/51086/287/5290/3759/2702/2697/1490/23327/3764/857/7134	20
BP	GO:0010921	regulation of phosphatase activity	20/982	176/18862	0.000864699	0.004965563	0.003005285	5523/11123/54843/5527/65979/5528/5511/151987/5520/945/8036/1408/221692/57718/7042/9104/133522/84919/116154/5788	20
BP	GO:0002793	positive regulation of peptide secretion	18/982	151/18862	0.000882052	0.00506	0.003062441	6659/54209/50855/5478/640/114/5581/5715/7376/945/7042/25924/8660/2697/7099/4628/51762/55450	18
BP	GO:0035592	establishment of protein localization to extracellular region	34/982	368/18862	0.000887582	0.005083449	0.003076632	1803/6659/376267/54209/54474/7857/11315/84315/3172/50855/5478/640/5798/6422/114/8864/5581/5715/5894/7376/7074/945/7042/25924/8660/5906/5799/2697/7099/4628/3553/51762/55450/284119	34
BP	GO:0048147	negative regulation of fibroblast proliferation	7/982	31/18862	0.000887963	0.005083449	0.003076632	7157/84875/6422/6497/5468/4609/1602	7
BP	GO:0031532	actin cytoskeleton reorganization	14/982	103/18862	0.000892867	0.005106284	0.003090453	2017/6464/84168/5911/4916/2241/5898/10458/26037/116985/221692/2549/3815/7010	14
BP	GO:0007569	cell aging	15/982	115/18862	0.000918457	0.005238274	0.003170336	1111/3159/50507/11200/545/9521/7157/3014/8626/7015/23411/6688/10000/604/3383	15
BP	GO:0048285	organelle fission	42/982	486/18862	0.000919301	0.005238274	0.003170336	7153/64151/6790/4085/990/113130/1111/92421/81620/83990/11200/81930/8379/995/51451/7443/128866/9587/54820/2072/54361/56159/5719/79173/8555/54998/9133/8556/146691/5520/8900/9525/57132/8452/4487/5515/7175/10891/3553/1843/57520/858	42
BP	GO:0003181	atrioventricular valve morphogenesis	6/982	23/18862	0.000921583	0.005238274	0.003170336	6659/161882/23493/7042/7048/23462	6
BP	GO:0035162	embryonic hemopoiesis	6/982	23/18862	0.000921583	0.005238274	0.003170336	161882/2624/5087/10019/3815/7048	6
BP	GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	6/982	23/18862	0.000921583	0.005238274	0.003170336	84433/975/10666/27086/5583/5788	6
BP	GO:1901984	negative regulation of protein acetylation	6/982	23/18862	0.000921583	0.005238274	0.003170336	11315/672/1487/25942/23411/6688	6
BP	GO:0009914	hormone transport	30/982	312/18862	0.000925595	0.005255323	0.003180655	6447/1803/6659/6664/10765/11315/3172/640/5798/7849/6422/114/8864/5581/7110/5715/5894/114897/7074/695/25924/1407/8660/5906/5799/8425/2697/3553/51762/55450	30
BP	GO:0045123	cellular extravasation	11/982	70/18862	0.00092741	0.005255323	0.003180655	50512/9466/6693/119/2241/1398/2131/683/6402/6387/3383	11
BP	GO:0055021	regulation of cardiac muscle tissue growth	11/982	70/18862	0.00092741	0.005255323	0.003180655	2539/7161/5600/7528/5594/23493/7472/7048/23414/2697/7049	11
BP	GO:0043367	"CD4-positive, alpha-beta T cell differentiation"	12/982	81/18862	0.000947893	0.005365943	0.003247605	51043/865/161882/246778/6693/3146/8767/6095/3566/27086/864/604	12
BP	GO:0071384	cellular response to corticosteroid stimulus	10/982	60/18862	0.000981713	0.005544341	0.003355576	2706/1789/4654/8837/2308/6338/6340/23462/3383/7538	10
BP	GO:1903078	positive regulation of protein localization to plasma membrane	10/982	60/18862	0.000981713	0.005544341	0.003355576	10551/54209/7429/207/245812/9495/5581/2181/5295/5583	10
BP	GO:0090596	sensory organ morphogenesis	25/982	244/18862	0.000982729	0.005544341	0.003355576	6662/362/6664/3065/10804/1749/3198/4647/3229/65979/1855/7849/6496/7528/6497/10210/5594/9935/4487/2624/7472/7068/2295/130497/2202	25
BP	GO:0000018	regulation of DNA recombination	14/982	104/18862	0.000983385	0.005544341	0.003355576	1111/8914/5531/2068/56893/9466/151987/958/22891/8741/80762/604/5788/3575	14
BP	GO:0007080	mitotic metaphase plate congression	9/982	50/18862	0.000986637	0.005551454	0.003359881	113130/92421/81620/81930/8379/128866/9525/57132/8452	9
BP	GO:0032648	regulation of interferon-beta production	9/982	50/18862	0.000986637	0.005551454	0.003359881	54106/54476/3146/7528/57506/8767/7098/7099/51311	9
BP	GO:0044706	multi-multicellular organism process	22/982	204/18862	0.000991154	0.005571242	0.003371857	2706/7421/708/23633/790/207/54361/4878/5618/5669/6777/552/5594/54407/8614/7026/7048/2697/3726/3553/2113/2354	22
BP	GO:0050821	protein stabilization	21/982	191/18862	0.000998537	0.00560709	0.003393553	6659/908/11200/5479/11315/9026/1022/22948/7157/5245/10574/1855/3054/6872/902/287/57142/4487/5295/10891/7305	21
BP	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	5/982	16/18862	0.001021493	0.005707258	0.003454178	23493/7042/4487/2022/7048	5
BP	GO:0035067	negative regulation of histone acetylation	5/982	16/18862	0.001021493	0.005707258	0.003454178	672/1487/25942/23411/6688	5
BP	GO:0035855	megakaryocyte development	5/982	16/18862	0.001021493	0.005707258	0.003454178	161882/5777/5305/10019/3815	5
BP	GO:0044764	multi-organism cellular process	5/982	16/18862	0.001021493	0.005707258	0.003454178	5478/2621/8692/858/857	5
BP	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	5/982	16/18862	0.001021493	0.005707258	0.003454178	57506/9188/7805/7099/8013	5
BP	GO:1902882	regulation of response to oxidative stress	13/982	93/18862	0.001033432	0.005768184	0.003491051	3315/11315/10131/4841/207/10013/5478/25793/23411/4170/7099/2534/8013	13
BP	GO:0071695	anatomical structure maturation	23/982	218/18862	0.00103845	0.005790398	0.003504496	6790/53335/5047/2539/375790/865/2068/5979/26133/57731/6496/4897/558/695/7042/10116/2624/3600/54345/5468/3202/94/1003	23
BP	GO:0032720	negative regulation of tumor necrosis factor production	11/982	71/18862	0.001046768	0.005830947	0.003529037	54209/5987/9466/5777/558/945/50856/11213/2621/7099/7128	11
BP	GO:0048469	cell maturation	19/982	166/18862	0.001055649	0.005874551	0.003555427	6790/53335/5047/2539/375790/865/2068/5979/57731/6496/4897/558/695/10116/2624/3600/54345/5468/3202	19
BP	GO:0002065	columnar/cuboidal epithelial cell differentiation	12/982	82/18862	0.001058826	0.005886354	0.003562571	6659/6664/8626/54361/9139/1045/3172/6714/133396/1051/2131/3202	12
BP	GO:0002790	peptide secretion	36/982	401/18862	0.001066998	0.005925877	0.003586491	1803/6659/376267/54209/54474/7857/11315/84315/3172/50855/5478/640/5798/7849/6422/114/8864/5581/5715/5894/7376/7074/945/7042/25924/8660/5906/5799/8425/2697/7099/4628/3553/51762/55450/284119	36
BP	GO:0001953	negative regulation of cell-matrix adhesion	8/982	41/18862	0.00108051	0.005964803	0.00361005	4321/6714/3204/56940/5295/10395/604/94	8
BP	GO:0010907	positive regulation of glucose metabolic process	8/982	41/18862	0.00108051	0.005964803	0.00361005	207/6714/3146/23411/9104/8660/10891/8850	8
BP	GO:0021983	pituitary gland development	8/982	41/18862	0.00108051	0.005964803	0.00361005	5454/6531/54361/6299/6496/4487/2624/2113	8
BP	GO:0032689	negative regulation of interferon-gamma production	8/982	41/18862	0.00108051	0.005964803	0.00361005	708/3146/558/7805/2621/7099/9173/90865	8
BP	GO:0050691	regulation of defense response to virus by host	8/982	41/18862	0.00108051	0.005964803	0.00361005	4321/54476/246778/10758/25942/57506/3600/7128	8
BP	GO:1901186	positive regulation of ERBB signaling pathway	8/982	41/18862	0.00108051	0.005964803	0.00361005	10551/9026/207/116985/57142/6868/5329/653361	8
BP	GO:0062207	regulation of pattern recognition receptor signaling pathway	14/982	105/18862	0.001081495	0.005964803	0.00361005	708/54106/329/3146/57142/26060/929/7098/7096/11213/146722/7099/7128/857	14
BP	GO:0070372	regulation of ERK1 and ERK2 cascade	29/982	301/18862	0.00108273	0.005965716	0.003610603	54209/1852/6464/5245/4835/6714/5777/3146/10318/7074/8767/1845/5906/81848/8837/6362/2621/5788/7099/1490/3553/6237/55450/1843/408/3383/7010/284/9590	29
BP	GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	7/982	32/18862	0.00108613	0.00596676	0.003611235	1031/124790/25793/10614/7026/8850/7128	7
BP	GO:0046825	regulation of protein export from nucleus	7/982	32/18862	0.00108613	0.00596676	0.003611235	2810/11315/127933/7157/7175/2621/3553	7
BP	GO:1903902	positive regulation of viral life cycle	7/982	32/18862	0.00108613	0.00596676	0.003611235	92421/128866/23633/81559/558/9525/858	7
BP	GO:0034401	chromatin organization involved in regulation of transcription	18/982	154/18862	0.001109702	0.006090255	0.003685977	2146/1111/3065/3159/1786/8726/3014/6839/84759/1487/84337/10014/3146/25942/10933/23411/7175/8493	18
BP	GO:0003170	heart valve development	10/982	61/18862	0.001120385	0.006118772	0.003703236	6662/6659/161882/4878/23493/7042/2702/7048/7075/23462	10
BP	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	10/982	61/18862	0.001120385	0.006118772	0.003703236	4085/990/81620/8379/51451/9587/8452/7175/1843/57520	10
BP	GO:0019229	regulation of vasoconstriction	10/982	61/18862	0.001120385	0.006118772	0.003703236	6640/207/553/8864/554/552/2702/2697/3383/857	10
BP	GO:0046686	response to cadmium ion	10/982	61/18862	0.001120385	0.006118772	0.003703236	207/1616/7015/7323/5599/5594/653361/3725/4502/3815	10
BP	GO:0070936	protein K48-linked ubiquitination	10/982	61/18862	0.001120385	0.006118772	0.003703236	117584/6048/54476/6047/5478/329/7323/10210/7128/23327	10
BP	GO:0030323	respiratory tube development	19/982	167/18862	0.001134509	0.006189847	0.003746253	4321/6662/6664/7965/8914/9231/5499/7067/3146/5594/7472/7068/2131/10272/7048/23414/1490/3202/6943	19
BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	21/982	193/18862	0.001140736	0.00621126	0.003759212	50507/54209/7157/1795/6714/133396/2915/958/975/8767/6868/653361/85480/3600/2621/3815/5788/2534/3383/284/2690	21
BP	GO:0050864	regulation of B cell activation	21/982	193/18862	0.001140736	0.00621126	0.003759212	930/84433/9466/54106/640/6422/6777/958/975/5777/8741/7805/80762/695/8660/604/7305/683/5788/7099/7128	21
BP	GO:0097305	response to alcohol	24/982	233/18862	0.001141776	0.00621126	0.003759212	6531/2539/672/790/207/5245/56848/2904/6422/114/5581/329/552/109/929/6688/6338/6340/7048/2534/5468/3383/7049/2354	24
BP	GO:0010959	regulation of metal ion transport	25/982	247/18862	0.001169201	0.006354252	0.003845755	930/5987/2539/5025/816/4878/54106/56848/5581/5777/5144/287/945/9104/51763/5336/5311/7220/2697/6387/2534/10288/3383/5348/857	25
BP	GO:0034698	response to gonadotropin	6/982	24/18862	0.00117518	0.006373807	0.00385759	2706/890/7849/10891/3383/7049	6
BP	GO:1903901	negative regulation of viral life cycle	6/982	24/18862	0.00117518	0.006373807	0.00385759	4061/81559/11074/5478/8724/7706	6
BP	GO:0051298	centrosome duplication	11/982	72/18862	0.001178514	0.006373807	0.00385759	92421/10733/55722/672/128866/54820/9525/57132/23411/5311/8850	11
BP	GO:0086003	cardiac muscle cell contraction	11/982	72/18862	0.001178514	0.006373807	0.00385759	6640/8913/5144/287/5290/3759/2702/2697/23327/3764/857	11
BP	GO:1903747	regulation of establishment of protein localization to mitochondrion	11/982	72/18862	0.001178514	0.006373807	0.00385759	2810/93974/7157/1869/8626/7161/55072/10075/7323/5599/7159	11
BP	GO:0006282	regulation of DNA repair	16/982	130/18862	0.001186513	0.006379004	0.003860735	1111/79184/8914/5531/672/3014/54929/9577/56893/4862/51720/151987/1025/3146/22891/23411	16
BP	GO:0016571	histone methylation	16/982	130/18862	0.001186513	0.006379004	0.003860735	2146/1789/1786/672/8726/5079/8473/6598/6839/64324/10664/150572/1387/3275/5926/23411	16
BP	GO:0035264	multicellular organism growth	16/982	130/18862	0.001186513	0.006379004	0.003860735	5454/6531/5479/7429/7157/10939/2068/57731/6777/5930/6776/5290/3202/2690/154/8835	16
BP	GO:0032754	positive regulation of interleukin-5 production	4/982	10/18862	0.001190915	0.006379004	0.003860735	5144/85480/9173/90865	4
BP	GO:0033314	mitotic DNA replication checkpoint	4/982	10/18862	0.001190915	0.006379004	0.003860735	990/11073/8883/63967	4
BP	GO:0035907	dorsal aorta development	4/982	10/18862	0.001190915	0.006379004	0.003860735	23493/2022/23462/94	4
BP	GO:0070391	response to lipoteichoic acid	4/982	10/18862	0.001190915	0.006379004	0.003860735	54209/8767/929/7099	4
BP	GO:0071223	cellular response to lipoteichoic acid	4/982	10/18862	0.001190915	0.006379004	0.003860735	54209/8767/929/7099	4
BP	GO:1904338	regulation of dopaminergic neuron differentiation	4/982	10/18862	0.001190915	0.006379004	0.003860735	6423/1453/6422/7074	4
BP	GO:2000018	regulation of male gonad development	4/982	10/18862	0.001190915	0.006379004	0.003860735	6662/54361/10370/23414	4
BP	GO:0071692	protein localization to extracellular region	34/982	375/18862	0.001226127	0.006561309	0.003971071	1803/6659/376267/54209/54474/7857/11315/84315/3172/50855/5478/640/5798/6422/114/8864/5581/5715/5894/7376/7074/945/7042/25924/8660/5906/5799/2697/7099/4628/3553/51762/55450/284119	34
BP	GO:0006606	protein import into nucleus	17/982	143/18862	0.001248547	0.006674881	0.004039807	4321/54830/1871/9670/5296/7157/8841/23633/207/7249/57506/5594/26060/7175/5295/8692/284	17
BP	GO:0051304	chromosome separation	13/982	95/18862	0.001262821	0.006744721	0.004082076	7153/4085/990/81620/8379/51451/9587/2072/56159/8452/7175/1843/57520	13
BP	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	10/982	62/18862	0.001274648	0.006782415	0.00410489	4085/990/81620/8379/51451/9587/8452/7175/1843/57520	10
BP	GO:0003197	endocardial cushion development	8/982	42/18862	0.001274744	0.006782415	0.00410489	6662/23493/7042/4487/2022/7048/23462/94	8
BP	GO:0031670	cellular response to nutrient	8/982	42/18862	0.001274744	0.006782415	0.00410489	83990/8805/7421/6422/8648/3600/2621/5468	8
BP	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	8/982	42/18862	0.001274744	0.006782415	0.00410489	7001/207/5499/5979/7015/4170/3553/2534	8
BP	GO:1901888	regulation of cell junction assembly	21/982	195/18862	0.001299961	0.006909994	0.004182104	2049/375790/55607/92359/9231/865/54361/6714/6422/7476/56940/1845/10395/5906/23499/5583/2697/3553/7010/94/857	21
BP	GO:0033138	positive regulation of peptidyl-serine phosphorylation	14/982	107/18862	0.001302482	0.006916802	0.004186224	6423/11315/207/5979/10013/4515/5587/4916/5894/8767/5290/2621/284/857	14
BP	GO:0006370	7-methylguanosine mRNA capping	7/982	33/18862	0.0013174	0.006982721	0.00422612	4331/2968/1022/2068/2965/902/404672	7
BP	GO:0032728	positive regulation of interferon-beta production	7/982	33/18862	0.0013174	0.006982721	0.00422612	54106/3146/57506/8767/7098/7099/51311	7
BP	GO:0001658	branching involved in ureteric bud morphogenesis	9/982	52/18862	0.001320159	0.006984067	0.004226935	6662/3217/54361/6299/7849/5311/5087/4609/6943	9
BP	GO:0032608	interferon-beta production	9/982	52/18862	0.001320159	0.006984067	0.004226935	54106/54476/3146/7528/57506/8767/7098/7099/51311	9
BP	GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	11/982	73/18862	0.001323604	0.006995652	0.004233946	54209/5987/9466/5777/558/945/50856/11213/2621/7099/7128	11
BP	GO:0050767	regulation of neurogenesis	32/982	348/18862	0.001339129	0.007071009	0.004279554	2146/6664/3065/3706/7157/1869/81559/3213/1949/7161/816/4776/8864/23129/7476/22891/6497/7074/57142/23493/66008/7472/23499/5583/4133/3815/85358/6387/3553/5468/23462/3397	32
BP	GO:0040013	negative regulation of locomotion	34/982	377/18862	0.00134153	0.007076984	0.004283171	1803/6423/10076/9231/138429/207/51094/54361/9466/5911/6422/10014/11122/3204/56940/3146/1845/1398/9104/7026/10395/10891/2022/10370/7075/2697/8692/6387/5468/6237/1843/94/1602/90865	34
BP	GO:0007006	mitochondrial membrane organization	17/982	144/18862	0.001348709	0.007108129	0.00430202	2810/93974/3308/9026/117145/8326/7157/3313/7755/1869/1267/10939/8626/7161/64112/5599/7159	17
BP	GO:0071850	mitotic cell cycle arrest	5/982	17/18862	0.001385531	0.007261237	0.004394685	2191/7157/8555/8556/1843	5
BP	GO:0090399	replicative senescence	5/982	17/18862	0.001385531	0.007261237	0.004394685	1111/11200/545/7157/7015	5
BP	GO:1902170	cellular response to reactive nitrogen species	5/982	17/18862	0.001385531	0.007261237	0.004394685	890/1398/10891/8837/2308	5
BP	GO:2000104	negative regulation of DNA-dependent DNA replication	5/982	17/18862	0.001385531	0.007261237	0.004394685	51053/11200/8914/54962/604	5
BP	GO:0002706	regulation of lymphocyte mediated immunity	18/982	157/18862	0.001385573	0.007261237	0.004394685	9466/259197/7189/6777/958/975/5777/3146/10666/8741/1398/80762/695/604/5788/3553/3824/3575	18
BP	GO:0009267	cellular response to starvation	18/982	157/18862	0.001385573	0.007261237	0.004394685	3171/54474/7157/54361/4654/6422/1965/5587/5599/5594/54407/23411/8493/3725/2308/7071/2621/355	18
BP	GO:0001841	neural tube formation	13/982	96/18862	0.001392518	0.00729078	0.004412565	6423/6659/6664/65979/1855/7249/6422/7189/5898/6497/7042/55081/10395	13
BP	GO:0051960	regulation of nervous system development	37/982	422/18862	0.001399785	0.007319485	0.004429938	2146/6664/2049/3065/3706/7157/1869/375790/9231/81559/207/3213/1949/7161/816/4776/8864/23129/7476/22891/6497/7074/57142/23493/66008/7472/23499/5583/4133/3815/85358/6387/3553/5468/23462/3397/10810	37
BP	GO:0006479	protein methylation	19/982	170/18862	0.001401939	0.007319485	0.004429938	2146/1789/1786/672/8726/51451/5079/8473/6598/6839/64324/10664/150572/1387/3275/5926/80204/23411/2107	19
BP	GO:0008213	protein alkylation	19/982	170/18862	0.001401939	0.007319485	0.004429938	2146/1789/1786/672/8726/51451/5079/8473/6598/6839/64324/10664/150572/1387/3275/5926/80204/23411/2107	19
BP	GO:0010508	positive regulation of autophagy	15/982	120/18862	0.001424736	0.007431551	0.004497763	5987/11315/79837/7249/8517/10241/5587/3146/8767/25793/51322/23411/5305/2308/154	15
BP	GO:0010803	regulation of tumor necrosis factor-mediated signaling pathway	10/982	63/18862	0.001445776	0.007526821	0.004555423	117584/10616/8517/55072/329/6868/7805/1540/2621/7128	10
BP	GO:0035690	cellular response to drug	10/982	63/18862	0.001445776	0.007526821	0.004555423	11200/7157/790/5911/7098/5906/8648/2621/3553/4609	10
BP	GO:0010001	glial cell differentiation	22/982	210/18862	0.00144705	0.007526821	0.004555423	6662/6659/79152/6664/3065/54209/5454/1031/8891/1267/8521/2068/207/7161/5453/10397/22891/6497/5594/7099/5468/10810	22
BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	17/982	145/18862	0.001455581	0.007564138	0.004578008	5296/6714/640/5581/10458/10666/5594/26060/1398/5290/5336/5295/5906/919/5788/2534/8013	17
BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	25/982	251/18862	0.001464837	0.007605148	0.004602829	6423/6664/56937/7157/58533/1387/6422/6497/6868/23411/7041/7042/4487/27122/2022/10370/8425/10272/7048/5468/94/7049/1003/858/857	25
BP	GO:0001783	B cell apoptotic process	6/982	25/18862	0.001478917	0.007642669	0.004625537	640/10758/695/27086/8660/604	6
BP	GO:0022011	myelination in peripheral nervous system	6/982	25/18862	0.001478917	0.007642669	0.004625537	79152/5454/207/5453/10397/6497	6
BP	GO:0032292	peripheral nervous system axon ensheathment	6/982	25/18862	0.001478917	0.007642669	0.004625537	79152/5454/207/5453/10397/6497	6
BP	GO:0060544	regulation of necroptotic process	6/982	25/18862	0.001478917	0.007642669	0.004625537	8326/10616/329/1540/8837/857	6
BP	GO:0090169	regulation of spindle assembly	6/982	25/18862	0.001478917	0.007642669	0.004625537	92421/128866/6047/9525/57132/7175	6
BP	GO:2000142	"regulation of DNA-templated transcription, initiation"	8/982	43/18862	0.001495762	0.007722563	0.004673892	7157/5704/5706/5705/7067/3146/23493/3725	8
