ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030100	regulation of endocytosis	43/1983	206/18862	8.36E-06	6.54E-05	3.66E-05	7422/57534/8877/3685/1950/3673/6455/9026/8898/9892/57126/3208/3643/8976/10188/6714/3565/3690/4035/9784/27/51160/9863/9765/26060/5336/7376/6850/5869/8650/5530/3958/558/5587/2624/54209/409/2719/718/284/5468/948/6401	43
GO:0072001	renal system development	55/1983	288/18862	8.51E-06	6.65E-05	3.72E-05	4318/3217/100133941/6662/10736/57216/6772/7422/1739/2045/5979/7477/3207/2650/581/7161/2668/388585/2253/7471/90410/596/4763/5915/7849/6569/9784/9863/51196/5159/6928/2625/10413/3675/1285/5087/56998/3976/8100/4774/4208/2719/3764/6385/2247/7010/9104/4311/4036/5175/79633/760/284/7704/185	55
GO:1902117	positive regulation of organelle assembly	20/1983	66/18862	8.53E-06	6.66E-05	3.72E-05	10615/6624/10733/10807/79837/29899/23019/8655/10801/10146/6714/79734/5601/585/9924/989/5305/4478/10015/6385	20
GO:0060993	kidney morphogenesis	24/1983	88/18862	8.55E-06	6.67E-05	3.73E-05	3217/6662/10736/6772/7422/1739/7477/3207/2650/2668/388585/2253/7471/596/7849/5159/6928/2625/5087/56998/3976/2719/2247/79633	24
GO:0060348	bone development	41/1983	193/18862	8.58E-06	6.68E-05	3.74E-05	7291/4322/871/4323/6662/2648/8600/5469/4488/7157/3952/3207/2778/4880/3214/7059/4325/2253/7471/2734/4209/2249/5915/6714/2033/537/6886/5305/8817/4882/6497/2697/659/5777/4208/3815/10019/7010/7305/9104/79633	41
GO:0051271	negative regulation of cellular component movement	64/1983	352/18862	8.71E-06	6.78E-05	3.79E-05	3868/7070/3728/9368/11235/1365/328/100/999/23613/83481/1460/2950/50859/23236/8751/11221/87/5912/134/596/8976/8428/4763/4771/3565/5795/5911/4035/6915/1845/9863/8434/10718/207/10014/928/10193/9466/56940/2625/7414/1495/5764/2066/1398/10891/51466/161742/7026/2697/397/350/4208/3162/1843/7075/2247/6237/9104/7122/10395/5468/9314	64
GO:1904646	cellular response to amyloid-beta	15/1983	41/18862	8.93E-06	6.94E-05	3.88E-05	58533/3480/2915/5663/4035/5621/3676/2697/837/2534/54209/7099/3383/948/154	15
GO:0080164	regulation of nitric oxide metabolic process	19/1983	61/18862	9.14E-06	7.08E-05	3.96E-05	3326/3320/8655/3643/2475/207/2185/9475/148022/961/140885/3717/3689/7099/3553/9104/3383/9314/948	19
GO:1903961	positive regulation of anion transmembrane transport	19/1983	61/18862	9.14E-06	7.08E-05	3.96E-05	8218/3667/7015/1432/3643/6569/208/5458/5663/673/26060/207/5906/4205/5295/2719/1080/718/760	19
GO:1901099	negative regulation of signal transduction in absence of ligand	13/1983	32/18862	9.33E-06	7.21E-05	4.03E-05	7001/2138/7015/2668/598/2623/596/207/1495/4170/2534/3574/3553	13
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	13/1983	32/18862	9.33E-06	7.21E-05	4.03E-05	7001/2138/7015/2668/598/2623/596/207/1495/4170/2534/3574/3553	13
GO:0007204	positive regulation of cytosolic calcium ion concentration	58/1983	310/18862	9.37E-06	7.23E-05	4.04E-05	100133941/7070/930/952/10518/9170/3685/578/3358/2906/10134/581/3814/2902/596/2740/6543/2056/3596/4923/5731/2099/2905/2911/2864/2904/6546/6547/4035/5729/6915/27/817/51196/2185/5336/287/5294/5621/5739/4067/1902/5737/2697/3717/2624/84959/719/5777/2534/5732/2247/5350/825/1901/185/948/1910	58
GO:0034764	positive regulation of transmembrane transport	43/1983	207/18862	9.49E-06	7.31E-05	4.09E-05	7070/9368/930/8218/4878/3667/65268/342667/3767/581/7015/1432/3643/3596/4923/487/6548/6569/208/5458/5663/673/3799/26060/207/88/5906/5336/287/3759/7114/4205/2316/5295/54209/2745/2719/1080/718/825/9104/760/154	43
GO:0034767	positive regulation of ion transmembrane transport	43/1983	207/18862	9.49E-06	7.31E-05	4.09E-05	7070/9368/930/8218/4878/3667/65268/342667/3767/581/7015/1432/3643/3596/4923/487/6548/6569/208/5458/5663/673/3799/26060/207/88/5906/5336/287/3759/7114/4205/2316/5295/54209/2745/2719/1080/718/825/9104/760/154	43
GO:0072009	nephron epithelium development	27/1983	106/18862	9.70E-06	7.46E-05	4.17E-05	3217/100133941/6662/10736/6772/7422/1739/7477/3207/2668/388585/2253/7471/596/7849/9863/6928/2625/10413/5087/56998/3976/4208/2719/2247/5175/79633	27
GO:0032609	interferon-gamma production	28/1983	112/18862	9.81E-06	7.53E-05	4.21E-05	8140/7292/3329/3265/246778/54106/6693/5914/10666/51744/9466/7294/2625/5621/26191/914/961/140885/558/51284/10125/3606/7099/2621/51311/3553/7098/9173	28
GO:0071692	protein localization to extracellular region	67/1983	375/18862	9.87E-06	7.57E-05	4.23E-05	6566/5127/952/10890/376267/5481/4760/55240/3667/292/1956/3952/29085/26958/3767/5211/6833/8655/640/65220/6927/5478/4843/9024/2740/3596/3172/5578/846/2864/4035/8736/7273/818/64215/3799/9324/9854/5906/7074/8431/6928/291/2746/7376/322/7430/5894/5530/5208/8864/2697/3717/6934/54209/283/7424/945/7099/1080/7097/284119/3553/10497/4628/55450/3569	67
GO:0033627	cell adhesion mediated by integrin	21/1983	72/18862	9.94E-06	7.60E-05	4.25E-05	100/5747/3685/5979/3696/3673/1399/2046/3690/5294/6850/3676/1398/4067/9404/5140/3678/3976/5777/3689/3383	21
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	21/1983	72/18862	9.94E-06	7.60E-05	4.25E-05	4318/83596/7429/7422/5062/10935/2168/6714/207/2876/5329/5894/57630/4671/5272/409/1410/1718/2621/9314/358	21
GO:0048708	astrocyte differentiation	21/1983	72/18862	9.94E-06	7.60E-05	4.25E-05	5270/6662/1021/1956/5454/388585/8521/4137/4763/5663/4035/5595/6886/6774/6280/3976/3459/54209/6279/7099/3569	21
GO:0016236	macroautophagy	58/1983	311/18862	1.04E-05	7.90E-05	4.42E-05	7345/2597/664/55669/8851/836/11331/64223/550/9804/1460/823/56993/79837/7157/23367/192111/7416/58533/51534/8655/4077/525/8878/27131/60412/83933/10013/6009/90410/6048/534/2475/11178/6714/5049/3565/5663/5595/11140/51160/10533/665/81631/207/10193/9531/8992/529/5305/26086/10392/79720/9114/8100/5287/3162/154	58
GO:0050890	cognition	53/1983	276/18862	1.05E-05	7.98E-05	4.46E-05	23657/2237/3198/56924/2648/836/80823/1956/7416/8326/7991/6198/23236/123016/3643/7054/10636/2902/2915/134/90410/6543/4137/8831/4763/2475/4923/2904/8997/5663/6547/84446/7067/585/2033/6310/1128/5923/5621/5764/3675/3678/2534/4208/3815/7097/1959/5590/4311/164312/7122/6505/4900	53
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	24/1983	89/18862	1.06E-05	8.02E-05	4.48E-05	4318/23624/5753/1950/9026/1956/58533/27131/5148/134/5795/5663/9655/1845/207/1796/5782/2241/5329/8412/685/2069/653361/10253	24
GO:0051149	positive regulation of muscle cell differentiation	24/1983	89/18862	1.06E-05	8.02E-05	4.48E-05	4323/1000/2648/6895/9643/1013/1496/1432/6300/4654/150572/596/2475/8536/6604/1495/9043/4205/30008/4208/409/1948/663/3815	24
GO:0060491	regulation of cell projection assembly	40/1983	188/18862	1.06E-05	8.02E-05	4.48E-05	54443/6624/5756/23613/3265/688/54869/10807/8655/2596/10152/10801/7471/90410/8976/84260/2475/6714/79734/585/51196/4651/8829/5909/989/2241/9759/55607/2059/10413/1540/51466/5295/5880/5580/26052/8100/3815/3383/2823	40
GO:0060541	respiratory system development	40/1983	188/18862	1.06E-05	8.02E-05	4.48E-05	4321/23657/429/8914/7965/4323/6662/7422/100/5499/1956/7477/2253/3596/5595/7881/7067/2033/5159/60485/8817/2254/10427/2324/10413/5764/3675/6497/659/3976/1050/7472/7068/5241/2719/2627/2247/10253/4311/23414	40
GO:0007611	learning or memory	47/1983	235/18862	1.08E-05	8.20E-05	4.58E-05	23657/2237/56924/2648/836/80823/1956/7416/8326/6198/23236/3643/7054/10636/2902/2915/90410/6543/4137/8831/4763/2475/4923/2904/8997/5663/6547/84446/7067/2033/6310/5923/5621/5764/3675/3678/2534/4208/3815/7097/1959/5590/4311/164312/7122/6505/4900	47
GO:0030010	establishment of cell polarity	32/1983	137/18862	1.09E-05	8.23E-05	4.60E-05	6624/1058/9368/10890/9585/5747/3326/56288/29899/3320/7465/2011/1399/6993/388585/9024/90410/84446/4627/2934/387755/10193/2185/9475/2625/5908/4478/1398/1794/2697/10253/5590	32
GO:1904377	positive regulation of protein localization to cell periphery	20/1983	67/18862	1.10E-05	8.28E-05	4.63E-05	7429/1739/29899/1956/342667/3767/8878/2035/9495/4035/3799/207/2181/7430/3958/3675/5295/5583/6711/54209	20
GO:0032928	regulation of superoxide anion generation	10/1983	20/18862	1.10E-05	8.32E-05	4.65E-05	26574/2950/1956/57126/4137/6850/5580/3689/3684/7305	10
GO:0060070	canonical Wnt signaling pathway	61/1983	333/18862	1.10E-05	8.33E-05	4.66E-05	4192/1001/8607/3728/9368/6662/1000/5704/3065/10856/5710/79718/5716/5713/5499/5700/5707/1856/1950/7090/1956/8326/65268/7477/2931/2010/53944/55182/1501/1432/7088/7471/90410/6714/23072/1613/8658/9861/5663/6789/9491/8434/5204/4300/2625/8321/7091/5699/10413/9101/2889/3611/1540/8322/6934/4790/7089/7472/2719/2776/9314	61
GO:0072073	kidney epithelium development	31/1983	131/18862	1.12E-05	8.45E-05	4.72E-05	3217/100133941/6662/10736/6772/7422/1739/2045/5979/7477/3207/2668/388585/2253/7471/596/5915/7849/9863/6928/2625/10413/5087/56998/3976/4208/2719/6385/2247/5175/79633	31
GO:0051056	regulation of small GTPase mediated signal transduction	59/1983	319/18862	1.13E-05	8.52E-05	4.76E-05	2305/29127/1894/117178/2245/6464/5296/3265/54869/1399/2665/6993/2664/8878/27352/392/26230/2056/8831/6714/23365/8997/2057/27/3707/51196/8829/5909/7074/5921/57584/5923/5159/5294/5863/55114/2059/5894/2889/1398/1123/3675/9322/4067/79658/1902/604/3717/5880/397/10125/9411/2/7077/54922/10253/81848/9459/10395	59
GO:0038095	Fc-epsilon receptor signaling pathway	37/1983	169/18862	1.14E-05	8.53E-05	4.77E-05	5704/5710/6464/5062/5716/5713/5700/5707/5296/84433/5609/9861/7006/4214/8454/5595/9491/5601/5336/7189/2241/6416/5602/27040/6850/5699/5530/4067/5295/3937/4790/9846/2206/695/5588/2205/2207	37
GO:0002695	negative regulation of leukocyte activation	39/1983	182/18862	1.14E-05	8.53E-05	4.77E-05	4192/7292/3559/54900/836/1739/7001/1493/865/9984/640/5074/133396/3718/6693/3565/9655/1845/3635/2241/5621/26191/8764/3958/558/4067/942/604/57162/5777/3566/3162/6385/55824/695/7940/7305/146722/11326	39
GO:0048562	embryonic organ morphogenesis	53/1983	277/18862	1.16E-05	8.71E-05	4.87E-05	7291/3198/3217/9368/4323/6662/10736/57216/10959/3236/5079/2290/57534/4760/1739/8195/4188/1856/1746/8092/3207/2138/2778/3213/3214/525/3233/7054/4325/8463/2253/7471/5013/5456/3211/8928/5915/7849/5663/10818/3216/5595/585/204851/2625/10427/10413/2624/54345/4208/10253/55081/2202	53
GO:0002371	dendritic cell cytokine production	8/1983	13/18862	1.16E-05	8.71E-05	4.87E-05	170506/3718/57506/23586/148022/3815/7099/7098	8
GO:0032508	DNA duplex unwinding	27/1983	107/18862	1.17E-05	8.72E-05	4.88E-05	4171/4173/4176/8438/83990/8607/4172/5888/84515/4175/4331/10856/8450/1108/2967/2068/170506/4683/2071/7486/84893/10146/7316/404672/7314/7507/7508	27
GO:0032649	regulation of interferon-gamma production	27/1983	107/18862	1.17E-05	8.72E-05	4.88E-05	8140/7292/3329/3265/246778/54106/5914/10666/51744/9466/7294/2625/5621/26191/914/961/140885/558/51284/10125/3606/7099/2621/51311/3553/7098/9173	27
GO:0008543	fibroblast growth factor receptor signaling pathway	28/1983	113/18862	1.17E-05	8.75E-05	4.89E-05	79801/5439/5440/9158/9702/1399/2251/2248/10817/2253/8822/53834/5015/2249/2250/10818/5595/2260/2625/8817/2254/161742/2247/10253/81848/79633/9365/23767	28
GO:0040013	negative regulation of locomotion	67/1983	377/18862	1.18E-05	8.79E-05	4.92E-05	3868/7070/3728/9368/11235/1365/328/100/999/23613/54910/83481/1460/2950/50859/10505/6405/23236/8751/11221/5912/134/596/8976/8428/4763/4771/3565/5795/5911/4035/6915/1845/9863/8434/10718/8829/207/10014/10193/9466/56940/2625/7414/1495/5764/2066/1398/10891/51466/161742/7026/2697/397/350/4208/3162/1843/7075/2247/57556/6237/9104/7122/10395/5468/9314	67
GO:0008277	regulation of G protein-coupled receptor signaling pathway	33/1983	144/18862	1.22E-05	9.08E-05	5.08E-05	2786/8601/2342/100/5999/2931/2339/23236/6993/3351/5148/2253/10636/5578/7275/815/2779/5132/51196/2788/9397/9475/51304/55625/5998/6003/8490/6004/1407/409/9737/718/154	33
GO:0014074	response to purine-containing compound	33/1983	144/18862	1.22E-05	9.08E-05	5.08E-05	1789/1373/50507/3939/7184/10498/6772/328/3066/10518/682/3767/6872/6546/6547/10060/2185/5906/5294/5908/7430/2889/133522/10891/196/9693/4327/1080/1843/7010/5468/358/2354	33
GO:0031670	cellular response to nutrient	15/1983	42/18862	1.25E-05	9.30E-05	5.20E-05	83990/8805/5469/3952/846/8658/490/5764/8648/3600/1030/2242/3162/2621/5468	15
GO:0048008	platelet-derived growth factor receptor signaling pathway	18/1983	57/18862	1.26E-05	9.36E-05	5.23E-05	9368/7422/9026/10636/90410/6714/5795/4035/8829/5782/5286/2241/5159/59338/5739/2889/10628/3717	18
GO:0071104	response to interleukin-9	7/1983	10/18862	1.27E-05	9.36E-05	5.23E-05	6772/3581/3718/3716/3561/6774/6776	7
GO:0010466	negative regulation of peptidase activity	50/1983	257/18862	1.27E-05	9.41E-05	5.26E-05	4318/6695/5266/2597/871/5270/83596/7429/7422/1293/5062/50859/197/10406/10935/2168/6714/4035/9491/8434/7079/207/2876/5973/5329/831/5621/5894/1471/1285/57630/12/4671/5037/5272/2/7077/409/5858/2719/1410/1718/710/7078/2621/718/7035/9314/6590/358	50
GO:0001774	microglial cell activation	16/1983	47/18862	1.31E-05	9.65E-05	5.40E-05	8877/4137/3596/3565/3717/51284/7096/3459/3689/54209/7097/51311/7098/3684/7305/3569	16
GO:0051972	regulation of telomerase activity	16/1983	47/18862	1.31E-05	9.65E-05	5.40E-05	4751/9212/4221/3326/5570/10728/3320/7157/5609/6714/8658/23293/5595/5588/5468/9314	16
GO:0030879	mammary gland development	31/1983	132/18862	1.32E-05	9.72E-05	5.44E-05	6662/2806/7422/8600/11331/1950/3673/823/5469/7166/7477/581/8792/6714/9612/208/6239/2099/8997/10718/207/2876/2625/2066/1436/8648/3717/6776/7472/5241/8835	31
GO:1901184	regulation of ERBB signaling pathway	25/1983	96/18862	1.35E-05	9.95E-05	5.56E-05	4318/23624/5753/1950/9026/1956/58533/27131/5148/134/5795/5663/26469/9655/1845/207/1796/5782/2241/5329/8412/685/2069/653361/10253	25
GO:0034605	cellular response to heat	29/1983	120/18862	1.39E-05	0.000101846	5.70E-05	6119/3654/10016/3066/64223/3326/26973/10728/5931/3320/545/816/170506/488/1616/4137/2475/815/1387/818/5595/817/2033/9531/573/4067/1026/3162/1410	29
GO:1990830	cellular response to leukemia inhibitory factor	22/1983	79/18862	1.40E-05	0.000102374	5.72E-05	4605/9118/8745/5214/27101/11235/8600/688/292/22823/2249/9774/8828/2494/22808/5372/8322/9021/7424/10253/3383/9314	22
GO:0051051	negative regulation of transport	75/1983	438/18862	1.42E-05	0.000104338	5.83E-05	4318/7291/10105/9368/5270/114088/100/5999/7295/3685/1950/3667/7416/3952/65268/8898/3767/2931/10971/5211/2664/3351/2775/54106/1445/134/392/596/2056/2475/4923/208/23072/3690/8997/817/7881/5359/5008/26060/207/2185/88/9531/5906/5908/7376/9647/961/55607/5530/3958/5579/140885/2669/6588/5587/2697/2171/3976/4790/1407/5569/945/3162/11142/7097/1410/3553/5350/57520/146722/3383/284/948	75
GO:0051592	response to calcium ion	33/1983	145/18862	1.43E-05	0.000104355	5.84E-05	1894/10105/27101/9536/4331/8644/10016/1956/955/3208/2664/148281/846/85365/7273/310/817/673/3707/2185/553115/9456/118/5530/10235/4205/10628/311/4208/3726/1843/825/2354	33
GO:0014015	positive regulation of gliogenesis	19/1983	63/18862	1.54E-05	0.000112113	6.27E-05	4192/5270/3065/3066/1869/7161/6009/2475/23405/5764/4067/5583/3976/7097/1959/3553/4036/5468/3569	19
GO:0035690	cellular response to drug	19/1983	63/18862	1.54E-05	0.000112113	6.27E-05	11200/22843/3326/1956/7157/1399/4843/3351/7054/5911/4659/5906/5908/9647/8648/4208/2621/3553/7098	19
GO:0010951	negative regulation of endopeptidase activity	48/1983	245/18862	1.55E-05	0.000113285	6.33E-05	4318/6695/5266/2597/871/5270/83596/7429/7422/1293/5062/50859/197/10406/10935/2168/6714/9491/8434/7079/207/2876/5973/5329/831/5621/5894/1471/1285/57630/12/4671/5037/5272/2/7077/409/5858/1410/1718/710/7078/2621/718/7035/9314/6590/358	48
GO:0010742	macrophage derived foam cell differentiation	14/1983	38/18862	1.62E-05	0.000117293	6.56E-05	6772/3685/5465/3690/5601/2033/7376/4792/5583/3606/4790/5468/185/948	14
GO:0032733	positive regulation of interleukin-10 production	14/1983	38/18862	1.62E-05	0.000117293	6.56E-05	7292/3329/54106/3596/3565/959/6774/6850/85480/54209/7099/7097/5590/3569	14
GO:0045429	positive regulation of nitric oxide biosynthetic process	14/1983	38/18862	1.62E-05	0.000117293	6.56E-05	3326/3320/3643/2475/207/2185/148022/3717/3689/7099/3553/3383/9314/948	14
GO:0090077	foam cell differentiation	14/1983	38/18862	1.62E-05	0.000117293	6.56E-05	6772/3685/5465/3690/5601/2033/7376/4792/5583/3606/4790/5468/185/948	14
GO:0032677	regulation of interleukin-8 production	25/1983	97/18862	1.64E-05	0.0001189	6.65E-05	54106/57506/51744/2867/23586/6774/7114/10392/26191/6850/914/8737/7100/51284/7096/965/4615/945/7099/7097/51311/3553/7098/9314/3569	25
GO:0045807	positive regulation of endocytosis	25/1983	97/18862	1.64E-05	0.0001189	6.65E-05	7422/57534/1950/3673/6455/3643/8976/3565/4035/51160/9863/26060/5336/6850/5530/558/2624/54209/409/2719/718/284/5468/948/6401	25
GO:0045732	positive regulation of protein catabolic process	45/1983	225/18862	1.65E-05	0.000119313	6.67E-05	6790/6662/5704/5747/5716/5700/1950/3320/2931/10134/51429/51079/27352/9686/6449/11124/6872/23072/5663/4035/9655/51160/5601/10533/25898/9604/207/10193/2185/8975/1263/7430/2308/4478/2697/255488/1050/54209/2719/3553/57520/9104/79589/4036/722	45
GO:0031663	lipopolysaccharide-mediated signaling pathway	18/1983	58/18862	1.65E-05	0.000119384	6.68E-05	3654/7001/1432/5578/5595/207/7189/26191/148022/4067/4792/3606/4615/7099/7097/3553/3055/948	18
GO:0070585	protein localization to mitochondrion	33/1983	146/18862	1.66E-05	0.000119679	6.69E-05	92609/3329/7534/1869/8626/9141/90427/23788/3308/9804/56993/10953/3320/7157/55750/2931/10134/581/10971/55072/7161/51079/596/4137/665/207/9531/7323/3301/3002/64112/23368/5880	33
GO:0032963	collagen metabolic process	27/1983	109/18862	1.68E-05	0.000121117	6.77E-05	4321/4312/4318/2191/4319/4322/4314/4316/871/5645/4323/3066/3673/8751/4880/4325/4326/4313/7148/5184/5906/5159/1471/409/4327/5468/3569	27
GO:0060749	mammary gland alveolus development	9/1983	17/18862	1.71E-05	0.000122509	6.85E-05	7422/8600/11331/1950/7166/8792/2099/2066/8835	9
GO:0061377	mammary gland lobule development	9/1983	17/18862	1.71E-05	0.000122509	6.85E-05	7422/8600/11331/1950/7166/8792/2099/2066/8835	9
GO:1990823	response to leukemia inhibitory factor	22/1983	80/18862	1.74E-05	0.00012427	6.95E-05	4605/9118/8745/5214/27101/11235/8600/688/292/22823/2249/9774/8828/2494/22808/5372/8322/9021/7424/10253/3383/9314	22
GO:2000117	negative regulation of cysteine-type endopeptidase activity	22/1983	80/18862	1.74E-05	0.00012427	6.95E-05	4318/83596/7429/7422/5062/10935/2168/6714/207/2876/5329/831/5894/57630/4671/5272/409/1410/1718/2621/9314/358	22
GO:2000146	negative regulation of cell motility	62/1983	345/18862	1.74E-05	0.00012427	6.95E-05	3868/7070/3728/9368/11235/1365/328/100/999/23613/83481/1460/2950/50859/23236/8751/11221/5912/134/596/8976/8428/4763/4771/3565/5795/5911/4035/6915/1845/9863/8434/10718/207/10014/10193/9466/56940/2625/7414/1495/5764/2066/1398/10891/51466/161742/7026/2697/397/350/4208/3162/1843/7075/2247/6237/9104/7122/10395/5468/9314	62
GO:0002720	positive regulation of cytokine production involved in immune response	17/1983	53/18862	1.74E-05	0.00012427	6.95E-05	8140/7292/170506/57506/10666/2867/23586/7189/2625/148022/8764/3606/7099/5590/3553/948/3569	17
GO:0014003	oligodendrocyte development	15/1983	43/18862	1.74E-05	0.00012427	6.95E-05	429/8892/118738/3766/2950/2068/8890/83933/388585/79885/2934/11076/4067/1902/7097	15
GO:0016331	morphogenesis of embryonic epithelium	32/1983	140/18862	1.74E-05	0.00012427	6.95E-05	7291/6662/57216/10959/2648/836/9585/57534/8626/54910/1856/5979/7477/2668/8463/388585/2253/7849/6789/585/7189/2625/10427/6497/7041/7472/7424/57619/6385/55081/4036/10395	32
GO:1990090	cellular response to nerve growth factor stimulus	16/1983	48/18862	1.77E-05	0.000126442	7.07E-05	2648/11075/1869/988/11021/4137/4916/9863/207/5906/57498/9101/2889/1398/9693/10938	16
GO:0072088	nephron epithelium morphogenesis	20/1983	69/18862	1.78E-05	0.000126653	7.08E-05	3217/6662/10736/6772/7422/1739/3207/2668/388585/2253/7471/596/7849/2625/5087/56998/3976/2719/2247/79633	20
GO:0007389	pattern specification process	73/1983	426/18862	1.80E-05	0.000127739	7.14E-05	6790/55502/3217/3226/429/10736/57216/10959/2648/3229/3236/2290/57534/4760/8626/8195/4188/1856/1746/50805/7157/92344/7477/3207/6405/1399/22823/3213/5089/123016/2668/3214/3233/23770/388585/2253/7471/1045/9371/5013/3211/8928/5015/8831/7849/5663/10818/3216/8828/585/10718/140628/4300/2033/204851/6604/2066/5087/7026/6497/56998/54345/659/7472/4208/2719/57619/1959/718/3684/55081/4036/7704	73
GO:0060330	regulation of response to interferon-gamma	11/1983	25/18862	1.85E-05	0.000130997	7.33E-05	6772/3326/5469/11140/3716/7294/7376/3717/9021/3459/5468	11
GO:0060334	regulation of interferon-gamma-mediated signaling pathway	11/1983	25/18862	1.85E-05	0.000130997	7.33E-05	6772/3326/5469/11140/3716/7294/7376/3717/9021/3459/5468	11
GO:0060765	regulation of androgen receptor signaling pathway	11/1983	25/18862	1.85E-05	0.000130997	7.33E-05	3065/6597/10013/8928/9612/51341/9667/9604/3275/2033/9611	11
GO:1990776	response to angiotensin	11/1983	25/18862	1.85E-05	0.000130997	7.33E-05	990/83990/6714/815/88/9475/1536/5580/4790/760/185	11
GO:0120032	regulation of plasma membrane bounded cell projection assembly	39/1983	186/18862	1.93E-05	0.000136572	7.64E-05	54443/6624/5756/23613/3265/688/54869/10807/8655/2596/10152/10801/7471/90410/8976/84260/2475/79734/585/51196/4651/8829/5909/989/2241/9759/55607/2059/10413/1540/51466/5295/5880/5580/26052/8100/3815/3383/2823	39
GO:0003015	heart process	54/1983	289/18862	1.95E-05	0.000137565	7.69E-05	3728/50507/100/5999/1739/6508/3775/10539/10848/4878/3767/2931/4880/2775/489/488/7054/134/3761/30818/6543/2475/6714/487/6548/491/6546/6547/785/7273/817/2934/7067/10060/490/2876/287/5294/3759/9759/4882/10413/4205/2316/2697/3717/2702/7068/2534/1674/153/3764/5350/6505	54
GO:0016241	regulation of macroautophagy	35/1983	160/18862	1.98E-05	0.000139376	7.79E-05	7345/2597/664/8851/836/64223/823/79837/7157/23367/7416/58533/525/27131/60412/10013/6009/534/2475/11178/5049/3565/5595/665/207/10193/9531/8992/529/5305/26086/10392/9114/3162/154	35
GO:0031056	regulation of histone modification	32/1983	141/18862	2.03E-05	0.000142921	7.99E-05	891/7291/1111/1789/672/1786/2648/10856/7422/5079/7157/22823/7334/55124/5927/8505/63925/64324/8986/23476/5595/817/2625/23741/5587/10891/6497/604/2624/3976/122953/3553	32
GO:0090150	establishment of protein localization to membrane	63/1983	354/18862	2.04E-05	0.000143068	8.00E-05	100133941/8851/10890/7534/1869/8626/27342/22883/9141/90427/56288/3308/3265/56993/3875/6175/3320/1956/7157/6223/6731/55750/6730/581/10971/23463/7161/3208/51079/2664/6222/60412/1445/6128/6449/134/596/6129/6217/208/6208/6146/9495/673/9919/54557/2181/4641/5621/3002/63971/51304/55625/64112/79720/23368/160622/6711/2534/653361/3689/3684/6505	63
GO:0140354	lipid import into cell	13/1983	34/18862	2.04E-05	0.000143068	8.00E-05	23657/2058/3766/6198/4923/208/2911/5663/207/2181/8864/6505/948	13
GO:0051495	positive regulation of cytoskeleton organization	44/1983	220/18862	2.04E-05	0.000143068	8.00E-05	10615/10733/50507/6683/8851/2017/7429/11075/22843/1739/3265/9026/29899/133746/1496/51429/3984/10152/8976/4137/4771/2475/4916/2934/10174/8829/4690/2185/88/9475/2241/4641/9647/961/2316/1902/51466/10763/2242/6385/7010/3055/1440/3383	44
GO:1904062	regulation of cation transmembrane transport	61/1983	340/18862	2.13E-05	0.000149336	8.35E-05	4318/7291/7070/10105/9368/930/5999/1739/1741/11331/823/4878/7416/65268/342667/3767/581/3208/54106/2902/1740/30818/2056/3596/4923/487/6548/23072/2904/6546/785/817/7881/3799/2185/88/5336/287/5923/5294/3759/7114/9456/5621/2669/6588/4067/2316/10891/7402/84959/5777/2534/54209/2745/4208/5350/825/57520/9104/154	61
GO:0031294	lymphocyte costimulation	18/1983	59/18862	2.15E-05	0.000150369	8.41E-05	100133941/7292/5062/5063/84433/1493/1445/6714/3565/959/207/8764/4067/5295/942/5777/2534/1326	18
GO:0007098	centrosome cycle	30/1983	129/18862	2.21E-05	0.000154805	8.66E-05	3832/6790/983/4751/1111/55722/672/6566/10733/899/117178/2648/7517/115106/5902/22809/26973/1017/284403/84552/8409/10432/9371/84446/585/5108/4659/9475/10015/2242	30
GO:0050803	regulation of synapse structure or activity	43/1983	214/18862	2.24E-05	0.000156336	8.74E-05	23657/7804/1759/2049/547/1000/3706/8851/27286/7534/22883/23613/2045/80823/5063/816/170506/6405/1496/1432/10152/8831/2895/2904/8997/91752/8828/8536/7074/4599/5789/9456/5621/55607/5764/55752/7846/26052/2534/4208/7097/23767/2823	43
GO:0032200	telomere organization	37/1983	174/18862	2.26E-05	0.000157587	8.81E-05	4751/9156/5427/2237/9134/9212/5557/6119/5888/5425/7517/5889/328/3326/5570/10728/23381/3320/545/170506/7015/54552/4683/7486/56252/5609/6714/8658/23293/5981/7874/5595/85456/7011/5514/26354/5588	37
GO:0002244	hematopoietic progenitor cell differentiation	35/1983	161/18862	2.27E-05	0.000158495	8.86E-05	5704/5710/5716/5713/5700/5707/7157/51205/2068/170506/865/7161/3213/3214/388585/2623/596/9861/5663/6547/2322/9491/5008/9841/4300/2321/6886/2625/2324/5699/10413/1436/2624/5777/3815	35
GO:0060416	response to growth hormone	14/1983	39/18862	2.28E-05	0.000158495	8.86E-05	1373/27101/5747/3718/6569/207/6774/4067/6778/5295/3717/6776/8835/2690	14
GO:1904407	positive regulation of nitric oxide metabolic process	14/1983	39/18862	2.28E-05	0.000158495	8.86E-05	3326/3320/3643/2475/207/2185/148022/3717/3689/7099/3553/3383/9314/948	14
