##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
IRS activation	Reactome	R-HSA-74713	1	5	0.124984396778	0.174322955316	INSR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74713
Activation of RAS in B cells	Reactome	R-HSA-1169092	1	5	0.124984396778	0.174322955316	RASGRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1169092
RUNX3 Regulates Immune Response and Cell Migration	Reactome	R-HSA-8949275	1	5	0.124984396778	0.174322955316	ITGA4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8949275
Reelin signalling pathway	Reactome	R-HSA-8866376	1	5	0.124984396778	0.174322955316	FYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866376
Scavenging by Class B Receptors	Reactome	R-HSA-3000471	1	5	0.124984396778	0.174322955316	CD36	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000471
Mitochondrial Uncoupling Proteins	Reactome	R-HSA-166187	1	5	0.124984396778	0.174322955316	UCP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166187
Synthesis of GDP-mannose	Reactome	R-HSA-446205	1	5	0.124984396778	0.174322955316	PMM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446205
Free fatty acid receptors	Reactome	R-HSA-444209	1	5	0.124984396778	0.174322955316	FFAR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-444209
Sodium-coupled phosphate cotransporters	Reactome	R-HSA-427652	1	5	0.124984396778	0.174322955316	SLC34A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427652
folate polyglutamylation	BioCyc	PWY-2161	1	5	0.124984396778	0.174322955316	SHMT2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-2161
dopamine degradation	BioCyc	PWY6666-2	1	5	0.124984396778	0.174322955316	MAOA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY6666-2
MAP kinase cascade	BioCyc	PWY66-14	1	5	0.124984396778	0.174322955316	MAP2K2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-14
estradiol biosynthesis I	BioCyc	PWY66-380	1	5	0.124984396778	0.174322955316	CYP19A1	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-380
fructose 2,6-bisphosphate synthesis	BioCyc	PWY66-423	1	5	0.124984396778	0.174322955316	PFKFB2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-423
glycine betaine degradation	BioCyc	PWY-3661-1	1	5	0.124984396778	0.174322955316	SHMT2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-3661-1
citrulline-nitric oxide cycle	BioCyc	PWY-4983	1	5	0.124984396778	0.174322955316	NOS2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-4983
Mineral absorption	KEGG PATHWAY	hsa04978	3	53	0.125553231689	0.174554913326	SLC8A1|MT2A|HMOX1	http://www.genome.jp/kegg-bin/show_pathway?hsa04978/hsa:4502%09red/hsa:3162%09red/hsa:6546%09red
Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	R-HSA-1655829	3	53	0.125553231689	0.174554913326	NCOA1|SEC24B|PPARA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1655829
N-glycan antennae elongation in the medial/trans-Golgi	Reactome	R-HSA-975576	2	26	0.125747132891	0.174554913326	MAN2A2|ST8SIA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975576
FGFR2 alternative splicing	Reactome	R-HSA-6803529	2	26	0.125747132891	0.174554913326	POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803529
A tetrasaccharide linker sequence is required for GAG synthesis	Reactome	R-HSA-1971475	2	26	0.125747132891	0.174554913326	GPC3|SDC4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1971475
Digestion and absorption	Reactome	R-HSA-8963743	2	26	0.125747132891	0.174554913326	MGAM|GUCY2C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963743
Translation	Reactome	R-HSA-72766	10	291	0.130273637917	0.180695504094	SARS2|EIF3B|RPS14|MRPS34|EIF2B4|RPS18|RPL22|TARS|EEF1E1|TUFM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72766
Selenoamino acid metabolism	Reactome	R-HSA-2408522	5	117	0.132335419758	0.183410416018	RPL22|RPS18|RPS14|EEF1E1|SLA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2408522
Adrenaline and noradrenaline biosynthesis	PANTHER	P00001	2	27	0.133182654139	0.1841486147	MAOA|VTI1B	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00001
BMAL1:CLOCK,NPAS2 activates circadian gene expression	Reactome	R-HSA-1368108	2	27	0.133182654139	0.1841486147	NCOA1|PPARA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1368108
RNA Polymerase III Transcription Initiation From Type 3 Promoter	Reactome	R-HSA-76071	2	27	0.133182654139	0.1841486147	SNAPC1|POLR2K	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76071
@@RNA Polymerase III Transcription Initiation From Type 2 Promoter	Reactome	R-HSA-76066	1	26	0.451720492782	0.481908375045	POLR2K	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76066
@@RNA Polymerase III Transcription Initiation From Type 1 Promoter	Reactome	R-HSA-76061	1	27	0.463793580185	0.492991238986	POLR2K	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76061
superpathway of purine nucleotide salvage	BioCyc	PWY66-409	3	55	0.135489037075	0.187190203858	ATP6V0D1|RRM2B|ADA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-409
Cardiac muscle contraction	KEGG PATHWAY	hsa04260	4	86	0.137114303184	0.189138033301	SLC8A1|SLC9A1|ATP2A1|ATP2A3	http://www.genome.jp/kegg-bin/show_pathway?hsa04260/hsa:6548%09red/hsa:487%09red/hsa:489%09red/hsa:6546%09red
Cellular response to heat stress	Reactome	R-HSA-3371556	4	86	0.137114303184	0.189138033301	MTOR|BAG1|CRYAB|CAMK2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371556
Cap-dependent Translation Initiation	Reactome	R-HSA-72737	5	119	0.138931516177	0.191344111691	RPL22|EIF2B4|RPS18|EIF3B|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72737
Eukaryotic Translation Initiation	Reactome	R-HSA-72613	5	119	0.138931516177	0.191344111691	RPL22|EIF2B4|RPS18|EIF3B|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72613
Nicotine pharmacodynamics pathway	PANTHER	P06587	2	28	0.140714528072	0.193042743198	FLNA|EPB41	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P06587
Adrenaline,noradrenaline inhibits insulin secretion	Reactome	R-HSA-400042	2	28	0.140714528072	0.193042743198	GNG4|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400042
Activation of AMPK downstream of NMDARs	Reactome	R-HSA-9619483	2	28	0.140714528072	0.193042743198	TUBA1B|TUBA1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9619483
Interconversion of nucleotide di- and triphosphates	Reactome	R-HSA-499943	2	28	0.140714528072	0.193042743198	RRM2B|GLRX	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-499943
Signaling by BMP	Reactome	R-HSA-201451	2	28	0.140714528072	0.193042743198	SKI|BMPR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201451
Adenine and hypoxanthine salvage pathway	PANTHER	P02723	1	6	0.144242111632	0.194837806173	ADA	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02723
Mannose metabolism	PANTHER	P02752	1	6	0.144242111632	0.194837806173	PMM1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02752
Estrogen-stimulated signaling through PRKCZ	Reactome	R-HSA-9634635	1	6	0.144242111632	0.194837806173	PRKCZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9634635
Estrogen biosynthesis	Reactome	R-HSA-193144	1	6	0.144242111632	0.194837806173	CYP19A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193144
Loss of MECP2 binding ability to the NCoR/SMRT complex	Reactome	R-HSA-9022537	1	6	0.144242111632	0.194837806173	NCOR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022537
p75NTR negatively regulates cell cycle via SC1	Reactome	R-HSA-193670	1	6	0.144242111632	0.194837806173	HDAC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193670
NADE modulates death signalling	Reactome	R-HSA-205025	1	6	0.144242111632	0.194837806173	CASP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-205025
Negative feedback regulation of MAPK pathway	Reactome	R-HSA-5674499	1	6	0.144242111632	0.194837806173	MAP2K2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5674499
Proton-coupled monocarboxylate transport	Reactome	R-HSA-433692	1	6	0.144242111632	0.194837806173	SLC7A11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-433692
Fibronectin matrix formation	Reactome	R-HSA-1566977	1	6	0.144242111632	0.194837806173	ITGA5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1566977
Telomere Extension By Telomerase	Reactome	R-HSA-171319	1	6	0.144242111632	0.194837806173	RUVBL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-171319
RUNX1 regulates estrogen receptor mediated transcription	Reactome	R-HSA-8931987	1	6	0.144242111632	0.194837806173	ESR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8931987
Activated NTRK2 signals through PI3K	Reactome	R-HSA-9028335	1	6	0.144242111632	0.194837806173	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9028335
RUNX1 regulates transcription of genes involved in WNT signaling	Reactome	R-HSA-8939256	1	6	0.144242111632	0.194837806173	ESR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939256
coenzyme A biosynthesis	BioCyc	COA-PWY-1	1	6	0.144242111632	0.194837806173	COASY	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=COA-PWY-1
@@Coenzyme A biosynthesis	Reactome	R-HSA-196783	1	8	0.181496750666	0.23229467505	COASY	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196783
cardenolide biosynthesis	BioCyc	PWY-6032	1	6	0.144242111632	0.194837806173	AKR1C3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6032
glutathione redox reactions I	BioCyc	PWY-4081	1	6	0.144242111632	0.194837806173	GPX7	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-4081
allopregnanolone biosynthesis	BioCyc	PWY-7455	1	6	0.144242111632	0.194837806173	AKR1C3	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7455
sucrose degradation	BioCyc	PWY66-373	1	6	0.144242111632	0.194837806173	ALDOB	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-373
Interleukin-12 family signaling	Reactome	R-HSA-447115	3	57	0.14568427424	0.196634577683	MSN|JAK2|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447115
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	Reactome	R-HSA-442742	2	29	0.14833492709	0.199751634947	GRIN2B|CAMK2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442742
VEGFR2 mediated vascular permeability	Reactome	R-HSA-5218920	2	29	0.14833492709	0.199751634947	AKT2|MTOR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218920
TNFs bind their physiological receptors	Reactome	R-HSA-5669034	2	29	0.14833492709	0.199751634947	TNFSF11|TNFRSF14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5669034
Macroautophagy	Reactome	R-HSA-1632852	4	89	0.149173357701	0.20072675565	MTOR|DLC1|DYNLL1|SQSTM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1632852
Ribosomal scanning and start codon recognition	Reactome	R-HSA-72702	3	58	0.150873515893	0.202548848554	EIF3B|RPS18|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72702
Translation initiation complex formation	Reactome	R-HSA-72649	3	58	0.150873515893	0.202548848554	EIF3B|RPS18|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72649
Iron uptake and transport	Reactome	R-HSA-917937	3	58	0.150873515893	0.202548848554	ATP6V1B1|ATP6V0D1|HMOX1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-917937
Rab regulation of trafficking	Reactome	R-HSA-9007101	5	123	0.152543329273	0.204634137665	RAB10|AKT2|GDI1|RAB6A|RAB5B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9007101
RNA Polymerase I Promoter Escape	Reactome	R-HSA-73772	4	90	0.153280906686	0.205466619955	MNAT1|ERCC3|UBTF|POLR2K	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73772
Nicotinate and nicotinamide metabolism	KEGG PATHWAY	hsa00760	2	30	0.156036320723	0.208319277419	CD38|NADK	http://www.genome.jp/kegg-bin/show_pathway?hsa00760/hsa:952%09red/hsa:65220%09red
MET activates PTK2 signaling	Reactome	R-HSA-8874081	2	30	0.156036320723	0.208319277419	SRC|ITGA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8874081
Regulation of TP53 Activity through Acetylation	Reactome	R-HSA-6804758	2	30	0.156036320723	0.208319277419	AKT2|HDAC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804758
TNFR1-induced NFkappaB signaling pathway	Reactome	R-HSA-5357956	2	30	0.156036320723	0.208319277419	RIPK1|CYLD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357956
Regulation of PTEN gene transcription	Reactome	R-HSA-8943724	3	59	0.156120825218	0.208319277419	PPARG|HDAC2|MTOR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8943724
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	Reactome	R-HSA-72662	3	59	0.156120825218	0.208319277419	EIF3B|RPS18|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72662
Vitamin B2 (riboflavin) metabolism	Reactome	R-HSA-196843	1	7	0.163076463961	0.214825409388	ACP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196843
Neurofascin interactions	Reactome	R-HSA-447043	1	7	0.163076463961	0.214825409388	ANK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447043
Displacement of DNA glycosylase by APEX1	Reactome	R-HSA-110357	1	7	0.163076463961	0.214825409388	APEX1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110357
Aryl hydrocarbon receptor signalling	Reactome	R-HSA-8937144	1	7	0.163076463961	0.214825409388	AHR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8937144
RUNX3 regulates CDKN1A transcription	Reactome	R-HSA-8941855	1	7	0.163076463961	0.214825409388	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8941855
NrCAM interactions	Reactome	R-HSA-447038	1	7	0.163076463961	0.214825409388	ANK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447038
HDL assembly	Reactome	R-HSA-8963896	1	7	0.163076463961	0.214825409388	A2M	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963896
Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)	Reactome	R-HSA-5688849	1	7	0.163076463961	0.214825409388	CSF2RB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5688849
Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)	Reactome	R-HSA-5688890	1	7	0.163076463961	0.214825409388	CSF2RB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5688890
Fructose metabolism	Reactome	R-HSA-5652084	1	7	0.163076463961	0.214825409388	ALDOB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5652084
Attachment of GPI anchor to uPAR	Reactome	R-HSA-162791	1	7	0.163076463961	0.214825409388	GAB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162791
ARMS-mediated activation	Reactome	R-HSA-170984	1	7	0.163076463961	0.214825409388	CRK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170984
inositol pyrophosphates biosynthesis	BioCyc	PWY-6369	1	7	0.163076463961	0.214825409388	IP6K2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6369
superpathway of choline degradation to L-serine	BioCyc	PWY66-414	1	7	0.163076463961	0.214825409388	SHMT2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-414
glycogenolysis	BioCyc	PWY-5941	1	7	0.163076463961	0.214825409388	MGAM	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5941
adenosine nucleotides degradation	BioCyc	SALVADEHYPOX-PWY	1	7	0.163076463961	0.214825409388	ADA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=SALVADEHYPOX-PWY
FAS signaling pathway	PANTHER	P00020	2	31	0.163811466363	0.214826687777	CASP3|CASP9	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00020
RNA polymerase	KEGG PATHWAY	hsa03020	2	31	0.163811466363	0.214826687777	POLR2K|POLR2J	http://www.genome.jp/kegg-bin/show_pathway?hsa03020/hsa:5440%09red/hsa:5439%09red
Glyoxylate metabolism and glycine degradation	Reactome	R-HSA-389661	2	31	0.163811466363	0.214826687777	GOT2|GLDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389661
Transferrin endocytosis and recycling	Reactome	R-HSA-917977	2	31	0.163811466363	0.214826687777	ATP6V1B1|ATP6V0D1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-917977
Nicotinate metabolism	Reactome	R-HSA-196807	2	31	0.163811466363	0.214826687777	CD38|NADK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196807
HS-GAG biosynthesis	Reactome	R-HSA-2022928	2	31	0.163811466363	0.214826687777	GPC3|SDC4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022928
Selenocysteine synthesis	Reactome	R-HSA-2408557	4	93	0.165852966042	0.217341648038	RPL22|RPS18|SLA|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2408557
HDACs deacetylate histones	Reactome	R-HSA-3214815	4	94	0.170123357563	0.222274267769	ARID4A|HDAC2|NCOR2|SAP18	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214815
Class B/2 (Secretin family receptors)	Reactome	R-HSA-373080	4	94	0.170123357563	0.222274267769	WNT2|GNG4|FZD4|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373080
RHO GTPases activate PKNs	Reactome	R-HSA-5625740	4	94	0.170123357563	0.222274267769	YWHAZ|MYH10|KLK3|MYL9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5625740
Autophagy - other	KEGG PATHWAY	hsa04136	2	32	0.171653400269	0.223111303384	ULK2|MTOR	http://www.genome.jp/kegg-bin/show_pathway?hsa04136/hsa:2475%09red/hsa:9706%09red
RHO GTPases activate IQGAPs	Reactome	R-HSA-5626467	2	32	0.171653400269	0.223111303384	TUBA1B|TUBA1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5626467
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	Reactome	R-HSA-389958	2	32	0.171653400269	0.223111303384	TUBA1B|TUBA1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389958
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	Reactome	R-HSA-2173796	2	32	0.171653400269	0.223111303384	CDKN2B|E2F5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173796
Generation of second messenger molecules	Reactome	R-HSA-202433	2	32	0.171653400269	0.223111303384	LCP2|EVL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202433
Regulation of TNFR1 signaling	Reactome	R-HSA-5357905	2	32	0.171653400269	0.223111303384	RIPK1|CYLD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357905
Nuclear Pore Complex (NPC) Disassembly	Reactome	R-HSA-3301854	2	32	0.171653400269	0.223111303384	CDK1|CCNB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3301854
Synthesis of substrates in N-glycan biosythesis	Reactome	R-HSA-446219	3	63	0.177645834982	0.23072935372	ST6GALNAC6|PMM1|ST8SIA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446219
Cargo concentration in the ER	Reactome	R-HSA-5694530	2	33	0.179555428825	0.23229467505	TMED2|SEC24B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5694530
Glucagon-type ligand receptors	Reactome	R-HSA-420092	2	33	0.179555428825	0.23229467505	GNG4|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-420092
Glucagon signaling in metabolic regulation	Reactome	R-HSA-163359	2	33	0.179555428825	0.23229467505	GNG4|ADCY7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163359
Sialic acid metabolism	Reactome	R-HSA-4085001	2	33	0.179555428825	0.23229467505	ST6GALNAC6|ST8SIA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4085001
Synthesis of bile acids and bile salts	Reactome	R-HSA-192105	2	33	0.179555428825	0.23229467505	NCOA1|AKR1C3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-192105
Influenza Viral RNA Transcription and Replication	Reactome	R-HSA-168273	5	131	0.181321225492	0.23229467505	RPL22|RPS18|POLR2K|POLR2J|RPS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168273
Riboflavin metabolism	KEGG PATHWAY	hsa00740	1	8	0.181496750666	0.23229467505	ACP5	http://www.genome.jp/kegg-bin/show_pathway?hsa00740/hsa:54%09red
Netrin mediated repulsion signals	Reactome	R-HSA-418886	1	8	0.181496750666	0.23229467505	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418886
RUNX3 regulates YAP1-mediated transcription	Reactome	R-HSA-8951671	1	8	0.181496750666	0.23229467505	YAP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8951671
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	Reactome	R-HSA-8939242	1	8	0.181496750666	0.23229467505	SOCS3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939242
Recycling of eIF2:GDP	Reactome	R-HSA-72731	1	8	0.181496750666	0.23229467505	EIF2B4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72731
RUNX3 regulates WNT signaling	Reactome	R-HSA-8951430	1	8	0.181496750666	0.23229467505	TCF7L2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8951430
Vitamin C (ascorbate) metabolism	Reactome	R-HSA-196836	1	8	0.181496750666	0.23229467505	SLC2A3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196836
RNF mutants show enhanced WNT signaling and proliferation	Reactome	R-HSA-5340588	1	8	0.181496750666	0.23229467505	FZD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5340588
Downregulation of ERBB4 signaling	Reactome	R-HSA-1253288	1	8	0.181496750666	0.23229467505	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1253288
ROBO receptors bind AKAP5	Reactome	R-HSA-9010642	1	8	0.181496750666	0.23229467505	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9010642
Binding of TCF/LEF:CTNNB1 to target gene promoters	Reactome	R-HSA-4411364	1	8	0.181496750666	0.23229467505	TCF7L2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4411364
serotonin degradation	BioCyc	PWY-6313	1	8	0.181496750666	0.23229467505	MAOA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6313
Pausing and recovery of Tat-mediated HIV elongation	Reactome	R-HSA-167238	2	34	0.187511120043	0.239643032603	POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167238
Tat-mediated HIV elongation arrest and recovery	Reactome	R-HSA-167243	2	34	0.187511120043	0.239643032603	POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167243
Potassium Channels	Reactome	R-HSA-1296071	4	99	0.19202607703	0.245234757283	GNG4|KCNJ8|GNGT2|KCNJ15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1296071
Mitotic Prophase	Reactome	R-HSA-68875	5	134	0.192598844358	0.245787478702	PRKCA|CDK1|CCNB1|NCAPG2|PRKCB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68875
Aminoacyl-tRNA biosynthesis	KEGG PATHWAY	hsa00970	3	66	0.194290058389	0.247585879921	SARS2|TARS|SLA	http://www.genome.jp/kegg-bin/show_pathway?hsa00970/hsa:54938%09red/hsa:51091%09red/hsa:6897%09red
Cytochrome P450 - arranged by substrate type	Reactome	R-HSA-211897	3	66	0.194290058389	0.247585879921	AHR|NCOA1|CYP19A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211897
RNA Polymerase III Transcription Initiation	Reactome	R-HSA-76046	2	35	0.195514295317	0.248965266553	SNAPC1|POLR2K	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76046
