From	To	Species	Gene Name
7791	ZYX	Homo sapiens	zyxin(ZYX)
5133	PDCD1	Homo sapiens	programmed cell death 1(PDCD1)
5134	PDCD2	Homo sapiens	programmed cell death 2(PDCD2)
6464	SHC1	Homo sapiens	SHC adaptor protein 1(SHC1)
90410	IFT20	Homo sapiens	intraflagellar transport 20(IFT20)
7798	LUZP1	Homo sapiens	leucine zipper protein 1(LUZP1)
202915	TMEM184A	Homo sapiens	transmembrane protein 184A(TMEM184A)
64149	c17orf75	Homo sapiens	chromosome 17 open reading frame 75(C17orf75)
23632	CA14	Homo sapiens	carbonic anhydrase 14(CA14)
146057	TTBK2	Homo sapiens	tau tubulin kinase 2(TTBK2)
147381	cbln2	Homo sapiens	cerebellin 2 precursor(CBLN2)
23633	KPNA6	Homo sapiens	karyopherin subunit alpha 6(KPNA6)
23635	SSBP2	Homo sapiens	single stranded DNA binding protein 2(SSBP2)
10327	AKR1A1	Homo sapiens	aldo-keto reductase family 1 member A1(AKR1A1)
10326	SIRPB1	Homo sapiens	signal regulatory protein beta 1(SIRPB1)
10329	TMEM5	Homo sapiens	transmembrane protein 5(TMEM5)
10328	EMC8	Homo sapiens	ER membrane protein complex subunit 8(EMC8)
5126	pcsk2	Homo sapiens	proprotein convertase subtilisin/kexin type 2(PCSK2)
5127	CDK16	Homo sapiens	cyclin dependent kinase 16(CDK16)
5128	CDK17	Homo sapiens	cyclin dependent kinase 17(CDK17)
10321	CRISP3	Homo sapiens	cysteine rich secretory protein 3(CRISP3)
5129	CDK18	Homo sapiens	cyclin dependent kinase 18(CDK18)
10325	RRAGB	Homo sapiens	Ras related GTP binding B(RRAGB)
10324	KLHL41	Homo sapiens	kelch like family member 41(KLHL41)
5140	PDE3B	Homo sapiens	phosphodiesterase 3B(PDE3B)
6472	SHMT2	Homo sapiens	serine hydroxymethyltransferase 2(SHMT2)
5142	PDE4B	Homo sapiens	phosphodiesterase 4B(PDE4B)
6474	SHOX2	Homo sapiens	short stature homeobox 2(SHOX2)
5144	PDE4D	Homo sapiens	phosphodiesterase 4D(PDE4D)
5146	PDE6C	Homo sapiens	phosphodiesterase 6C(PDE6C)
5137	PDE1C	Homo sapiens	phosphodiesterase 1C(PDE1C)
84561	slc12a8	Homo sapiens	solute carrier family 12 member 8(SLC12A8)
5138	PDE2A	Homo sapiens	phosphodiesterase 2A(PDE2A)
6468	FBXW4	Homo sapiens	F-box and WD repeat domain containing 4(FBXW4)
7799	PRDM2	Homo sapiens	PR/SET domain 2(PRDM2)
5139	PDE3A	Homo sapiens	phosphodiesterase 3A(PDE3A)
84560	MT4	Homo sapiens	metallothionein 4(MT4)
5152	PDE9A	Homo sapiens	phosphodiesterase 9A(PDE9A)
6482	ST3GAL1	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 1(ST3GAL1)
5153	pde1b	Homo sapiens	phosphodiesterase 1B(PDE1B)
5154	PDGFA	Homo sapiens	platelet derived growth factor subunit A(PDGFA)
5155	PDGFB	Homo sapiens	platelet derived growth factor subunit B(PDGFB)
196294	IMMP1L	Homo sapiens	inner mitochondrial membrane peptidase subunit 1(IMMP1L)
6489	ST8SIA1	Homo sapiens	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1(ST8SIA1)
84552	PARD6G	Homo sapiens	par-6 family cell polarity regulator gamma(PARD6G)
5163	PDK1	Homo sapiens	pyruvate dehydrogenase kinase 1(PDK1)
6496	SIX3	Homo sapiens	SIX homeobox 3(SIX3)
5165	PDK3	Homo sapiens	pyruvate dehydrogenase kinase 3(PDK3)
6495	SIX1	Homo sapiens	SIX homeobox 1(SIX1)
5166	PDK4	Homo sapiens	pyruvate dehydrogenase kinase 4(PDK4)
5167	ENPP1	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 1(ENPP1)
6497	SKI	Homo sapiens	SKI proto-oncogene(SKI)
5168	ENPP2	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 2(ENPP2)
5169	ENPP3	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 3(ENPP3)
6499	SKIV2L	Homo sapiens	Ski2 like RNA helicase(SKIV2L)
6490	PMEL	Homo sapiens	premelanosome protein(PMEL)
5160	PDHA1	Homo sapiens	pyruvate dehydrogenase (lipoamide) alpha 1(PDHA1)
5161	PDHA2	Homo sapiens	pyruvate dehydrogenase (lipoamide) alpha 2(PDHA2)
6491	STIL	Homo sapiens	SCL/TAL1 interrupting locus(STIL)
116113	FOXP4	Homo sapiens	forkhead box P4(FOXP4)
116115	znf526	Homo sapiens	zinc finger protein 526(ZNF526)
344148	NCKAP5	Homo sapiens	NCK associated protein 5(NCKAP5)
5175	PECAM1	Homo sapiens	platelet and endothelial cell adhesion molecule 1(PECAM1)
201627	DENND6A	Homo sapiens	DENN domain containing 6A(DENND6A)
5178	PEG3	Homo sapiens	paternally expressed 3(PEG3)
5179	PENK	Homo sapiens	proenkephalin(PENK)
84572	GNPTG	Homo sapiens	N-acetylglucosamine-1-phosphate transferase gamma subunit(GNPTG)
54700	RRN3	Homo sapiens	RRN3 homolog, RNA polymerase I transcription factor(RRN3)
10291	SF3A1	Homo sapiens	splicing factor 3a subunit 1(SF3A1)
5188	GATB	Homo sapiens	glutamyl-tRNA amidotransferase subunit B(GATB)
10293	TRAIP	Homo sapiens	TRAF interacting protein(TRAIP)
5189	PEX1	Homo sapiens	peroxisomal biogenesis factor 1(PEX1)
10295	BCKDK	Homo sapiens	branched chain ketoacid dehydrogenase kinase(BCKDK)
2909	arhgap35	Homo sapiens	Rho GTPase activating protein 35(ARHGAP35)
254173	TTLL10	Homo sapiens	tubulin tyrosine ligase like 10(TTLL10)
2900	GRIK4	Homo sapiens	glutamate ionotropic receptor kainate type subunit 4(GRIK4)
2908	NR3C1	Homo sapiens	nuclear receptor subfamily 3 group C member 1(NR3C1)
54714	CNGB3	Homo sapiens	cyclic nucleotide gated channel beta 3(CNGB3)
10297	APC2	Homo sapiens	APC2, WNT signaling pathway regulator(APC2)
2906	GRIN2D	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2D(GRIN2D)
2905	GRIN2C	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2C(GRIN2C)
2904	GRIN2B	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2B(GRIN2B)
2903	GRIN2A	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2A(GRIN2A)
2901	GRIK5	Homo sapiens	glutamate ionotropic receptor kainate type subunit 5(GRIK5)
54715	RBFOX1	Homo sapiens	RNA binding protein, fox-1 homolog 1(RBFOX1)
5196	PF4	Homo sapiens	platelet factor 4(PF4)
5198	PFAS	Homo sapiens	phosphoribosylformylglycinamidine synthase(PFAS)
5199	CFP	Homo sapiens	complement factor properdin(CFP)
254187	TSGA10IP	Homo sapiens	testis specific 10 interacting protein(TSGA10IP)
200316	APOBEC3F	Homo sapiens	apolipoprotein B mRNA editing enzyme catalytic subunit 3F(APOBEC3F)
5190	PEX6	Homo sapiens	peroxisomal biogenesis factor 6(PEX6)
5191	PEX7	Homo sapiens	peroxisomal biogenesis factor 7(PEX7)
5192	PEX10	Homo sapiens	peroxisomal biogenesis factor 10(PEX10)
2919	CXCL1	Homo sapiens	C-X-C motif chemokine ligand 1(CXCL1)
2916	GRM6	Homo sapiens	glutamate metabotropic receptor 6(GRM6)
2915	GRM5	Homo sapiens	glutamate metabotropic receptor 5(GRM5)
2914	GRM4	Homo sapiens	glutamate metabotropic receptor 4(GRM4)
2912	GRM2	Homo sapiens	glutamate metabotropic receptor 2(GRM2)
645027	evpll	Homo sapiens	envoplakin like(EVPLL)
10270	AKAP8	Homo sapiens	A-kinase anchoring protein 8(AKAP8)
10273	STUB1	Homo sapiens	STIP1 homology and U-box containing protein 1(STUB1)
10272	FSTL3	Homo sapiens	follistatin like 3(FSTL3)
2921	CXCL3	Homo sapiens	C-X-C motif chemokine ligand 3(CXCL3)
2920	CXCL2	Homo sapiens	C-X-C motif chemokine ligand 2(CXCL2)
116154	PHACTR3	Homo sapiens	phosphatase and actin regulator 3(PHACTR3)
54732	TMED9	Homo sapiens	transmembrane p24 trafficking protein 9(TMED9)
23580	CDC42EP4	Homo sapiens	CDC42 effector protein 4(CDC42EP4)
23583	SMUG1	Homo sapiens	single-strand-selective monofunctional uracil-DNA glycosylase 1(SMUG1)
53405	CLIC5	Homo sapiens	chloride intracellular channel 5(CLIC5)
10274	STAG1	Homo sapiens	stromal antigen 1(STAG1)
10276	NET1	Homo sapiens	neuroepithelial cell transforming 1(NET1)
10279	PRSS16	Homo sapiens	protease, serine 16(PRSS16)
2925	GRPR	Homo sapiens	gastrin releasing peptide receptor(GRPR)
116151	FAM210B	Homo sapiens	family with sequence similarity 210 member B(FAM210B)
2923	PDIA3	Homo sapiens	protein disulfide isomerase family A member 3(PDIA3)
53407	STX18	Homo sapiens	syntaxin 18(STX18)
54737	MPHOSPH8	Homo sapiens	M-phase phosphoprotein 8(MPHOSPH8)
10280	SIGMAR1	Homo sapiens	sigma non-opioid intracellular receptor 1(SIGMAR1)
10282	BET1	Homo sapiens	Bet1 golgi vesicular membrane trafficking protein(BET1)
10284	SAP18	Homo sapiens	Sin3A associated protein 18(SAP18)
1602	DACH1	Homo sapiens	dachshund family transcription factor 1(DACH1)
2932	GSK3B	Homo sapiens	glycogen synthase kinase 3 beta(GSK3B)
2931	GSK3A	Homo sapiens	glycogen synthase kinase 3 alpha(GSK3A)
255488	RNF144B	Homo sapiens	ring finger protein 144B(RNF144B)
54742	Ly6k	Homo sapiens	lymphocyte antigen 6 complex, locus K(LY6K)
23592	lemd3	Homo sapiens	LEM domain containing 3(LEMD3)
54741	LEPROT	Homo sapiens	leptin receptor overlapping transcript(LEPROT)
23593	HEBP2	Homo sapiens	heme binding protein 2(HEBP2)
23594	ORC6	Homo sapiens	origin recognition complex subunit 6(ORC6)
1609	DGKQ	Homo sapiens	diacylglycerol kinase theta(DGKQ)
10288	LILRB2	Homo sapiens	leukocyte immunoglobulin like receptor B2(LILRB2)
1606	DGKA	Homo sapiens	diacylglycerol kinase alpha(DGKA)
2937	GSS	Homo sapiens	glutathione synthetase(GSS)
2936	GSR	Homo sapiens	glutathione-disulfide reductase(GSR)
10289	EIF1B	Homo sapiens	eukaryotic translation initiation factor 1B(EIF1B)
1604	CD55	Homo sapiens	CD55 molecule (Cromer blood group)(CD55)
27129	HSPB7	Homo sapiens	heat shock protein family B (small) member 7(HSPB7)
60509	AGBL5	Homo sapiens	ATP/GTP binding protein like 5(AGBL5)
27120	DKKL1	Homo sapiens	dickkopf like acrosomal protein 1(DKKL1)
1612	DAPK1	Homo sapiens	death associated protein kinase 1(DAPK1)
1611	DAP	Homo sapiens	death associated protein(DAP)
29780	PARVB	Homo sapiens	parvin beta(PARVB)
2940	GSTA3	Homo sapiens	glutathione S-transferase alpha 3(GSTA3)
27124	INPP5J	Homo sapiens	inositol polyphosphate-5-phosphatase J(INPP5J)
27122	DKK3	Homo sapiens	dickkopf WNT signaling pathway inhibitor 3(DKK3)
27123	DKK2	Homo sapiens	dickkopf WNT signaling pathway inhibitor 2(DKK2)
2949	GSTM5	Homo sapiens	glutathione S-transferase mu 5(GSTM5)
1616	DAXX	Homo sapiens	death domain associated protein(DAXX)
2947	GSTM3	Homo sapiens	glutathione S-transferase mu 3(GSTM3)
60526	LDAH	Homo sapiens	lipid droplet associated hydrolase(LDAH)
2954	GSTZ1	Homo sapiens	glutathione S-transferase zeta 1(GSTZ1)
27132	CPNE7	Homo sapiens	copine 7(CPNE7)
1622	DBI	Homo sapiens	diazepam binding inhibitor, acyl-CoA binding protein(DBI)
27130	INVS	Homo sapiens	inversin(INVS)
28461	IGHV1-69	Homo sapiens	immunoglobulin heavy variable 1-69(IGHV1-69)
653464	SRGAP2C	Homo sapiens	SLIT-ROBO Rho GTPase activating protein 2C(SRGAP2C)
27134	TJP3	Homo sapiens	tight junction protein 3(TJP3)
1628	DBP	Homo sapiens	D-box binding PAR bZIP transcription factor(DBP)
2959	GTF2B	Homo sapiens	general transcription factor IIB(GTF2B)
1627	DBN1	Homo sapiens	drebrin 1(DBN1)
2958	GTF2A2	Homo sapiens	general transcription factor IIA subunit 2(GTF2A2)
2957	GTF2A1	Homo sapiens	general transcription factor IIA subunit 1(GTF2A1)
27106	ARRDC2	Homo sapiens	arrestin domain containing 2(ARRDC2)
29767	TMOD2	Homo sapiens	tropomodulin 2(TMOD2)
29766	TMOD3	Homo sapiens	tropomodulin 3(TMOD3)
60528	ELAC2	Homo sapiens	elaC ribonuclease Z 2(ELAC2)
1635	DCTD	Homo sapiens	dCMP deaminase(DCTD)
84504	nkx6-2	Homo sapiens	NK6 homeobox 2(NKX6-2)
1634	DCN	Homo sapiens	decorin(DCN)
84503	ZNF527	Homo sapiens	zinc finger protein 527(ZNF527)
2965	GTF2H1	Homo sapiens	general transcription factor IIH subunit 1(GTF2H1)
29760	BLNK	Homo sapiens	B-cell linker(BLNK)
1632	ECI1	Homo sapiens	enoyl-CoA delta isomerase 1(ECI1)
27102	EIF2AK1	Homo sapiens	eukaryotic translation initiation factor 2 alpha kinase 1(EIF2AK1)
1630	DCC	Homo sapiens	DCC netrin 1 receptor(DCC)
2960	GTF2E1	Homo sapiens	general transcription factor IIE subunit 1(GTF2E1)
29763	PACSIN3	Homo sapiens	protein kinase C and casein kinase substrate in neurons 3(PACSIN3)
84501	SPIRE2	Homo sapiens	spire type actin nucleation factor 2(SPIRE2)
27101	CACYBP	Homo sapiens	calcyclin binding protein(CACYBP)
2968	GTF2H4	Homo sapiens	general transcription factor IIH subunit 4(GTF2H4)
1636	ACE	Homo sapiens	angiotensin I converting enzyme(ACE)
2967	GTF2H3	Homo sapiens	general transcription factor IIH subunit 3(GTF2H3)
2977	GUCY1A2	Homo sapiens	guanylate cyclase 1 soluble subunit alpha 2(GUCY1A2)
1645	AKR1C1	Homo sapiens	aldo-keto reductase family 1 member C1(AKR1C1)
2976	GTF3C2	Homo sapiens	general transcription factor IIIC subunit 2(GTF3C2)
2975	GTF3C1	Homo sapiens	general transcription factor IIIC subunit 1(GTF3C1)
1642	DDB1	Homo sapiens	damage specific DNA binding protein 1(DDB1)
2972	BRF1	Homo sapiens	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit(BRF1)
2971	GTF3A	Homo sapiens	general transcription factor IIIA(GTF3A)
27112	FAM155B	Homo sapiens	family with sequence similarity 155 member B(FAM155B)
2978	GUCA1A	Homo sapiens	guanylate cyclase activator 1A(GUCA1A)
2990	GUSB	Homo sapiens	glucuronidase beta(GUSB)
84519	ACRBP	Homo sapiens	acrosin binding protein(ACRBP)
60559	SPCS3	Homo sapiens	signal peptidase complex subunit 3(SPCS3)
84525	HOPX	Homo sapiens	HOP homeobox(HOPX)
2987	GUK1	Homo sapiens	guanylate kinase 1(GUK1)
1655	DDX5	Homo sapiens	DEAD-box helicase 5(DDX5)
84527	ZNF559	Homo sapiens	zinc finger protein 559(ZNF559)
84524	ZC3H8	Homo sapiens	zinc finger CCCH-type containing 8(ZC3H8)
2982	GUCY1A3	Homo sapiens	guanylate cyclase 1 soluble subunit alpha(GUCY1A3)
1650	DDOST	Homo sapiens	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit(DDOST)
125950	RAVER1	Homo sapiens	ribonucleoprotein, PTB binding 1(RAVER1)
84515	MCM8	Homo sapiens	minichromosome maintenance 8 homologous recombination repair factor(MCM8)
2999	GZMH	Homo sapiens	granzyme H(GZMH)
84514	GHDC	Homo sapiens	GH3 domain containing(GHDC)
1666	DECR1	Homo sapiens	2,4-dienoyl-CoA reductase 1, mitochondrial(DECR1)
2997	GYS1	Homo sapiens	glycogen synthase 1(GYS1)
84516	DCTN5	Homo sapiens	dynactin subunit 5(DCTN5)
2995	GYPC	Homo sapiens	glycophorin C (Gerbich blood group)(GYPC)
1663	DDX11	Homo sapiens	DEAD/H-box helicase 11(DDX11)
2994	GYPB	Homo sapiens	glycophorin B (MNS blood group)(GYPB)
1662	DDX10	Homo sapiens	DEAD-box helicase 10(DDX10)
84513	PLPP5	Homo sapiens	phospholipid phosphatase 5(PLPP5)
60561	RINT1	Homo sapiens	RAD50 interactor 1(RINT1)
1669	DEFA4	Homo sapiens	defensin alpha 4(DEFA4)
130497	OSR1	Homo sapiens	odd-skipped related transciption factor 1(OSR1)
1678	TIMM8A	Homo sapiens	translocase of inner mitochondrial membrane 8 homolog A (yeast)(TIMM8A)
84547	PGBD1	Homo sapiens	piggyBac transposable element derived 1(PGBD1)
1677	DFFB	Homo sapiens	DNA fragmentation factor subunit beta(DFFB)
389856	USP27X	Homo sapiens	ubiquitin specific peptidase 27, X-linked(USP27X)
1676	DFFA	Homo sapiens	DNA fragmentation factor subunit alpha(DFFA)
1675	CFD	Homo sapiens	complement factor D(CFD)
1674	DES	Homo sapiens	desmin(DES)
153129	SLC38A9	Homo sapiens	solute carrier family 38 member 9(SLC38A9)
1690	COCH	Homo sapiens	cochlin(COCH)
1687	DFNA5	Homo sapiens	DFNA5, deafness associated tumor suppressor(DFNA5)
158326	FREM1	Homo sapiens	FRAS1 related extracellular matrix 1(FREM1)
23729	shpk	Homo sapiens	sedoheptulokinase(SHPK)
493861	EID3	Homo sapiens	EP300 interacting inhibitor of differentiation 3(EID3)
10419	PRMT5	Homo sapiens	protein arginine methyltransferase 5(PRMT5)
10418	SPON1	Homo sapiens	spondin 1(SPON1)
493869	GPX8	Homo sapiens	glutathione peroxidase 8 (putative)(GPX8)
10411	RAPGEF3	Homo sapiens	Rap guanine nucleotide exchange factor 3(RAPGEF3)
90550	MCU	Homo sapiens	mitochondrial calcium uniporter(MCU)
64285	RHBDF1	Homo sapiens	rhomboid 5 homolog 1(RHBDF1)
64288	ZSCAN31	Homo sapiens	zinc finger and SCAN domain containing 31(ZSCAN31)
23732	FRRS1L	Homo sapiens	ferric chelate reductase 1 like(FRRS1L)
10427	SEC24B	Homo sapiens	SEC24 homolog B, COPII coat complex component(SEC24B)
201292	TRIM65	Homo sapiens	tripartite motif containing 65(TRIM65)
201294	UNC13D	Homo sapiens	unc-13 homolog D(UNC13D)
10420	TESK2	Homo sapiens	testis-specific kinase 2(TESK2)
342892	ZNF850	Homo sapiens	zinc finger protein 850(ZNF850)
493856	CISD2	Homo sapiens	CDGSH iron sulfur domain 2(CISD2)
10421	CD2BP2	Homo sapiens	CD2 cytoplasmic tail binding protein 2(CD2BP2)
10424	PGRMC2	Homo sapiens	progesterone receptor membrane component 2(PGRMC2)
64282	PAPD5	Homo sapiens	poly(A) RNA polymerase D5, non-canonical(PAPD5)
23705	CADM1	Homo sapiens	cell adhesion molecule 1(CADM1)
147694	ZNF548	Homo sapiens	zinc finger protein 548(ZNF548)
90580	TIMM29	Homo sapiens	translocase of inner mitochondrial membrane 29(TIMM29)
811	CALR	Homo sapiens	calreticulin(CALR)
813	CALU	Homo sapiens	calumenin(CALU)
816	CAMK2B	Homo sapiens	calcium/calmodulin dependent protein kinase II beta(CAMK2B)
23710	GABARAPL1	Homo sapiens	GABA type A receptor associated protein like 1(GABARAPL1)
10403	NDC80	Homo sapiens	NDC80, kinetochore complex component(NDC80)
10406	WFDC2	Homo sapiens	WAP four-disulfide core domain 2(WFDC2)
147699	PPM1N	Homo sapiens	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)(PPM1N)
820	CAMP	Homo sapiens	cathelicidin antimicrobial peptide(CAMP)
823	CAPN1	Homo sapiens	calpain 1(CAPN1)
825	CAPN3	Homo sapiens	calpain 3(CAPN3)
827	CAPN6	Homo sapiens	calpain 6(CAPN6)
828	CAPS	Homo sapiens	calcyphosine(CAPS)
10401	PIAS3	Homo sapiens	protein inhibitor of activated STAT 3(PIAS3)
653423	Spag11a	Homo sapiens	sperm associated antigen 11A(SPAG11A)
27285	TEKT2	Homo sapiens	tektin 2(TEKT2)
27286	SRPX2	Homo sapiens	sushi repeat containing protein, X-linked 2(SRPX2)
388228	SBK1	Homo sapiens	SH3 domain binding kinase 1(SBK1)
27289	RND1	Homo sapiens	Rho family GTPase 1(RND1)
830	CAPZA2	Homo sapiens	capping actin protein of muscle Z-line alpha subunit 2(CAPZA2)
831	CAST	Homo sapiens	calpastatin(CAST)
834	CASP1	Homo sapiens	caspase 1(CASP1)
835	CASP2	Homo sapiens	caspase 2(CASP2)
836	CASP3	Homo sapiens	caspase 3(CASP3)
837	CASP4	Homo sapiens	caspase 4(CASP4)
838	CASP5	Homo sapiens	caspase 5(CASP5)
839	CASP6	Homo sapiens	caspase 6(CASP6)
90594	ZNF439	Homo sapiens	zinc finger protein 439(ZNF439)
27296	TP53TG5	Homo sapiens	TP53 target 5(TP53TG5)
27297	CRCP	Homo sapiens	CGRP receptor component(CRCP)
27294	DHDH	Homo sapiens	dihydrodiol dehydrogenase(DHDH)
27295	PDLIM3	Homo sapiens	PDZ and LIM domain 3(PDLIM3)
27299	ADAMDEC1	Homo sapiens	ADAM like decysin 1(ADAMDEC1)
845	CASQ2	Homo sapiens	calsequestrin 2(CASQ2)
846	CASR	Homo sapiens	calcium sensing receptor(CASR)
847	CAT	Homo sapiens	catalase(CAT)
7804	LRP8	Homo sapiens	LDL receptor related protein 8(LRP8)
27293	SMPDL3B	Homo sapiens	sphingomyelin phosphodiesterase acid like 3B(SMPDL3B)
7805	LAPTM5	Homo sapiens	lysosomal protein transmembrane 5(LAPTM5)
160622	GRASP	Homo sapiens	general receptor for phosphoinositides 1 associated scaffold protein(GRASP)
376267	RAB15	Homo sapiens	RAB15, member RAS oncogene family(RAB15)
84701	COX4I2	Homo sapiens	cytochrome c oxidase subunit 4I2(COX4I2)
7818	DAP3	Homo sapiens	death associated protein 3(DAP3)
148979	GLIS1	Homo sapiens	GLIS family zinc finger 1(GLIS1)
857	CAV1	Homo sapiens	caveolin 1(CAV1)
858	CAV2	Homo sapiens	caveolin 2(CAV2)
7812	CSDE1	Homo sapiens	cold shock domain containing E1(CSDE1)
859	CAV3	Homo sapiens	caveolin 3(CAV3)
146330	FBXL16	Homo sapiens	F-box and leucine rich repeat protein 16(FBXL16)
860	RUNX2	Homo sapiens	runt related transcription factor 2(RUNX2)
862	RUNX1T1	Homo sapiens	RUNX1 translocation partner 1(RUNX1T1)
863	CBFA2T3	Homo sapiens	CBFA2/RUNX1 translocation partner 3(CBFA2T3)
864	RUNX3	Homo sapiens	runt related transcription factor 3(RUNX3)
865	CBFB	Homo sapiens	core-binding factor beta subunit(CBFB)
869	CBLN1	Homo sapiens	cerebellin 1 precursor(CBLN1)
647589	ANHX	Homo sapiens	anomalous homeobox(ANHX)
10491	CRTAP	Homo sapiens	cartilage associated protein(CRTAP)
10490	VTI1B	Homo sapiens	vesicle transport through interaction with t-SNAREs 1B(VTI1B)
10493	VAT1	Homo sapiens	vesicle amine transport 1(VAT1)
6510	slc1a5	Homo sapiens	solute carrier family 1 member 5(SLC1A5)
7841	MOGS	Homo sapiens	mannosyl-oligosaccharide glucosidase(MOGS)
10492	SYNCRIP	Homo sapiens	synaptotagmin binding cytoplasmic RNA interacting protein(SYNCRIP)
117854	TRIM6	Homo sapiens	tripartite motif containing 6(TRIM6)
6509	SLC1A4	Homo sapiens	solute carrier family 1 member 4(SLC1A4)
871	SERPINH1	Homo sapiens	serpin family H member 1(SERPINH1)
873	CBR1	Homo sapiens	carbonyl reductase 1(CBR1)
54875	CNTLN	Homo sapiens	centlein(CNTLN)
874	cbr3	Homo sapiens	carbonyl reductase 3(CBR3)
94081	SFXN1	Homo sapiens	sideroflexin 1(SFXN1)
10495	ENOX2	Homo sapiens	ecto-NOX disulfide-thiol exchanger 2(ENOX2)
54878	DPP8	Homo sapiens	dipeptidyl peptidase 8(DPP8)
7832	BTG2	Homo sapiens	BTG anti-proliferation factor 2(BTG2)
10497	UNC13B	Homo sapiens	unc-13 homolog B(UNC13B)
6503	SLA	Homo sapiens	Src-like-adaptor(SLA)
6505	SLC1A1	Homo sapiens	solute carrier family 1 member 1(SLC1A1)
91807	MYLK3	Homo sapiens	myosin light chain kinase 3(MYLK3)
10498	CARM1	Homo sapiens	coactivator associated arginine methyltransferase 1(CARM1)
6508	SLC4A3	Homo sapiens	solute carrier family 4 member 3(SLC4A3)
286256	LCN12	Homo sapiens	lipocalin 12(LCN12)
286257	c9orf142	Homo sapiens	chromosome 9 open reading frame 142(C9orf142)
7851	MALL	Homo sapiens	mal, T-cell differentiation protein like(MALL)
7850	IL1R2	Homo sapiens	interleukin 1 receptor type 2(IL1R2)
221711	SYCP2L	Homo sapiens	synaptonemal complex protein 2 like(SYCP2L)
64208	POPDC3	Homo sapiens	popeye domain containing 3(POPDC3)
54886	PLPPR1	Homo sapiens	phospholipid phosphatase related 1(PLPPR1)
885	CCK	Homo sapiens	cholecystokinin(CCK)
54885	TBC1D8B	Homo sapiens	TBC1 domain family member 8B(TBC1D8B)
886	CCKAR	Homo sapiens	cholecystokinin A receptor(CCKAR)
54884	RETSAT	Homo sapiens	retinol saturase(RETSAT)
887	CCKBR	Homo sapiens	cholecystokinin B receptor(CCKBR)
54883	CWC25	Homo sapiens	CWC25 spliceosome associated protein homolog(CWC25)
6513	SLC2A1	Homo sapiens	solute carrier family 2 member 1(SLC2A1)
889	KRIT1	Homo sapiens	KRIT1, ankyrin repeat containing(KRIT1)
6512	SLC1A7	Homo sapiens	solute carrier family 1 member 7(SLC1A7)
54888	NSUN2	Homo sapiens	NOP2/Sun RNA methyltransferase family member 2(NSUN2)
6515	SLC2A3	Homo sapiens	solute carrier family 2 member 3(SLC2A3)
7846	TUBA1A	Homo sapiens	tubulin alpha 1a(TUBA1A)
6518	slc2a5	Homo sapiens	solute carrier family 2 member 5(SLC2A5)
7849	PAX8	Homo sapiens	paired box 8(PAX8)
6531	SLC6A3	Homo sapiens	solute carrier family 6 member 3(SLC6A3)
7862	BRPF1	Homo sapiens	bromodomain and PHD finger containing 1(BRPF1)
5202	PFDN2	Homo sapiens	prefoldin subunit 2(PFDN2)
6532	SLC6A4	Homo sapiens	solute carrier family 6 member 4(SLC6A4)
727800	RNF208	Homo sapiens	ring finger protein 208(RNF208)
23788	MTCH2	Homo sapiens	mitochondrial carrier 2(MTCH2)
890	CCNA2	Homo sapiens	cyclin A2(CCNA2)
891	CCNB1	Homo sapiens	cyclin B1(CCNB1)
54893	MTMR10	Homo sapiens	myotubularin related protein 10(MTMR10)
54892	NCAPG2	Homo sapiens	non-SMC condensin II complex subunit G2(NCAPG2)
54891	INO80D	Homo sapiens	INO80 complex subunit D(INO80D)
54897	CASZ1	Homo sapiens	castor zinc finger 1(CASZ1)
896	CCND3	Homo sapiens	cyclin D3(CCND3)
54896	PQLC2	Homo sapiens	PQ loop repeat containing 2(PQLC2)
898	CCNE1	Homo sapiens	cyclin E1(CCNE1)
54894	RNF43	Homo sapiens	ring finger protein 43(RNF43)
899	CCNF	Homo sapiens	cyclin F(CCNF)
6524	SLC5A2	Homo sapiens	solute carrier family 5 member 2(SLC5A2)
7855	FZD5	Homo sapiens	frizzled class receptor 5(FZD5)
10472	zbtb18	Homo sapiens	zinc finger and BTB domain containing 18(ZBTB18)
54899	PXK	Homo sapiens	PX domain containing serine/threonine kinase like(PXK)
6526	SLC5A3	Homo sapiens	solute carrier family 5 member 3(SLC5A3)
7857	SCG2	Homo sapiens	secretogranin II(SCG2)
6525	SMTN	Homo sapiens	smoothelin(SMTN)
6528	slc5a5	Homo sapiens	solute carrier family 5 member 5(SLC5A5)
10476	ATP5H	Homo sapiens	ATP synthase, H+ transporting, mitochondrial Fo complex subunit D(ATP5H)
10478	SLC25A17	Homo sapiens	solute carrier family 25 member 17(SLC25A17)
6540	SLC6A13	Homo sapiens	solute carrier family 6 member 13(SLC6A13)
