source	target	w
SOX5	SMAD7	0.003243
CTRL	SERPINA3	1.7516e-05
CHAT	PRKCE	0.04309
CHAT	PRKCB	0.00028114
CHAT	NEDD9	0.0008708
CHAT	PRKCZ	0.047415
MLLT1	CBX8	0.00061105
GORASP1	CDK1	0.057227
GORASP1	PLK1	0.049308
GORASP1	CASP3	0.018805
GORASP1	GOLGA2	0.016862
FXR2	PAICS	0.027164
FXR2	LDOC1	0.0011602
FXR2	KRT20	0.0023978
FXR2	NONO	0.0024755
FXR2	LCMT1	0.00039176
FXR2	PCBD1	5.1511e-08
FXR2	COIL	0.037822
FXR2	RBBP8	0.01494
FXR2	SSSCA1	0.00029631
FXR2	KIAA1217	0.00049932
FXR2	MEAF6	0.0061968
FXR2	ARL6IP1	0.022559
FXR2	RPIA	0.0021012
FXR2	FXR1	0.016799
FXR2	NCK2	0.0081034
FXR2	AP1M1	0.060108
FXR2	CALCOCO2	0.0022175
FXR2	FTH1	0.004246
FXR2	RTN4	0.0025637
FXR2	GKAP1	0.0077058
FXR2	RBPMS	0.033264
FXR2	KCNRG	4.7985e-05
FXR2	FBP1	0.0099828
FXR2	AMOTL2	0.00099806
GFI1B	NELL1	0.00032453
GFI1B	DNAJA3	0.00028226
GFI1B	MATR3	0.0072631
GFI1B	TRIM27	0.00095906
GFI1B	RINT1	0.070399
GFI1B	BRCA1	1.9064e-05
GFI1B	TRIP6	0.0059213
GFI1B	AGRN	0.018594
GFI1B	ACTN1	0.017077
GFI1B	BRE	0.01067
GFI1B	PICK1	4.6176e-05
GFI1B	MON1A	0.026991
GFI1B	HGS	0.0079671
GFI1B	TAF1	0.022104
GFI1B	PSMA3	0.005811
GFI1B	PHC2	1.3609e-05
GFI1B	RNF31	0.036945
GFI1B	CCDC136	0.0059135
GFI1B	KALRN	0.040204
GFI1B	DTNA	0.00024188
GFI1B	TMF1	0.026016
GFI1B	ATXN2	0.0036873
GFI1B	IFFO1	0.001467
GFI1B	AES	0.04253
GFI1B	EFEMP2	0.0065443
GFI1B	LAMB1	0.020084
GFI1B	PDE4DIP	0.0019196
GFI1B	KIF17	0.040727
GFI1B	LTBP4	0.036697
GFI1B	EGFL7	0.018003
GFI1B	FBLN1	0.0048519
GFI1B	FBLN5	2.8943e-06
GFI1B	EFEMP1	0.00024739
B2M	CD1A	0.031744
B2M	CALR	0.0087817
B2M	HFE	0.00062553
B2M	CD1B	0.00010553
B2M	FCGRT	0.006485
B2M	CD1D	0.012132
B2M	A2M	0.033517
B2M	CD8A	0.016208
B2M	HLA-E	0.057692
MAPK7	RAF1	0.030759
MAPK7	RXRA	0.00026944
MAPK7	MEF2C	0.0094307
MAPK7	MEF2A	0.0091063
MAPK7	SGK1	0.032967
MAPK7	GJA1	0.026012
MAPK7	ETS1	0.0057362
MAPK7	MYC	0.047625
RIC8B	GNAS	0.026448
RIC8B	GNAQ	0.033624
GNG5	GNB3	0.044955
PKNOX1	HOXB7	0.0086009
PKNOX1	PBX2	0.010489
PKNOX1	PBX1	0.004472
PKNOX1	MEIS1	0.01017
NCR3	CD59	0.0013507
NCR3	CD247	0.15237
SFRP1	WNT4	0.0017426
SFRP1	WNT2	0.0071827
IL5RA	UNC119	0.012611
IL5RA	SDCBP	0.022277
IL5RA	JAK2	0.030826
IL5RA	CSF2RB	0.031883
TNNT2	TNNI3	0.00026811
TNNT2	TNNC1	0.041418
MYL6	NUDT21	0.1083
RFX3	RFX4	0.006825
ARG1	ARG2	0.0083073
ARG1	NOS1	0.053182
ATG7	ATG12	0.00043115
SAP30BP	PUF60	0.018023
RASGRP4	RAP1A	0.0043311
PTPN5	MAPK1	0.028825
PTPN5	FYN	0.0064565
KCNIP1	KCND2	0.00079049
MTF1	AP1M1	0.010076
HABP4	PIAS3	0.0010124
HABP4	ENO2	0.012647
HABP4	TP53	0.014616
HABP4	HMGXB4	0.0023868
HABP4	C1QBP	0.017391
HABP4	UBE2I	0.012552
HABP4	DAXX	0.0012322
HABP4	KAT5	0.024961
HABP4	TOPORS	6.528e-05
HABP4	VIM	0.030819
HABP4	PRKCB	0.0095657
HABP4	PRKCZ	0.01214
HABP4	PRKCQ	0.038477
HABP4	PPP1R15A	0.0023037
OAZ1	OAZ3	0.00073576
OAZ1	ODC1	0.00020558
MYOZ2	ACTN1	0.0052514
MYOZ2	FLNC	0.026635
MYOZ2	ACTN2	0.027492
FGF12	MAPK8IP2	0.0035742
PELI3	IRAK1	0.032643
PELI3	IRAK4	0.0098398
PELI3	TRAF6	0.011095
PELI3	MAP3K14	0.015275
NTN1	ADORA2B	0.0055109
NTN1	NEO1	0.012121
NTN1	DCC	0.0019891
GRAP	SHC1	0.0019556
GRAP	KHDRBS1	0.00014913
GRAP	KIT	3.2145e-05
GRAP	FYN	0.038671
HAUS2	FXYD6	0.0059604
LRRC4C	NTNG1	0.024047
MMP25	MMP2	0.007917
MMP25	CLU	0.00024598
MYOM1	MYH9	0.0020769
CDH6	CDH18	0.0038176
CDH6	CDH19	0.055222
TBXA2R	GNA12	0.0040472
TBXA2R	RAF1	0.0013474
TBXA2R	GNA11	0.060564
TBXA2R	GNA13	0.020676
TBXA2R	RAB11A	0.029976
TBXA2R	GNAQ	0.047972
TBXA2R	GRK5	0.035715
MPO	CP	0.015208
IK	PFN2	0.0012983
IK	KAT5	0.019545
UBE2G2	UBE2J2	6.352e-06
UBE2G2	CUL9	0.017459
TRAF3IP2	MDFI	0.001565
TRAF3IP2	TRAF5	0.0080027
TRAF3IP2	IKBKG	0.023088
TRAF3IP2	TRAF6	0.028427
TRAF3IP2	CD40	0.001946
URM1	ASCC2	3.9259e-05
URM1	TBL3	0.0005236
AKAP8	MCM2	0.01743
AKAP8	CASP3	0.012692
AKAP8	RELA	0.00034324
AKAP8	CCND3	0.016499
AKAP8	DDX5	0.02051
ADRA1A	BMP1	0.00093258
ADRA1A	FLNC	0.0074976
ADRA1A	NOS1	0.05438
ADRA1A	CXCR1	0.003121
ADRA1A	RGS2	0.0073293
ADRA1A	CXCR2	0.03253
HBZ	HBB	0.00339
ARPC2	CORO1B	0.0060759
DTNA	SNTA1	0.0081684
DTNA	SNTG2	0.0048671
DTNA	GFI1B	0.00024188
DTNA	UTRN	0.0053144
DTNA	SYNC	0.068944
DTNA	SYNM	0.049053
PRKG1	SPP1	0.0086568
PRKG1	SEPT3	0.00095584
PRKG1	LASP1	0.0091
PRKG1	GABRR1	0.0016769
PRKG1	CFTR	0.012391
PRKG1	TRPC3	0.0060994
PRKG1	RAF1	0.018387
PRKG1	GKAP1	0.01147
PRKG1	PPP1R12A	0.044583
PRKG1	PDE5A	0.11393
PRKG1	ITPR1	0.064169
PRKG1	NPR1	0.00081685
PRKG1	RGS2	0.00047303
RANBP3	RCC1	0.010647
RANBP3	XPO1	0.068785
CNOT4	UBE2B	0.019238
RABGGTA	BMPR2	0.014925
SLU7	PPIL3	0.0012496
DYDC1	DPY30	0.00023904
DYDC1	NME5	0.11403
PELI2	IRAK1	0.019066
PELI2	UBQLN4	0.013536
PELI2	IRAK4	7.3202e-05
PELI2	MYD88	0.00010945
PELI2	BCL10	0.0039821
MAP3K12	MAPK8IP2	3.1439e-05
MAP3K12	MAP3K11	0.032612
MAP3K12	TGM2	0.046198
TNFRSF8	TRAF5	0.0036008
TNFRSF8	ALK	0.0014599
CNR1	GNAI2	0.0056337
HDAC5	SFN	0.0049196
HDAC5	ANKRA2	0.015892
HDAC5	HDAC3	0.00028392
HDAC5	CBX5	0.025805
HDAC5	HR	0.0018466
HDAC5	GCM1	0.0066298
HDAC5	SUV39H1	0.0014748
HDAC5	UBC	0.0012326
HDAC5	PRKD1	0.00077754
HDAC5	CAMTA2	0.033476
HDAC5	NCOR1	0.00096463
HDAC5	MEF2C	0.0031457
HDAC5	GATA2	0.029959
HDAC5	RUNX3	0.022568
HDAC5	MEF2A	4.1068e-05
HDAC5	BCL6	0.0034688
HDAC5	ZBTB16	0.015435
HDAC5	KLF4	0.0037557
PFKFB2	AKT1	0.0052716
PFKFB2	YWHAG	6.575e-07
TRAF6	FHL2	0.0015499
TRAF6	TNFRSF11A	0.00022817
TRAF6	TRAF4	0.07349
TRAF6	IRF7	0.060424
TRAF6	IRAK1	0.090531
TRAF6	PSMB5	0.030073
TRAF6	IL17RB	0.010322
TRAF6	SQSTM1	0.024526
TRAF6	PPP4C	0.085566
TRAF6	TNFSF11	0.0017984
TRAF6	XIAP	0.034709
TRAF6	PSMD7	0.0035636
TRAF6	HSPA4	0.00079184
TRAF6	TAX1BP1	0.0093326
TRAF6	PSMC1	0.021522
TRAF6	TRAF7	0.062834
TRAF6	PSMD1	0.028661
TRAF6	IRAK4	0.018974
TRAF6	PSMD13	0.016276
TRAF6	TRAFD1	0.0033227
TRAF6	SRC	0.052175
TRAF6	PELI3	0.011095
TRAF6	TRAF3IP2	0.028427
TRAF6	NTRK2	0.0049709
TRAF6	ATP6V1E1	0.017063
TRAF6	CD40	0.0011304
TRAF6	PTPN6	0.0016786
TRAF6	TICAM1	0.028942
TRAF6	MAVS	0.028158
TRAF6	RIPK2	0.020842
TRAF6	MAPK8	0.083494
TRAF6	ZRANB1	0.060505
TRAF6	IRF8	0.0028076
TRAF6	CYLD	0.0037732
TRAF6	TLR3	0.040045
TRAF6	MAP3K14	0.01265
TRAF6	MAP3K3	0.013039
TRAF6	PRKCZ	0.0056645
TRAF6	IRAK3	0.039185
TRAF6	TNFAIP3	0.019411
TRAF6	MAP3K8	0.034995
TRAF6	CAV1	0.03759
RFC1	PCNA	0.0078314
RFC1	HDAC1	2.2982e-05
RFC1	CDK4	3.5536e-05
RFC1	CASP3	0.0026736
RFC1	RFC2	0.0085618
RFC1	BRCA1	0.0030425
RFC1	RELA	0.0012576
RFC1	BRD4	0.00082895
RFC1	MYOC	0.021774
PDE10A	CASP3	0.00028002
PDE10A	WDR3	0.00025131
MPRIP	YWHAG	0.00014848
MPRIP	RHOA	0.0049809
MPRIP	PPP1R12A	0.0014964
NCK2	PAK1	4.4942e-05
NCK2	EGFR	0.040287
NCK2	SF3B4	0.037303
NCK2	PTK2	0.0002972
NCK2	TRIP6	0.034958
NCK2	KIAA1217	0.02588
NCK2	DOCK1	0.043824
NCK2	FXR2	0.0081034
NCK2	FGFR1	9.9396e-05
NCK2	NTRK2	0.0082679
NCK2	EFNB1	0.00081553
NCK2	AXL	0.0035455
NCK2	EFNB2	0.0034792
ANTXR2	SMAD2	0.061978
ANTXR2	COL4A3	0.01279
ANTXR2	COL4A4	0.00016834
FCGR2A	SHC1	0.0070888
FCGR2A	BLK	0.0041937
FCGR2A	PIK3R1	0.0015788
FCGR2A	HCK	0.18895
FCGR2A	FYN	0.033151
ITGAX	C3	0.018651
ITGAX	JAM3	7.6978e-06
SNX17	LRP8	0.025969
SNX17	VLDLR	0.022848
SNX17	LDLR	0.043372
SNX17	SELP	0.0017265
CFTR	SLC9A3R1	0.020773
CFTR	DNAJC5	5.1774e-05
CFTR	GOPC	0.0083883
CFTR	RNF5	0.00048284
CFTR	PDZD3	0.0029086
CFTR	PRKG1	0.012391
CFTR	PRKCE	0.0056578
CFTR	DNAJA1	0.046712
CRHBP	UCN	0.0011136
NCAM1	SPTB	0.0020213
NCAM1	ST8SIA2	5.9163e-05
NCAM1	ST8SIA3	0.0034278
NCAM1	GDNF	0.0028992
NCAM1	FGFR1	4.8588e-05
NCAM1	GFRA1	0.034419
NCAM1	PRNP	7.4111e-05
NCAM1	FYN	0.029648
NCAM1	BDNF	0.01051
AP1M1	AP1M2	0.0127
AP1M1	LDOC1	0.0080269
AP1M1	PIGR	0.00075439
AP1M1	AP2B1	0.013213
AP1M1	GRIN2A	0.0069242
AP1M1	DVL2	0.017143
AP1M1	GRIN2B	8.4811e-06
AP1M1	FXR2	0.060108
AP1M1	MTF1	0.010076
AP1M1	EHD2	0.054402
AP1M1	SELP	0.0032183
MAP6	TUBB	0.0063361
MAP6	NR2F1	0.02734
RP1	APC	0.010553
KIF1B	DLG3	0.039543
KIF1B	SNTA1	0.007923
KIF1B	YWHAG	0.047765
KIF1B	DLG2	5.9213e-05
KIF1B	CPEB1	0.013288
KIF1B	STARD13	0.038268
PTPRT	PTPRN	0.011985
RUFY2	BMX	0.010255
SLC8A1	CAV3	0.0070612
SLC8A1	TRPC3	0.00019604
STBD1	ATF7IP	0.00066399
LAMA3	BMP1	0.012114
EPB42	CD47	0.00060673
EPB42	STX12	0.0029574
MAP3K11	AKT1	0.0040937
MAP3K11	MAPK8IP2	0.0030249
MAP3K11	MAP3K12	0.032612
MAP3K11	MAP4K2	0.053452
MAP3K11	RHOG	0.11874
EPM2A	EPM2AIP1	3.5175e-05
LEPR	SNX6	0.0044826
LEPR	LEP	0.023156
LEPR	SNX1	0.0070434
LEPR	JAK2	0.0011402
LEPR	SOCS3	0.0051298
LEPR	CLU	0.023125
CTNNBL1	SPP1	0.0033329
CTNNBL1	CALCOCO1	0.00039713
FGFR1	GRB14	0.021978
FGFR1	PIK3R2	0.0027018
FGFR1	SHC1	0.013385
FGFR1	NRP1	4.5446e-05
FGFR1	FGF6	0.010597
FGFR1	FGF17	0.0046005
FGFR1	MMP2	0.022874
FGFR1	CREBBP	0.03086
FGFR1	NCK2	9.9396e-05
FGFR1	NCAM1	4.8588e-05
FGFR1	CRK	0.00046424
FGFR1	FGF18	0.011513
FGFR1	PIK3R1	0.021356
FGFR1	SLA	0.012597
FGFR1	BNIP2	4.6375e-05
FGFR1	FGF2	0.0010447
FGFR1	FLRT3	3.1873e-05
STAT5B	STAP2	0.0052389
STAT5B	EGFR	0.0073671
STAT5B	IL2RA	0.00012978
STAT5B	SHC1	0.00070258
STAT5B	SRC	0.0041196
STAT5B	PTPN6	0.00039688
STAT5B	MAPK1	7.1464e-05
STAT5B	STAT5A	0.015574
STAT5B	CRK	7.8498e-05
STAT5B	IL2RB	0.023852
STAT5B	PPP2CA	0.0037709
STAT5B	NR3C1	0.0025244
STAT5B	ETS2	0.0016045
STAT5B	JAK2	0.0029874
STAT5B	CD247	0.008576
STAT5B	KIT	0.00049551
STAT5B	ETS1	0.0074455
STAT5B	IL7R	0.0096164
STAT5B	TEK	0.0059678
STAT5B	GHR	4.1338e-05
APOA1	PLTP	0.0069007
APOA1	PON1	0.00069318
APOA1	APOL1	0.0017319
APOA1	LCAT	0.0036053
APOA1	ABCA1	0.0010966
APOA1	MAP7D1	0.0016508
APOA1	CETP	0.021
NFATC3	FOS	0.028495
FOXO4	XPO1	0.011959
FOXO4	AKT1	0.0029498
FOXO4	CREBBP	0.0091725
MIS12	ZWINT	0.010807
MIS12	NDC80	0.00026809
MIS12	CBX3	0.00058636
MIS12	PMF1	0.020824
MIS12	CBX5	0.0038143
PEBP1	PPARD	0.074281
PEBP1	RAF1	0.007402
PEBP1	MAPK1	8.2502e-08
PEBP1	STC2	0.040744
PEBP1	MAP3K14	0.0011725
PEBP1	PRKCB	0.011001
PEBP1	PRKCZ	0.028032
FMNL1	XRCC6	1.736e-05
UPF2	EXOSC4	0.0063492
UPF2	NOB1	0.0062991
UPF2	ZNF408	0.059429
UPF2	UPF3B	0.036086
UPF2	MAP1A	0.007004
UPF2	LSM1	0.00039758
UPF2	EXOSC1	0.012383
UPF2	RPS15	0.00016649
UPF2	EIF1	0.01802
UPF2	ZFP36	0.019353
AGRP	MC4R	0.00036547
CAND2	TBP	0.023095
NDUFAF3	LSM1	0.0030472
WAS	CIB1	0.010806
WAS	CSNK2A1	0.014045
WAS	SRC	1.1224e-05
WAS	WIPF1	0.11449
WAS	NCK1	0.00025173
WAS	BTK	0.098433
WAS	ITSN2	0.0083854
WAS	TRIP10	0.06029
WAS	HCLS1	0.18604
WAS	LCP2	0.12204
WAS	PIK3R1	0.00027785
WAS	HCK	0.13986
WAS	ITK	0.030125
WAS	FYN	0.047098
WAS	RHOJ	0.018269
WAS	FGR	0.1143
KLC1	CLSTN1	0.003571
KLC1	KIF2A	0.0041709
KLC1	APP	0.0027567
KLC1	KLC2	0.0013453
KLC1	MAPK8IP2	0.0043069
TUB	SRC	0.0071564
TUB	PIK3R1	0.036118
TUB	JAK2	0.024411
TUB	GNAQ	0.047296
EXOC6B	RALA	0.013244
GRAP2	BLNK	0.00027736
GRAP2	LAX1	0.0079512
GRAP2	SHC1	0.0081744
GRAP2	ZBTB7B	3.1113e-05
GRAP2	KHDRBS1	0.0038456
GRAP2	GFAP	0.0093682
GRAP2	PRPH2	0.012981
GRAP2	USP8	0.0019162
GRAP2	RBPMS	1.0692e-05
GRAP2	LCP2	0.03751
GRAP2	GAB1	0.00083504
GRAP2	GAB2	0.010544
GRAP2	KIT	0.0011016
SSH1	CORO1B	0.0043899
SSH1	CFL2	0.013514
LAT2	UBQLN4	0.016489
LAT2	PLCG2	0.072914
LAT2	GAB1	9.1223e-05
NTRK2	DOK5	0.0013514
NTRK2	SQSTM1	0.043654
NTRK2	SHC1	0.0064248
NTRK2	SH2B1	0.031023
NTRK2	TRAF6	0.0049709
NTRK2	NCK2	0.0082679
NTRK2	NCK1	0.051443
NTRK2	SHC3	0.030417
NTRK2	FYN	0.047144
NTRK2	BDNF	0.022108
CALCOCO2	MCM10	0.049066
CALCOCO2	FASTK	0.0020456
CALCOCO2	APEX2	0.01098
CALCOCO2	CPNE7	0.00039996
CALCOCO2	LSM4	0.13564
CALCOCO2	SHC1	0.062059
CALCOCO2	ZNF205	0.031979
CALCOCO2	PSMA1	0.053468
CALCOCO2	ZNF408	0.026879
CALCOCO2	PCGF1	0.0013644
CALCOCO2	FBXL18	0.0012326
CALCOCO2	GEMIN4	0.00092355
CALCOCO2	DAXX	0.0038482
CALCOCO2	FBF1	0.0030484
CALCOCO2	PTBP1	8.8658e-06
CALCOCO2	FXR2	0.0022175
CALCOCO2	POLI	0.007212
CALCOCO2	RNF11	0.0013167
CALCOCO2	ABLIM1	0.01056
CALCOCO2	GABARAPL1	0.0010898
CALCOCO2	FAM107A	0.043884
CLIP1	MTOR	0.013803
CLIP1	PAFAH1B1	0.026684
CLIP1	CLASP2	0.03764
CLIP1	MAPRE2	0.0024072
BNIP3L	STEAP3	4.9468e-05
BNIP3L	DOK5	0.00040248
BNIP3L	RINT1	0.00053166
ATP6V1E1	ALDOA	0.0048476
ATP6V1E1	SLC9A3R1	0.00022739
ATP6V1E1	ALDOB	0.0017788
ATP6V1E1	XRCC6	0.00047018
ATP6V1E1	TRAF6	0.017063
DBI	TSPO	0.050219
GNAZ	EYA2	0.0037012
GNAZ	RAP1GAP	0.00060709
GNAZ	ADORA1	0.0026554
GNAZ	RGS20	0.015698
GNAZ	RGS7	0.0063855
GNAZ	OPRD1	0.00027383
TBP	MCM2	0.0079497
TBP	PIAS3	0.00034155
TBP	POU3F2	0.0099599
TBP	TAF12	0.018773
TBP	RUVBL1	0.053475
TBP	PAX5	0.00032354
TBP	TP53	0.044005
TBP	SUB1	0.03588
TBP	FATE1	0.032726
TBP	ZNF76	0.003647
TBP	GTF2E1	0.0048739
TBP	GTF2A1	0.052376
TBP	TAF1	0.043697
TBP	BRF2	0.01809
TBP	RNF4	0.009008
TBP	BRF1	0.00043556
TBP	CAND2	0.023095
TBP	RELA	0.02046
TBP	HMGB1	0.00011982
TBP	RB1	0.035151
TBP	RXRA	0.00057438
TBP	GTF2A2	0.026475
TBP	SP1	0.017625
TBP	GTF2B	0.005525
TBP	REL	0.0024242
TBP	SPI1	0.023315
TBP	MSX1	0.030053
TBP	NR3C1	6.7541e-05
TBP	NFYB	0.0009498
TBP	NCOA1	0.023964
TBP	CREM	0.0020169
TBP	JUN	0.0018922
TBP	PIAS1	0.015889
TBP	FOXF2	0.018777
TBP	MYC	0.014986
TBP	FOS	0.021787
ADCY8	PPP2CA	0.00034915
IKBKAP	BARD1	0.035183
IKBKAP	CSTF2	0.00022489
IKBKAP	SNAPIN	0.0033056
IKBKAP	CCT5	0.00062122
IKBKAP	NDUFB9	0.010224
IKBKAP	PBX2	0.0023062
IKBKAP	MAPK8	0.084727
IKBKAP	MAN2A2	0.042638
IKBKAP	NFKBIA	0.0044482
IKBKAP	MAP3K14	0.020069
IKBKAP	CDKN2B	0.013931
EIF2S1	SFN	0.00012272
EIF2S1	MELK	0.0030739
EIF2S1	P4HB	0.024666
EIF2S1	CASP6	0.037504
EIF2S1	EIF2AK1	0.0044386
EIF2S1	CASP3	0.0011757
EIF2S1	EIF2B2	0.0022387
EIF2S1	EIF2B3	3.4569e-05
EIF2S1	EIF2B4	0.00011493
EIF2S1	PPP1R15A	0.027745
FUNDC2	EIF6	0.072405
FUNDC2	ASCC2	0.015706
RBP1	HDAC1	0.0026759
RBP1	RBBP7	0.0052329
RBP1	RBBP4	0.018565
RBP1	SIN3A	0.0081424
RBP1	LRP2	0.0005524
ARL2	UNC119	0.0011729
MED17	MED8	0.0012527
MED17	TP53	0.0073521
MED17	MED19	0.0085691
PRKD1	EGFR	0.019669
PRKD1	C1QBP	0.0061368
PRKD1	ADAP1	0.11693
PRKD1	SRC	0.053364
PRKD1	HDAC7	0.0006813
PRKD1	HDAC5	0.00077754
PRKD1	PRKCE	0.012264
PRKD1	MAPK8	0.024155
PRKD1	IGF1R	1.2641e-05
PRKD1	BTK	0.0037032
PRKD1	PLCG2	0.010937
PRKD1	JUN	0.0068892
PRKD1	MT2A	0.013134
PRKD1	PRKCH	0.0031722
PRKD1	EPAS1	0.00032439
PPP2R5A	CHEK2	0.0087413
PPP2R5A	SHC1	0.0003066
PPP2R5A	TP63	0.011221
PPP2R5A	BEST1	0.0009189
PPP2R5A	APC	0.06871
PPP2R5A	JAK2	0.0065151
GIT2	PAK1	0.0018458
GIT2	YWHAG	0.00081562
GIT2	PXN	4.6108e-05
GIT2	TGFB1I1	0.00012017
ARL11	TRIP13	6.2562e-05
ZNF439	MDFI	0.00042285
MAPK11	HDAC3	0.0015026
MAPK11	ZNHIT1	0.0041097
MAPK11	DUSP10	0.0043681
MAPK11	RPS6KA5	0.0013149
MAPK11	JUN	0.0015728
FLNC	KCND2	0.00081786
FLNC	INPPL1	0.022308
FLNC	MYOZ2	0.026635
FLNC	ADRA1A	0.0074976
FLNC	MYOT	0.055575
FLNC	PHLDB2	0.031458
FLNC	MYOZ1	0.0054634
FLNC	SGCD	0.028947
FLNC	CAPN3	0.0013532
FLNC	SGCG	0.033742
MS4A3	CDKN3	0.0043184
LSM6	LSM5	0.0080463
LSM6	POLD2	0.030973
LSM6	LSM2	0.043285
LSM6	LSM7	0.0011729
LSM6	SNRPD2	0.034225
LSM6	NAA38	0.00032709
LSM6	LSM1	0.012921
LSM6	LSM3	0.12969
WDR91	STX8	0.0092488
WDR91	SDCBP	6.9863e-05
S1PR5	GNA12	0.0073793
ITGA2B	COL1A2	0.036784
ITGA2B	CALR	0.0012769
ITGA2B	COL2A1	0.00058776
ITGA2B	CIB1	0.014876
ITGA2B	AUP1	0.01663
ITGA2B	CLNS1A	0.036397
ITGA2B	TLN1	0.0050304
ITGA2B	VWF	0.013621
ITGA2B	CD36	0.012844
PFDN5	TP73	0.0082728
PFDN5	MYC	0.00024951
NTRK3	DOK5	0.012292
NTRK3	IRAK1	0.014945
NTRK3	SQSTM1	0.012533
NTRK3	SHC1	0.0012808
NTRK3	MAPK1	0.013629
NTRK3	JUN	0.018077
NXF1	TNPO1	0.063782
NXF1	RAE1	0.0072112
NXF1	UBQLN4	0.034723
NXF1	MAP1A	0.0013895
NXF1	NUP98	0.00038739
HNRNPH3	PIM2	9.5017e-05
HNRNPH3	CCL13	0.0031833
HNRNPH3	UTP14A	0.061653
HNRNPH3	KAT5	0.012114
HNRNPH3	ANXA11	0.00025449
EDN3	CMA1	0.005744
EDN3	EDNRA	0.0066265
EDN3	EDNRB	0.011537
BEST1	PPP2R5A	0.0009189
TSGA10	HIF1A	0.049919
RNF41	USP8	0.020264
CDC14A	TP53	0.0058116
CDC14A	FZR1	0.014925
FCHSD2	CASK	0.026094
FCHSD2	HTRA1	0.0081869
FER	CTTN	0.022457
FER	EGFR	0.00079019
FER	JUP	0.0079028
FER	TMF1	0.0040249
FIS1	UBC	0.0013484
WWP1	TFAP2A	0.0091706
WWP1	SMAD5	0.0081299
WWP1	CLCN5	0.00097291
WWP1	RNF11	0.061649
WWP1	TP53BP2	0.00046149
WWP1	LAPTM5	3.7104e-05
WWP1	NFE2	0.0027684
WWP1	IL6R	0.028715
WWP1	KLF2	0.013938
UIMC1	INO80B	0.044647
CAV3	EGFR	0.011106
CAV3	GNAS	0.003563
CAV3	SLC8A1	0.0070612
CAV3	JPH2	0.025277
CAV3	NOS1	0.062132
CAV3	DYSF	0.024867
PPP4R2	PPP4C	0.097551
CAMTA2	NKX2-5	0.0018918
CAMTA2	HDAC5	0.033476
NCOA4	ATXN2	0.00033124
NCOA4	RXRA	0.0032247
NCOA4	GTF2B	0.034435
NCOA4	KAT2B	0.053333
NCOA4	PPARG	0.071643
WBP2	SEPT3	0.0011381
WBP2	PAX8	0.00010592
WBP2	NEDD4	0.012536
PRPH2	CNGB1	7.165e-05
PRPH2	GRAP2	0.012981
RALA	EXOC6B	0.013244
RALA	RASSF5	0.00019563
RALA	CNKSR2	0.00025736
RALA	RAB8B	0.012083
B4GALT1	TUBB	0.00054711
TRPC3	ITPR3	0.042305
TRPC3	PRKG1	0.0060994
TRPC3	SLC8A1	0.00019604
TRPC3	ORAI1	0.0013573
TRPC3	VAMP2	0.0020758
TRPC3	GNA11	0.054981
TRPC3	TRPC1	0.058278
TRPC3	STX3	0.051087
TRPC3	ITPR1	0.029693
TRPC3	TRPC6	0.071944
SF3A1	SP1	0.12116
ZFYVE9	FHL2	0.0054556
ZFYVE9	NUP155	0.0016038
ZFYVE9	SUMF2	0.0023799
ZFYVE9	RNPEP	0.004063
ZFYVE9	JUP	0.0031011
ZFYVE9	RHOT2	0.074036
ZFYVE9	BMP4	0.00018803
ZFYVE9	ZMYND8	0.010305
ZFYVE9	PPP1CA	0.0015288
ZFYVE9	CHD6	0.015671
ZFYVE9	SMAD2	0.0057053
ZFYVE9	RBBP6	0.015744
ZFYVE9	RNF11	0.05396
ZFYVE9	SPG20	0.00050168
ZFYVE9	ETS2	0.030819
ZFYVE9	TGFBR2	0.10164
TPPP	GAPDH	0.039289
TPPP	GSK3B	0.028972
RNF10	SETDB1	0.0057808
RNF10	UTP14A	0.007034
RNF10	TLE1	0.0040047
RNF10	COL4A5	0.00023564
NRCAM	MAGI3	0.005059
NRCAM	NFASC	0.03127
NRCAM	ANK2	0.023094
NRCAM	MACF1	0.032536
NRCAM	PTPRB	0.043874
CTDSP2	SNAI1	0.000864
RAB3IP	RAB3A	0.00020874
RAB3IP	RAB3IL1	0.038514
RAB3IP	RAB8A	0.0014386
RAB3IP	RAB8B	0.0022235
RELA	UNC5CL	0.017446
RELA	TWIST1	0.0076738
RELA	KPNA2	0.0035598
RELA	CHEK1	0.0014259
RELA	MST1R	0.0069284
RELA	PIAS3	0.039089
RELA	ACTL6A	0.011724
RELA	HDAC1	0.041206
RELA	PARP1	0.0074866
RELA	MEN1	0.00055957
RELA	PPP4C	1.3278e-06
RELA	BRCA1	0.004213
RELA	NKRF	0.038973
RELA	NFKBIE	0.00055467
RELA	CARM1	0.00071524
RELA	TRIB3	0.0086597
RELA	TAF6	0.0056744
RELA	HDAC3	0.028397
RELA	IRF3	0.00059144
RELA	AATF	0.004389
RELA	APBA2	0.02719
RELA	CSNK2A1	0.029117
RELA	TAF1	0.007424
RELA	TERT	0.0068758
RELA	PDCD11	0.013763
RELA	CREBBP	0.00099683
RELA	AKAP8	0.00034324
RELA	RFC1	0.0012576
RELA	TBP	0.02046
RELA	SRF	0.056767
RELA	CDK9	0.019661
RELA	HMGB1	6.2035e-06
RELA	RPS6KA5	0.0038988
RELA	SIN3A	0.0015975
