source	target	weight
MAPRE3	APC2	0.075435
MAPRE3	MAPRE2	0.0047634
MAPRE3	LMO2	0.0022179
NCL	MDK	0.027867
NCL	CDKN2A	0.0083753
NCL	PARP1	0.064012
NCL	CSNK2A1	0.037323
NCL	NDRG1	0.00025468
NCL	NPM1	0.095204
NCL	SSB	0.087764
NCL	TP53	0.014232
NCL	TERT	0.03868
NCL	STAU1	0.030976
NCL	CSNK2A2	0.0042062
NCL	ZNF689	0.0041627
NCL	ADAP1	0.017365
NCL	GZMA	0.0087076
NCL	PPM1D	2.7337e-05
NCL	PPARGC1A	0.016878
NCL	NR3C1	0.02447
NCL	PRKCZ	0.0204
PAX1	MEOX1	0.00051993
PAX1	MEOX2	0.036719
PPARA	MED1	0.0070961
PPARA	HSP90AA1	0.00039465
PPARA	MECR	0.00098486
PPARA	DAP3	0.0029099
PPARA	DUT	0.010832
PPARA	FABP1	0.0057438
PPARA	NCOR2	0.0065405
PPARA	PRKCA	0.0021525
PPARA	MAPK3	7.2528e-06
PPARA	NRBF2	0.0023749
PPARA	EP300	0.00016412
PPARA	GADD45G	0.0059626
PPARA	NCOR1	0.0030068
PPARA	RXRG	0.0087227
PPARA	CHD9	0.0013991
PPARA	RXRA	0.00030938
PPARA	NCOA1	0.0021877
PPARA	PPARGC1A	0.0054338
PPARA	PRKCD	0.0015602
PPARA	AKAP13	0.0027508
PPARA	GADD45B	0.022994
ZNF594	GOLGA2	0.0049503
NCOR2	MYBL2	0.011672
NCOR2	HDAC1	0.0044024
NCOR2	TBL1X	0.00092657
NCOR2	CBFA2T2	6.6225e-05
NCOR2	SAP30	0.0046207
NCOR2	NCOA3	0.0089121
NCOR2	MYOD1	0.046654
NCOR2	HDAC3	0.0013337
NCOR2	HDAC10	0.11741
NCOR2	NCOA6	0.023685
NCOR2	POU2F1	0.00077934
NCOR2	NR1I2	0.070391
NCOR2	RARB	0.021128
NCOR2	PPARA	0.0065405
NCOR2	ESR1	0.080621
NCOR2	ESR2	0.051832
NCOR2	RBPJ	0.0098604
NCOR2	SRF	0.0023277
NCOR2	THRA	0.011183
NCOR2	SPEN	0.001592
NCOR2	HDAC7	0.01507
NCOR2	RARA	0.034035
NCOR2	HDAC5	0.00041906
NCOR2	RXRG	0.0012507
NCOR2	RXRA	0.00034883
NCOR2	HDAC4	0.0339
NCOR2	NR1H2	0.017638
NCOR2	RUNX1T1	0.0015021
NCOR2	NFKBIA	0.0013232
NCOR2	NR2F2	0.022885
NCOR2	BCL6	0.0034688
NCOR2	STAT5A	0.002379
NCOR2	AHR	0.00031871
NCOR2	NR3C1	0.0098012
NCOR2	NFKB1	0.0011318
NCOR2	NR4A1	0.0051613
NCOR2	THRB	0.0075043
NCOR2	NR2F1	0.018574
NCOR2	ZBTB16	5.7914e-07
NCOR2	PPARG	0.0045654
NCOR2	FOS	0.0027981
MYPN	NEB	0.005628
MYPN	ACTN3	0.079847
MYPN	ACTN2	0.0016459
MYPN	ANKRD1	0.0013637
MYPN	NEBL	0.031292
CLK3	YWHAG	0.005299
CLK3	CLK2	0.017458
PAX8	EP300	0.014802
PAX8	WBP2	0.0031762
PAX8	ID2	0.0078562
PAX8	NKX2-1	0.0066373
DISC1	ATF5	0.0003774
DISC1	KCNQ5	0.00175
DISC1	YWHAG	0.0039624
DISC1	ATF7IP	0.001184
DISC1	RANBP9	0.0005434
DISC1	SPTBN4	0.018682
DISC1	MAP1A	0.014585
DISC1	ITSN1	2.0711e-06
DISC1	ATF4	0.00051008
DISC1	TRAF3IP1	0.0072022
DISC1	NDEL1	0.012519
DISC1	EIF3H	0.0057235
DISC1	ACTN2	0.00030528
DISC1	FEZ1	0.012925
DISC1	SYNE1	0.026927
ZBTB12	HRAS	0.0024823
ZBTB12	RAP1GAP	5.0253e-05
CDX4	HOXA5	0.0064202
DRP2	PRX	0.012735
DRP2	UTRN	0.027277
INS	IDE	0.003901
INS	TXNDC17	0.00071178
INS	CPE	0.00046668
INS	IGF1R	0.0099775
INS	INSR	0.0031715
INS	RB1	0.019624
INS	SYTL4	0.01669
INS	IGFBP7	0.0060429
INS	CTSD	0.0013364
INS	NOV	0.0092514
INS	HLA-DQB1	0.0013642
INS	CTSE	0.0015631
INS	LRP2	0.009408
MAPK4	MAPKAPK5	0.018305
MAPK4	GAB1	0.01134
MAPK4	CCND3	0.0063724
MAPK4	GAB2	0.01049
ATP2A1	IRS1	0.0063288
ATP2A1	SLN	0.0026546
ATP2A1	PLN	0.017249
GRID2	AP4M1	0.0025915
GRID2	GOPC	0.0038181
GRID2	DLG2	0.0028444
GRID2	GRIK5	0.034007
GRID2	GRIK2	0.010677
GRID2	MAGI2	1.1726e-05
GRID2	PTPN4	0.025334
GRID2	GRIA1	0.0049502
GRID2	EML1	0.013541
APAF1	AVEN	0.0035964
APAF1	CASP3	0.008539
APAF1	TRIAP1	0.0083774
APAF1	PPP1CA	0.010057
APAF1	BCL2L10	0.010926
APAF1	BCL2L1	7.9539e-07
APAF1	CASP9	0.0046
APAF1	APIP	0.022922
APAF1	NLRP1	0.00099982
APAF1	HIP1	0.0048456
APAF1	CASP4	0.00036235
APAF1	FAS	0.0082266
GHRHR	GHRH	0.014764
GHRHR	GHRL	0.037136
GHRHR	MLNR	0.014938
PAX3	SOX10	0.080498
PAX3	CIB1	0.00044594
PAX3	DAXX	0.0093526
PAX3	MEOX1	0.0039954
PAX3	MSX1	0.00015232
PAX3	WWTR1	0.014479
PAX3	MEOX2	0.047542
PAX3	MITF	0.0257
CHRM4	EEF1A2	0.008828
CHRM4	GPRASP1	0.02033
FANCC	CDK1	0.01141
FANCC	FANCG	0.019475
FANCC	HSP90B1	0.00031693
FANCC	STAT1	0.0090907
FANCC	FANCA	0.017752
FANCC	FANCE	0.029278
FANCC	GSTP1	0.0030318
FANCC	FANCD2	0.040905
FANCC	ZBTB32	0.0006796
FANCC	SPTAN1	0.0012675
SORCS3	NGF	0.0071916
STRADA	CAB39	0.012365
BRD4	RFC4	0.013246
BRD4	CLDN1	0.0002372
BRD4	CCNT1	0.077277
BRD4	PRPF40A	0.0066827
BRD4	RFC1	0.017915
GHRL	LEP	0.019558
GHRL	GHSR	0.045748
GHRL	NPY	0.011753
GHRL	GHRHR	0.037136
GHRL	MLNR	0.013579
GHRL	AGRP	0.00021896
GRM8	PIAS2	0.0043749
GRM8	FLNA	0.013621
GRM8	PIAS1	0.030129
GRM8	GPRASP1	0.015388
CD209	CEACAM1	0.0025374
CD209	CLEC4M	7.253e-05
CD209	ICAM3	0.005311
CD209	ITGAM	0.0010627
CD209	ICAM2	0.0038865
TUBA1B	TUBG1	0.078062
TUBA1B	SNAP91	1.4704e-05
TUBA1B	HDAC6	0.0064328
TUBA1B	ESR1	6.5995e-05
TUBA1B	PFDN5	0.00033228
TUBA1B	PXN	0.001324
TUBA1B	PTP4A1	0.015219
TUBA1B	PIK3R1	0.022386
TUBA1B	NFKBIA	0.0094281
TUBA1B	FYN	0.00011689
HCN1	HCN2	0.036145
GFRA4	PSPN	0.061136
ABCG4	ABCG1	0.012727
PIWIL1	DICER1	0.0026123
THRAP3	YWHAG	0.0031085
PRKCA	TOP2A	0.0056701
PRKCA	SPP1	0.015199
PRKCA	LMNB1	0.006495
PRKCA	FSCN1	0.01052
PRKCA	DNM1	0.010016
PRKCA	ITPKA	0.053278
PRKCA	C1QBP	0.0024166
PRKCA	GFPT1	0.013293
PRKCA	KCNE4	0.00058171
PRKCA	YWHAZ	0.0045473
PRKCA	TNNI3	0.0025595
PRKCA	SHC1	0.038607
PRKCA	PLD1	0.0003549
PRKCA	GABRR1	0.00030995
PRKCA	MARCKS	0.010979
PRKCA	YWHAG	0.011065
PRKCA	ITGB4	0.029278
PRKCA	DVL2	7.3403e-06
PRKCA	DLX3	0.022025
PRKCA	KRT18	0.020109
PRKCA	POLB	0.00011562
PRKCA	ENTPD5	0.0066544
PRKCA	HSP90AA1	0.0012593
PRKCA	EGFR	0.0082255
PRKCA	TP53	0.00011531
PRKCA	HMGN1	0.0050275
PRKCA	GSK3A	0.012642
PRKCA	TERT	0.010731
PRKCA	PLCB1	0.00041944
PRKCA	RGS7	0.00021374
PRKCA	PA2G4	0.0072
PRKCA	THOC5	0.00088664
PRKCA	CORO1B	0.004006
PRKCA	INSR	0.0025893
PRKCA	KCNQ2	0.0082753
PRKCA	MYOD1	0.0065607
PRKCA	OPRD1	0.0060444
PRKCA	PDLIM7	0.019186
PRKCA	HAND2	0.019417
PRKCA	GMFB	0.0014527
PRKCA	GRM5	0.0077756
PRKCA	BCL2	0.00048259
PRKCA	PICK1	3.4444e-05
PRKCA	GABRG2	0.0015006
PRKCA	GABRR2	0.0042972
PRKCA	RHO	0.024943
PRKCA	SRC	0.012273
PRKCA	PPARA	0.0021525
PRKCA	GFAP	0.01547
PRKCA	CASR	0.0274
PRKCA	ATP2B2	0.026422
PRKCA	SEMG2	0.0026623
PRKCA	GRM1	0.005175
PRKCA	GRIN2B	0.001388
PRKCA	TRPC3	0.0033215
PRKCA	NOS1	7.5481e-06
PRKCA	AKAP5	9.1305e-05
PRKCA	TNNT2	0.0004302
PRKCA	ANXA7	0.00071705
PRKCA	ADAP1	0.002914
PRKCA	STXBP3	0.0093329
PRKCA	SCTR	0.00014057
PRKCA	ITPKB	0.019477
PRKCA	MGMT	0.00022894
PRKCA	MBP	0.0016896
PRKCA	RARA	0.0085188
PRKCA	ADD3	0.00079196
PRKCA	FLNC	3.1068e-05
PRKCA	CD9	0.013495
PRKCA	PTPN12	0.0059347
PRKCA	BTG2	0.0030228
PRKCA	TIAM1	0.019345
PRKCA	HABP4	0.0031932
PRKCA	ATP2B1	0.0059279
PRKCA	TEP1	0.0022126
PRKCA	VCL	0.00376
PRKCA	PEA15	0.0037483
PRKCA	RHOA	0.0051873
PRKCA	KCNE1	0.00072425
PRKCA	PTGIR	2.9152e-05
PRKCA	SYK	0.010753
PRKCA	ANXA2	0.0035401
PRKCA	PRKG1	0.0013109
PRKCA	DGKD	0.0013371
PRKCA	EZR	0.0031062
PRKCA	SNAP23	0.0022662
PRKCA	RGS19	0.0022798
PRKCA	NUMB	0.00031267
PRKCA	RAF1	0.0084841
PRKCA	PFKFB2	0.0035754
PRKCA	MYLK	0.0077625
PRKCA	APLP2	0.0099665
PRKCA	NFATC1	0.00011533
PRKCA	CREM	0.00046585
PRKCA	FLNA	0.00056894
PRKCA	PEBP1	0.0060102
PRKCA	SPAG1	0.0017564
PRKCA	GJA1	0.0012929
PRKCA	LMNA	0.00022675
PRKCA	CISH	0.00043024
PRKCA	PTPN6	0.0049376
PRKCA	SDC2	0.019526
PRKCA	NCF1	0.0065302
PRKCA	ITGB2	1.2947e-06
PRKCA	CD163	0.0010096
PRKCA	DDX5	0.015588
PRKCA	KIT	0.0092779
PRKCA	STXBP1	4.9169e-05
PRKCA	GRIA1	0.00077961
PRKCA	CFTR	0.0024539
PRKCA	SDC4	0.001225
PRKCA	RGS2	0.0071541
PRKCA	OCLN	0.0021219
PRKCA	BTK	0.01174
PRKCA	FAS	3.8301e-05
PRKCA	PRKCZ	0.0023703
PRKCA	HSPB8	8.9607e-06
PRKCA	AKAP12	0.00030034
PRKCA	SLC1A1	0.00012253
PRKCA	NRGN	0.0016243
PRKCA	RRAD	0.0013706
PRKCA	SDPR	0.0022154
PRKCA	GPM6A	0.0038345
HFE	TFR2	0.0099089
HFE	B2M	0.010467
MTMR7	MTMR9	0.0035587
ARL3	UNC119	0.0012077
ARL3	TP53	0.0012885
ARL3	TLE1	0.0011549
ARL3	GOLGA4	0.0001641
ARL3	RP2	0.0171
ARL3	UBR1	0.0045392
ARL3	TUBA1A	0.0064188
CCDC136	COIL	0.0094869
CCDC136	UBQLN4	4.4996e-06
CCDC136	ATXN1	0.025193
ADRB3	GNAS	5.6823e-07
ADRB3	SRC	0.1057
ADRB3	ADRB2	0.040445
NEUROG2	ASCL1	0.017088
OPN4	ARR3	0.065601
COMMD7	COMMD1	0.0023232
P2RX6	CDH5	0.025775
TUB	IRS1	0.0046548
TUB	SRC	0.11479
TUB	PIK3R1	0.016346
TUB	JAK2	0.043069
TUB	GNAQ	0.034813
PDCD2	NAA38	0.0015267
PDCD2	HCFC1	0.00050928
PDCD2	NFKBIB	0.0033235
PDCD2	NCOR1	0.0017141
GFAP	CDK1	0.0095925
GFAP	CEP76	0.0012466
GFAP	MEN1	0.0048372
GFAP	PDZK1	6.5685e-05
GFAP	TUBGCP4	0.0065376
GFAP	PDLIM7	0.014712
GFAP	SRC	0.068809
GFAP	PRKCA	0.01547
GFAP	CAMK2A	0.057043
GFAP	PSEN1	0.005393
GFAP	ROCK1	0.0068543
GFAP	PDLIM1	0.021365
GFAP	VIM	0.044848
SLC9A1	MDFI	0.0074679
SLC9A1	MAPK14	9.9389e-05
SLC9A1	CA2	8.5128e-06
GRIK1	PICK1	0.014305
GRIK1	HOMER1	0.0098356
GRIK1	FLNA	0.014495
GRIK1	SDCBP	0.01456
IPO11	UBE2E3	0.00081192
IPO11	TRAF2	0.00045383
IPO11	RAN	0.0075088
IPO11	RPL12	0.00061698
AKAP4	FSIP2	0.0060115
AKAP4	PRKAR1A	0.022008
AKAP4	PRKAR2B	0.012427
ZER1	CUL2	0.061199
NR2E3	HDAC1	0.0061759
NR2E3	RBBP7	0.0074241
NR2E3	RBL1	0.0040159
NR2E3	MYBBP1A	0.0071211
NR2E3	HDAC3	3.9751e-05
NR2E3	TBL3	0.020527
NR2E3	CRX	0.032218
NR2E3	RXRB	0.00056476
NR2E3	SIN3A	8.2217e-05
NR2E3	RARA	0.0067702
NR2E3	NCOR1	0.032605
SMC1B	SMC3	0.003927
TSSK2	TFG	0.002789
NRAP	ACTN3	0.046461
NRAP	ACTB	0.014072
NRAP	TLN1	1.6479e-05
NRAP	VCL	0.0042841
RPLP1	ANKRD13B	0.059633
RPLP1	NUDT21	0.0022903
RPLP1	ATP5J2	0.015682
RPLP1	XRCC6	0.012362
RPLP1	EEF1A1	0.035252
RPLP1	PDCD4	0.0058473
RPLP1	PFDN1	2.3466e-05
RPLP1	BRD7	0.027279
RPLP1	NUDT3	0.010474
RPLP1	SAT1	0.0023136
RPLP1	PTN	0.00026729
PMPCB	PMPCA	0.0012493
PMPCB	MARK3	7.2892e-06
FGF23	PHEX	0.0080214
TSSK4	TGFBR1	9.8695e-05
TSSK4	SMURF2	0.011119
UPK2	UPK1A	0.0047801
MC3R	AGRP	0.0048379
TBR1	CASK	3.9793e-05
RLN3	RXFP1	0.027364
FSHB	CGA	0.017603
FSHB	FSHR	0.015616
EIF2AK3	HSP90AA1	0.0015913
EIF2AK3	DNAJC3	0.030774
EIF2AK3	IKBKB	0.00086567
VPREB1	VPREB3	0.072152
CAMK2A	ITPKA	0.015258
CAMK2A	CDK5R1	0.01866
CAMK2A	CDK5R2	0.039458
CAMK2A	DLG1	0.0010581
CAMK2A	CAMK2N2	0.046023
CAMK2A	KRT18	0.00012042
CAMK2A	EGFR	0.018113
CAMK2A	HSF1	0.017594
CAMK2A	ACTN1	0.00095295
CAMK2A	ATP2A2	0.0039521
CAMK2A	GRIN1	0.056604
CAMK2A	MAPT	0.033443
CAMK2A	SYNGAP1	0.066167
CAMK2A	GFAP	0.057043
CAMK2A	PDC	0.005339
CAMK2A	GRIN2B	0.032764
CAMK2A	NOS1	0.012907
CAMK2A	SRF	2.5828e-06
CAMK2A	ACTN2	0.00029509
CAMK2A	PPM1F	0.0023229
CAMK2A	CEBPB	0.0092872
CAMK2A	ETS1	0.0046857
CAMK2A	DAPK2	0.011532
SLC34A1	FHL2	0.0048593
SLC34A1	SLC9A3R1	0.032262
SLC34A1	YIF1A	0.035331
SLC34A1	HSP90AB1	0.00051679
SLC34A1	HSP90AA1	0.0021089
HUS1B	HUS1	0.0018706
HUS1B	RAD1	8.0349e-05
HUS1B	RAD9A	1.3995e-05
GNAT1	RGS9	0.00018732
GNAT1	RGS16	2.4683e-08
CABP1	ITPR3	0.0015277
CABP1	CSNK2A2	0.0011271
CABP1	CACNA1C	0.0018565
CABP1	ITPR1	0.012781
RAB6A	KIF20A	0.01296
RAB6A	OCRL	2.957e-05
RAB6A	SYTL5	0.0022498
RAB6A	BICD1	0.00041824
RAB6A	CHML	0.0098848
RAB6A	GDI1	0.00039203
RAB6A	RABGGTB	0.00010646
RAB6A	ERC1	0.012844
RAB6A	TMF1	0.030409
RAB6A	RABGAP1	0.006177
RAB6A	GOLGA4	0.0055211
RAB6A	PMM1	0.010642
KCNG4	KCNF1	0.019994
AKT2	TRIB3	0.023284
AKT2	AKT1S1	0.022465
AKT2	HSP90AA1	0.0024744
AKT2	TCL1A	0.0013068
AKT2	TCL1B	0.0058756
AKT2	FSHR	0.0047121
AKT2	ESR1	0.010471
AKT2	FOXO4	0.011453
AKT2	APPL1	0.023526
AKT2	AKT1	0.00025081
AKT2	SH3RF1	0.0031162
MAP1A	TUBB	0.0021099
MAP1A	MAP1B	0.01648
MAP1A	DLG1	0.001192
MAP1A	AP1G1	0.0035486
MAP1A	DLG2	0.011544
MAP1A	DISC1	0.014585
MAP1A	CACNB4	0.00053899
MAP1A	NXF1	0.0017127
MAP1A	RAPGEF3	0.0016729
MAP1A	MAP1LC3A	0.00011635
MAP1A	RAPGEF4	0.0034134
SNCB	SEPT4	0.0032947
SNCB	GRK5	0.0087496
SYN3	SYN1	0.050691
SYN3	NOS1AP	0.011879
MPP4	MPP5	0.035657
SLC12A3	WNK4	0.017006
RPS14	RBBP6	0.016874
CASR	PRKCA	0.0274
CASR	PRKCB	0.0001036
CASR	FLNA	0.0011063
VPS33A	TNKS	0.0010702
VPS33A	VPS11	2.9785e-05
NCR1	CD247	0.00044244
NCR1	CD59	0.020736
NCR1	FCER1G	0.00045072
MATN1	COL2A1	0.0823
MATN1	MATN4	0.048578
MATN1	MATN3	0.0089066
MATN1	ITGA1	0.033783
SLC12A1	STK39	0.0010825
SLC12A1	OXSR1	0.024258
GLP2R	GCG	0.0075682
GLP2R	CALM1	0.00085754
RREB1	NEUROD1	0.0034467
BTN1A1	XDH	0.013523
NRG2	ERBB4	7.4184e-05
RAB3C	RIMS2	0.036402
GRIK3	GRIK5	0.055423
GRIK3	FLNA	0.012005
C7orf34	ZBTB48	0.0058086
MYO15A	USP13	0.0004008
MYO15A	EPS8	0.0052806
PAPPA2	IGFBP3	0.022753
PAPPA2	IGFBP5	0.0090045
PAPPA2	ATF7IP	3.3322e-06
PAPPA2	SMAD4	0.022434
HECW1	USP7	0.0079268
ATF6B	PHOX2A	0.052969
ATF6B	MBTPS2	0.013805
ATF6B	ATF6	0.022808
ARID4B	SAP130	0.0056214
ARID4B	SIN3A	0.0063901
FGF5	FGFR1	0.0020395
ESR1	ATAD2	0.0061112
ESR1	FHL2	0.012145
ESR1	BRCA1	0.0021095
ESR1	TUBB	0.0030555
ESR1	KIF1A	0.027961
ESR1	PIAS3	0.0055237
ESR1	POLR2D	0.00030675
ESR1	MNAT1	0.00097192
ESR1	PAK6	0.00046126
ESR1	TRIM28	8.1329e-05
ESR1	TDG	0.0019872
ESR1	PAK1	0.0019822
ESR1	ITGB3BP	0.0014298
ESR1	POU4F1	0.002446
ESR1	SHC1	0.01271
ESR1	PRMT1	0.021826
ESR1	MTA1	0.0033754
ESR1	ISL1	6.3934e-05
ESR1	CUL4B	0.0048263
ESR1	PHB2	0.0060597
ESR1	TRRAP	0.0052057
ESR1	HSP90AB1	0.00014323
ESR1	EIF3I	0.0097031
ESR1	MTCH2	0.0017139
ESR1	HSPA4	0.0048126
ESR1	LDB1	0.025956
ESR1	PTGES3	0.00024423
ESR1	CCNT1	0.0023023
ESR1	CSNK2B	0.00081756
ESR1	TRIM24	0.0010858
ESR1	COPS5	6.6519e-05
ESR1	MED1	0.00012303
ESR1	NPPA	0.11201
ESR1	HSP90AA1	0.0040723
ESR1	EGFR	0.0041606
ESR1	TP53	0.00087058
ESR1	CDK7	1.7228e-06
ESR1	POLR1B	8.0719e-07
ESR1	PRPF6	0.00041852
ESR1	PSMC5	0.00078097
ESR1	REXO4	0.0003248
ESR1	SMARCA4	0.00067189
ESR1	DUT	0.0085133
ESR1	NR2F6	0.011884
ESR1	DDX54	0.032141
ESR1	IGF1R	0.011064
ESR1	MAPK14	4.1222e-05
ESR1	NCOA3	0.0040804
ESR1	MPG	0.011173
ESR1	SLC30A9	7.4243e-06
ESR1	RBM39	0.0037884
ESR1	ESRRA	0.01124
ESR1	KDM5A	0.018581
ESR1	SOS1	0.0013863
ESR1	NCOA6	0.020717
ESR1	POU2F1	0.0098818
ESR1	ZBTB17	0.056084
ESR1	SAFB	0.006646
ESR1	SP3	0.017014
ESR1	HNF4A	0.075289
ESR1	NSD1	0.016138
ESR1	SRC	0.047483
ESR1	NCOR2	0.080621
ESR1	TUBA1B	6.5995e-05
ESR1	AKT2	0.010471
ESR1	ESR2	0.091158
ESR1	POU4F2	0.0023395
ESR1	CREBBP	0.001505
ESR1	YWHAH	0.017003
ESR1	SAFB2	0.010228
ESR1	TRIP4	0.007304
ESR1	PRDM2	0.0085417
ESR1	MAPK3	0.00046388
ESR1	SMAD4	0.040499
ESR1	NCOA7	0.00049659
ESR1	FOXO4	0.012727
ESR1	THRA	0.00031078
ESR1	RNF14	0.033819
ESR1	RBM23	0.013417
ESR1	RLIM	0.014412
ESR1	RARA	0.0012643
ESR1	PRMT2	0.038992
ESR1	EP300	0.011139
ESR1	AKT1	0.015281
ESR1	SMARCE1	0.015608
ESR1	GADD45G	0.0010244
ESR1	GTF2B	0.0029999
ESR1	SMARCD3	0.0013863
ESR1	NCOR1	0.042853
ESR1	HEXIM1	0.0086738
ESR1	KAT5	0.013125
ESR1	NR0B2	0.00042063
ESR1	CHD9	0.020261
ESR1	RXRA	0.0064876
ESR1	FLII	0.0045555
ESR1	PIK3R3	0.014137
ESR1	MKNK2	0.0086019
ESR1	CCNH	0.0072678
ESR1	FOXO3	0.00046561
ESR1	CCND1	0.014895
ESR1	SMARCA2	0.015631
ESR1	FOXO1	7.3727e-06
ESR1	CALM1	0.00092586
ESR1	PNRC2	0.0010896
ESR1	TNFRSF14	6.4754e-05
ESR1	BAG1	0.011527
ESR1	PPARGC1B	0.016508
ESR1	RGS3	0.0038669
ESR1	NCOA1	0.0053011
ESR1	RPS6KA3	0.0012867
ESR1	PPARGC1A	0.0013846
ESR1	CEBPB	0.0010495
ESR1	PIK3R1	0.029755
ESR1	JUN	0.0054776
ESR1	MVP	0.0021579
ESR1	STAT5A	0.0028668
ESR1	AHR	0.00026461
ESR1	PIAS1	0.030715
ESR1	NFKB1	6.653e-05
ESR1	PTPN6	0.0021469
ESR1	RPS6KA1	0.015955
ESR1	AKAP13	0.0016831
ESR1	THRB	0.011767
ESR1	ARHGEF15	0.0014981
ESR1	BDNF	0.016005
ESR1	PGR	0.016261
ESR1	CDKN1A	0.0054872
ESR1	DDX5	0.020409
ESR1	JUNB	0.007627
ESR1	GADD45B	0.0018726
ESR1	NR2F1	0.042079
ESR1	ZBTB16	0.0042224
ESR1	CAV1	0.011222
ESR2	MAD2L1	0.027089
ESR2	PIAS3	0.00012951
ESR2	TRIM24	0.00035314
ESR2	MED1	0.002389
ESR2	REXO4	0.0058271
ESR2	DDX54	0.038293
ESR2	NCOA3	0.00044033
ESR2	RBM39	0.00011572
ESR2	NCOA6	0.0012975
ESR2	OXT	0.050435
ESR2	ZBTB17	0.022232
ESR2	SRC	0.042142
ESR2	NCOR2	0.051832
ESR2	ESR1	0.091158
ESR2	YWHAH	0.03414
ESR2	SMAD4	0.061102
ESR2	NCOA7	0.0065379
ESR2	PRMT2	0.060915
ESR2	AKT1	0.014779
ESR2	SMARCE1	0.0084078
ESR2	NCOR1	0.036889
ESR2	NR0B2	0.00011386
ESR2	MKNK2	0.013129
ESR2	CALM1	0.017925
ESR2	PNRC2	0.015906
ESR2	NCOA1	0.027939
ESR2	PPARGC1A	0.010351
ESR2	STAT5A	0.008792
ESR2	PIAS1	0.071864
ESR2	AKAP13	0.030208
CAMKK1	YWHAG	0.00092196
CAMKK1	CAMK1	0.0084829
CAMKK1	AKT1	0.0077865
CAMKK1	CALM1	0.017651
CAMKK1	SGK1	0.00035557
CCDC14	UBQLN4	0.029376
DIP2A	DLX2	0.012292
DIP2A	DAB2	0.016662
EIF4G2	CASP3	0.0041077
EIF4G2	NCBP1	0.005354
EIF4G2	EIF2S2	0.0016759
EIF4G2	EIF4A2	0.0048995
EIF4G2	EIF3A	0.014179
EIF4G2	MKNK1	0.032378
GPR135	MAGED1	0.0083424
GPR135	TPD52L1	0.00043666
PAFAH1B2	PAFAH1B3	0.0011059
PAFAH1B2	TIMM50	0.010657
PAFAH1B2	RPLP0	0.0079802
PAFAH1B2	ACIN1	0.001392
PAFAH1B2	PAFAH1B1	0.0034527
PAFAH1B2	SLA	0.0054922
FCN2	MASP2	0.06983
HNRNPK	MATR3	0.019219
HNRNPK	PRMT1	0.023969
HNRNPK	DDX1	0.017726
HNRNPK	HNRNPL	0.00036221
HNRNPK	KHDRBS1	0.031274
HNRNPK	RBM41	0.0011767
HNRNPK	YBX1	0.013718
HNRNPK	CSK	0.0052748
HNRNPK	SAFB	0.0037468
HNRNPK	SRC	0.010214
HNRNPK	SORBS3	0.0014209
HNRNPK	KHDRBS2	0.0001111
HNRNPK	KHDRBS3	1.1552e-05
HNRNPK	MAPK10	0.0011808
HNRNPK	RBM7	0.0040977
HNRNPK	LYN	0.0019989
HNRNPK	VAV1	0.036442
HNRNPK	CEBPB	0.005337
HNRNPK	NPDC1	0.0080833
HNRNPK	PRKCD	0.0001068
HNRNPK	QKI	0.0012585
HNRNPK	FYN	0.0033154
HNRNPK	ITK	0.0050463
HNRNPK	HCK	0.014693
KCTD17	NIF3L1	0.00015193
KCTD17	PSMA1	0.007159
KCTD17	TUBGCP4	0.0083747
KCTD17	AQP1	0.017192
GRIK2	CDH2	0.038298
GRIK2	DLG1	0.0065959
GRIK2	DLG3	0.0056778
GRIK2	CASK	0.0013052
GRIK2	LIN7B	0.0043194
GRIK2	GRIK5	0.030662
GRIK2	PICK1	0.0090396
GRIK2	GRID2	0.010677
GRIK2	GRIK4	0.00080298
GRIK2	SDCBP	0.042998
GRIK2	GRIA1	0.010729
ATP2B2	PDZD11	0.015268
ATP2B2	DLG1	0.00023826
ATP2B2	DLG2	0.0081288
ATP2B2	PRKCA	0.026422
MRGPRX2	CORT	0.0037
POU4F2	ESR1	0.0023395
MASP2	FCN2	0.06983
MASP2	SERPING1	0.019929
DDI1	ADRM1	0.017089
DDI1	DVL2	0.01583
IKZF2	IKZF1	3.3071e-07
IKZF2	IKZF5	0.0040689
IKZF2	IKZF4	0.0022701
CACNA1E	EFHC1	0.010382
ABCG5	ABCG8	0.0043549
TLK2	ASF1B	0.022918
TLK2	YWHAZ	0.024054
TLK2	TLK1	0.0096893
TLK2	MBP	0.0083262
TLK2	FEZ1	0.022926
NLGN3	DLG3	0.0050204
NLGN3	NRXN2	0.032962
NLGN3	NRXN1	0.018642
NLGN3	DLG2	0.0045343
NLGN3	NRXN3	4.9546e-05
MMP2	THBS2	0.049342
MMP2	IGFBP3	0.041677
MMP2	COL1A1	0.062815
MMP2	SPOCK1	0.032967
MMP2	COL7A1	0.058812
MMP2	MMP14	0.053769
MMP2	TIMP1	0.033971
MMP2	EPHB2	0.031423
MMP2	CLDN1	0.0067512
MMP2	COL6A3	0.037577
MMP2	COL18A1	0.032204
MMP2	ITGAV	0.0028385
MMP2	HSP90AA1	0.00020772
MMP2	CCL7	0.017802
MMP2	HAPLN1	0.0067222
MMP2	ACAN	0.051093
MMP2	KISS1	0.02667
MMP2	BCAN	0.03554
MMP2	MMP17	0.040693
MMP2	FGFR1	0.0014782
MMP2	TIMP4	9.8588e-05
