gene	p
HRAS	0.00042133
SQLE	0.00047807
NECTIN1	4.61e-15
NPAS2	4.51e-08
COPG1	0.0036105
VDAC2	4.65e-09
SLC22A18	0.00083474
SMAP1	1.53e-08
ENO3	5.69e-07
NUP205	1.52e-10
PADI3	0.00012183
RET	4.62e-05
CUL7	4.33e-20
CARD18	2.4e-06
CSTF1	2.98e-08
IKBKE	3.73e-11
ZNF883	5.63e-05
WDR74	3.28e-15
NUP43	2.18e-14
SCO1	2.04e-07
ITGB8	6.11e-06
COL22A1	2.42e-07
dguok	1.11e-11
SYCE3	4.39e-08
CD320	7.67e-07
PPP1CC	4.04e-10
KIAA1522	8.27e-05
CEBPG	0.00023977
STRIP2	2e-07
TGS1	1.26e-09
PARL	3.24e-07
SLC52A1	3.22e-07
KRTCAP2	4.97e-18
PCOLCE	0.012565
CHD1L	7.47e-07
MRPS21	5.09e-07
SNX27	6.26e-09
BRF2	8.5e-07
INHBB	0.016181
GHRH	0.0070203
RNPS1	1.09e-12
APRT	2.24e-06
PPP2R1A	5.94e-05
RHEBL1	6.95e-11
EGF	0.0024492
c14orf166	9.04e-16
CBX8	4.87e-13
SEC13	2.81e-10
BAK1	3.87e-06
SLC12A7	2.34e-05
FBXW9	1.42e-07
PDCD11	1.56e-10
DLX3	1.43e-07
TOMM20	4.65e-09
CTPS2	6.92e-06
Uqcrfs1	4.08e-08
SLC33A1	8.2e-11
GLRX3	1.27e-19
AP4M1	1.83e-06
LAMTOR2	1.78e-09
EN1	0.0027221
GPRIN1	2.24e-13
CNGA3	0.001411
FATE1	4.1e-08
OCA2	0.00035893
CRABP1	6.48e-08
ZFP30	1.13e-06
PMM2	6.61e-08
TBC1D16	1.54e-09
MRRF	1.09e-07
ZNF138	3.39e-13
CCNT1	5.64e-09
P4HA3	6.38e-11
SURF4	6.71e-07
FOXRED2	1.78e-11
SCAMP1	2.57e-05
DKK4	0.00067608
MARS2	1.13e-06
PLTP	0.040816
NMRAL1	1.16e-07
IMPDH2	8.4e-05
TGFA	3.55e-09
DCAF17	5.7e-07
SSB	1.79e-08
EPPK1	0.00011397
GLMP	2.98e-05
ATP6V1C1	8.44e-08
AGO2	0.0010862
WIPF3	4.32e-09
ITGA2	0.026697
RNMT	1.68e-11
SAE1	2.15e-10
PCCB	3.12e-12
B3GNT4	2.09e-11
RFXANK	8.47e-09
NOL10	9.49e-12
HOXD8	0.00063629
PPP1R13L	0.0020389
ZNF550	2.52e-11
RIOK1	8.44e-05
CYB5R2	0.021177
DECR2	5.23e-07
UMPS	3.42e-14
ETFA	5.23e-07
PAX7	0.00048396
NSDHL	2.73e-05
PACSIN3	1.76e-05
TMEM208	5.4e-09
NUP62	5.55e-09
TFG	2.85e-10
SMG5	8.99e-09
CSNK2B	4.47e-09
UBE2G1	4.46e-06
HIBADH	0.00024201
cox20	3.07e-07
METTL18	4.33e-05
SLC3A2	1.39e-06
KLF5	0.033541
MYO1E	3.75e-05
CAPN1	2.56e-07
PRKRA	5.45e-05
QSOX2	9.27e-12
CLPB	1.59e-12
HUS1	8.7e-11
METTL5	2.42e-12
NLN	7.68e-11
ZBTB8OS	4.15e-09
NUDT16L1	2.95e-08
OTUD6B	3.93e-05
OCRL	1.21e-06
PSMC6	6.32e-09
POLA2	1.17e-12
GTF3A	1.15e-08
SLC25A21	0.00023943
CDK5RAP1	6.09e-08
SP5	0.0022651
STEAP3	0.00012771
BCKDK	1.93e-07
BLOC1S4	1.74e-06
LEF1	2.98e-09
TRIM24	2.8e-05
A2ML1	1.07e-05
TLE3	8.37e-08
ZNF292	7.79e-08
COPS5	2.23e-08
IGF2BP2	0.00056493
ABCC10	1.08e-06
COX7A2L	1.94e-11
IL12RB2	0.00016497
TMEM161A	1.02e-11
SRP54	4.52e-06
PRKCSH	1.64e-06
SH3GL1	1.36e-07
LRPPRC	2.65e-08
FDX1L	2.74e-08
NOC2L	1.13e-12
IL22RA1	1.36e-06
DENND1A	1.64e-05
WNT10B	5.68e-06
CPSF6	1.73e-08
ANKZF1	3.81e-10
ZNF488	3.34e-08
DRG1	1.14e-10
TPTE	0.00080589
Bcs1l	2.26e-09
POLR2E	4.76e-05
HELB	7.64e-08
HOXB13	1.56e-11
RDH16	1.52e-09
ARID3A	2.34e-06
MYDGF	1.45e-06
NID2	0.039277
PRSS22	2.43e-07
DEFA5	0.034595
CRCP	4.16e-11
CTCFL	0.010307
JMJD4	2.34e-16
RBBP7	1.42e-10
SF3B3	2.86e-12
P4HA1	6.26e-10
HTATIP2	1.17e-07
DDX1	1.17e-08
KLHDC3	2.82e-06
TULP3	1.38e-07
BPIFA2	0.00035893
SCT	3.89e-05
UBQLN1	1.24e-06
PGLYRP4	1.35e-07
ETNPPL	0.0016402
AP1M2	0.0010824
SLC38A11	0.0018742
PAK5	8.5e-05
TOMM22	0.00016356
LOC440434	5.92e-07
NIP7	4.39e-05
DHCR7	0.00036449
TSEN54	4.73e-13
SLC7A1	3.21e-12
RTN4IP1	2.18e-06
GABPB1	3.06e-05
TAF4B	1.74e-06
ACTR5	7.02e-09
CEP89	6.49e-15
MRPS5	2.21e-11
METTL23	7.53e-11
ADAMTS16	7.04e-05
ASCC1	3.25e-06
OLA1	1.16e-11
ESRRG	0.013177
BEND6	2.69e-07
SDS	7.29e-05
PRUNE1	1.19e-08
CISD2	2.43e-09
TMEM5	3.95e-06
B3GAT3	1.53e-07
FIBP	3.31e-07
TRIM27	1.46e-08
CAMSAP3	8.4e-06
MRPS30	3.33e-05
OAT	0.00041634
POLR3K	3.18e-11
PABPN1	3.12e-05
rpp25	6e-05
CEP152	1.6e-11
U2SURP	7.2e-07
EPS8L1	0.00045513
POP4	2.34e-08
KCNJ10	1.09e-07
L2HGDH	2.08e-14
STRAP	7.76e-07
hist1h3g	2.95e-10
SURF6	2.58e-09
FER1L4	3.46e-11
MRM1	4.92e-11
PEX10	9.28e-12
SMARCAL1	1.44e-09
ZNF576	3.28e-12
DPY19L4	9.15e-06
ANKIB1	3.02e-10
PLCH2	4.48e-10
ALG1	3.16e-07
STAG3	9.35e-05
RTN4R	6.05e-06
ZBED1	1.11e-05
MED1	1.29e-07
GABRB3	0.01783
POLR1A	4.5e-10
ZNF473	3.82e-10
UBE2H	2.03e-12
SENP5	2.01e-08
PRPSAP2	1.57e-06
MSX2	4.17e-07
SPR	7.24e-07
FCRLB	0.00029177
SS18L1	0.0012337
COG2	1.54e-11
ALKBH4	7.71e-11
MBOAT2	0.0016478
DLX2	2.74e-06
FABP7	0.0029176
HAT1	8.17e-06
PROM2	4.48e-16
GUCA1A	7.59e-06
MEGF10	3.41e-05
SET	4.41e-07
ZNF385A	1.8e-05
MYO7A	9.56e-10
CPLX2	4.99e-07
DMRT1	4.57e-06
NAA35	2.2e-06
SLC9A2	8.04e-08
ADGRB2	3.95e-10
PIH1D1	6.75e-09
PRELID2	7.5e-08
METTL21B	2.8e-05
HMX1	3.61e-07
STON2	2.83e-06
CPSF3L	3.6e-11
EARS2	1.71e-12
MTG1	4.38e-07
MAMSTR	3.77e-10
PDLIM4	6.24e-06
OXSM	3.29e-07
PHF13	5.42e-06
TRIM37	8.06e-06
GFRA3	0.0029381
TFAP4	3.37e-14
SDCCAG3	2.08e-10
KRT18	0.020268
TSN	5.35e-08
LHFPL4	5.39e-07
CLDN6	6.72e-05
GSTZ1	5.94e-06
SDHA	1.11e-08
LEO1	1.34e-05
CDH18	5.67e-06
OSGIN1	0.0010122
SESN3	4.41e-07
FAM58A	3.91e-06
FOXN1	3.39e-05
SNAPIN	1.36e-08
PMEPA1	0.012286
ZNF436	4.09e-05
PIP5K1A	6.69e-05
FUT6	1.94e-08
SUB1	1.31e-10
f2rl2	4.21e-05
RELL2	9.71e-10
ZNF572	1.39e-09
B4GALT7	5.6e-10
DLX1	4.37e-06
PACSIN1	1.25e-09
MRPS22	2.62e-07
ARL6IP1	4.35e-06
SPICE1	5.26e-09
SERBP1	3.9e-11
PEX6	0.0051496
GPAA1	5.54e-07
TNFRSF25	1.04e-07
ZBP1	0.00016667
CDK6	0.00014307
KDM3A	1.06e-12
NAA25	1.52e-05
GRIP1	1.88e-11
STAMBP	2.48e-10
EHMT2	5.78e-14
KPTN	3.06e-06
DDB1	1.08e-13
CRYBA2	7.58e-05
STRA6	2.54e-11
SHISA8	1.15e-11
SLC27A4	2.92e-06
TMEM201	3.4e-09
SETDB1	1.38e-10
MAD2L1BP	2.14e-09
CCDC28B	4.87e-12
SULT4A1	6.86e-09
APH1A	7.86e-06
spdef	1.4e-06
ZNF133	3.89e-06
HPSE	0.0067149
USP35	3.07e-05
PFKFB4	1.14e-10
GPD2	5.12e-08
PHF14	1.74e-06
NPPA	5.97e-08
PXYLP1	1.89e-09
IRX4	6.75e-07
ZNF408	7.5e-08
GGT5	0.0011788
ZNF280A	1.44e-09
COPE	8.03e-08
OTUB2	3.69e-13
RNF212	5.72e-10
HMGXB4	6.82e-10
COX8A	1.53e-09
BRDT	0.00014215
RBP1	0.00042496
BHLHB9	0.00070447
HNRNPC	3.02e-16
MUC3B	1.23e-08
SLC17A9	4.77e-07
GPC2	7.19e-09
RIDA	2.51e-07
TELO2	1.33e-09
F2	5.92e-05
ADD2	4.93e-08
TNK1	4.06e-10
DLL3	5.81e-12
ADORA2B	0.038849
ABCA13	0.012807
EMC6	2.47e-09
ECE2	2.78e-16
LMBR1	3.57e-09
ZNF251	4.98e-05
CHD4	2.39e-08
GAN	1.09e-07
RRP7A	0.00040724
NPEPPS	0.00012039
CDC34	8.64e-14
ALX1	9.68e-07
UPF3B	2.77e-09
RNF26	2.22e-09
SYT2	5.27e-07
SLC6A3	0.00040226
GOLGA5	7.43e-06
HIP1R	9.52e-07
SKIV2L	4e-11
ECEL1	6.4e-05
TCP11L1	4.72e-12
DNAAF2	0.0011063
FOLH1B	8.12e-05
SRP19	1.11e-08
SCN2A	7.62e-05
WBSCR22	4.05e-15
LDAH	2.09e-05
REEP4	1.74e-06
SNRNP27	1.85e-07
PDIK1L	0.0013396
IRS1	0.011094
ARPP19	1.48e-06
TIMM44	1.5e-09
ROR2	0.0023351
PRRC2C	3.46e-06
CASP6	0.00010153
PAK3	0.015267
AASDHPPT	4.35e-09
INHBE	2.3e-05
BACE2	0.024627
HINFP	5.08e-07
POLB	5.67e-11
NDUFA12	6.12e-11
RPLP0	1.58e-17
CHL1	0.018115
FBXL6	2.45e-11
ZNF574	3.64e-07
ACBD6	8.28e-06
PIP4K2C	6.2e-06
AMPH	0.00055416
SRPK3	9.89e-06
CA11	0.0071945
CLEC11A	0.0011055
TRMT112	1.22e-07
PRSS50	1.12e-06
KPNB1	2.65e-09
COQ5	1.49e-06
COPS3	3.12e-05
FAM155B	1.44e-11
ZNF273	0.00038655
PEX13	3.4e-08
TRAF7	2.03e-16
TRMT12	8.07e-06
NPB	2.76e-07
ACOT7	5.72e-05
UPF1	7.64e-08
c14orf169	2.59e-06
SH3BP4	7.67e-05
MXD3	3.9e-11
TRPV4	2.65e-06
SLC25A5	4.87e-07
mob1a	4.21e-06
SLC35F3	1.28e-08
SPRTN	2.48e-05
FAM96A	9.14e-06
GSTP1	0.00079776
SDHC	2.41e-11
FN3KRP	2.08e-06
CCM2	1.77e-05
DRAP1	9.47e-06
HS3ST1	1.33e-08
WDR5B	0.00045384
CCNB1IP1	0.00065604
SCOC	0.0051657
VASH2	0.00028285
HENMT1	0.0065353
RPUSD1	2.69e-09
ENTPD5	2.85e-08
STX16	1.87e-05
HS2ST1	1.13e-07
GPSM2	0.00017665
ADAMTS18	1.73e-06
ARHGAP32	2.35e-05
YAE1D1	4.94e-05
DBF4B	4.48e-17
ANAPC5	1.02e-12
TPH1	0.015265
PDAP1	1.18e-07
EDC3	1.33e-10
LOXL2	1.17e-11
ADAMTS5	0.016876
OPRK1	4.59e-06
TOMM34	1.15e-07
RNF186	7.51e-08
HSP90AA1	5.78e-10
SRSF12	9.95e-09
CDK8	0.00012264
ABCC3	0.0031088
PRMT6	0.0096422
PIDD1	3.1e-10
HMG20B	4.06e-05
ATR	1.86e-06
brms1	9.97e-06
ABCA4	3.07e-05
MRPS23	3.01e-06
TCL1A	0.013121
DEPTOR	0.00083688
TEFM	1.73e-05
LGR4	1.51e-13
RAVER1	8.93e-06
PQBP1	1.57e-08
EGFR	0.00095537
cxxc4	0.00015351
DLX4	1.16e-11
TMEM181	1.16e-05
porcn	0.00012064
GAR1	1.19e-06
SRPK2	1.35e-07
TM4SF5	0.00033661
WDR24	3.87e-05
THNSL2	1.4e-05
MAGEL2	8.42e-05
ECM1	0.03856
DPH5	2.92e-07
ATRN	4.17e-05
CORT	2.5e-08
UBXN4	1.28e-10
MYT1	1.3e-07
LDOC1	0.027149
TP53	0.00042626
PRELID1	7.98e-07
GAL3ST4	7.91e-05
IMPA2	0.02544
MRPL1	7.15e-06
SAP30	8.29e-09
IMPACT	8.46e-05
KRT33A	1.06e-07
MOCOS	0.0016712
FBLL1	1.45e-08
RPL27A	0.011799
IRF3	3.2e-05
atad3b	4.45e-13
MBOAT7	1.53e-07
SPP2	0.0019216
CCL7	0.022576
TRAF2	2.02e-07
DDX18	3.22e-07
TIMM21	0.00014421
CAPN14	0.00053489
WDR12	1.64e-13
PIGC	1.01e-09
CDK7	7.27e-05
NOP16	7.6e-07
COL16A1	0.013743
SMOX	8.32e-11
B3GALNT2	3.85e-13
mast2	1.76e-12
GATSL2	5.56e-06
csnk1e	2.22e-06
MAD1L1	0.0022039
SSR2	1.43e-08
c17orf62	0.00029121
cenpv	0.040992
ZNF253	3.82e-05
RGMA	2.52e-05
SOHLH1	5.43e-06
DERA	0.00018304
PRDX1	0.00026192
COQ9	2.46e-09
CAPN5	0.00027919
COPA	1.06e-11
LARP1	2.81e-10
PGAM5	6.69e-13
CDC27	8.47e-08
VDAC1	1.61e-06
INCENP	1.19e-11
MINA	2.9e-06
TLDC1	5.64e-10
TECR	1.29e-08
KCNK9	1.15e-09
MECR	8.23e-10
ZNF282	4.15e-07
Cox5a	1.17e-08
NLRP7	0.00061723
SUDS3	0.0013473
FAM132A	0.00015667
greb1l	5.47e-07
IL1RAP	0.043465
RPL7L1	1.58e-09
UQCRC1	5.56e-06
HEBP2	2.08e-11
SYTL5	0.0015337
RNF113A	2.75e-06
GGCX	4.21e-05
ap3b2	6.97e-07
POP1	0.00015252
ME1	0.029831
THBS4	0.034313
SLC1A6	0.0056035
LYPLA2	1.22e-09
TDP1	1.64e-12
RIPPLY3	0.00010741
RRS1	7.98e-05
MLIP	0.00012349
UBAC2	6.51e-06
ETNK1	0.00011022
NDUFAF5	9.82e-06
RNASEH1	6.12e-07
GPR35	5.51e-05
FOXL2	5.55e-06
SEC14L2	1.37e-11
MDC1	2.22e-06
TRMT10C	9.89e-05
MOCS3	9.53e-06
ZDHHC12	1.38e-05
ZNF420	0.0007665
RPS19	9.01e-13
FZD9	2.67e-07
TIMM17A	4.33e-12
MAPKAP1	4.48e-08
SDAD1	1.2e-05
HSPA14	3.36e-07
HM13	1.76e-12
BRMS1L	0.00031552
NMB	0.014766
RNF208	7.93e-07
RFX6	0.0061274
AURKAIP1	3.82e-11
CEP250	3.4e-15
COPZ1	3.57e-09
SLC25A22	1.29e-06
AP3D1	1.35e-07
U2AF2	1.29e-13
CELF4	1.85e-06
ITGA11	3.3e-15
HTR2C	8.58e-06
BCAS1	0.022492
IL27	1.34e-10
MRPL40	4.7e-05
NUP50	1.73e-10
POLR1B	4.57e-06
TADA2A	7.32e-12
nptxr	2.74e-07
PRPF6	3.83e-06
Cox6a1	1.92e-15
PLGRKT	0.00122
SEPHS2	1.45e-05
ANTXR1	7.7e-08
ARF5	2.33e-05
SMAD5	0.0001091
GOPC	5.25e-10
RCE1	1.15e-09
NXT1	3.66e-05
TMEM167A	9.97e-06
MBTD1	1.46e-05
SPOCK3	0.001643
hoxc8	7.46e-09
SH3PXD2B	6.5e-06
OR7A5	1.2e-05
RP9	4.05e-06
GINS2	1.65e-19
ZNF793	4.05e-06
LARS2	1.02e-05
SETD6	0.00019007
PPIE	4.68e-07
DCX	0.0053398
PRKX	0.025199
PHOX2B	0.010973
BOD1	3.99e-06
CDX1	2.91e-06
SLC7A9	1.88e-05
ZBED9	0.0031781
SEMA4F	9.1e-07
KIAA1211	0.00060502
CUTA	1.49e-05
CAND1	5.5e-08
PLXNA3	4.49e-09
UBE2O	5.75e-11
ZFYVE19	5.83e-05
NDUFB10	9.29e-09
GORAB	0.00012424
BBOX1	0.0024863
ATP13A1	9.21e-06
ABT1	2.01e-06
RAD1	4.16e-05
CFB	0.011981
PIGT	1.93e-10
MAP3K9	1.8e-05
EGFLAM	0.00081981
GRWD1	5.74e-07
GTF3C2	3.23e-08
MCCC2	3.05e-07
SNX6	2.43e-06
SPTB	2.07e-06
DHX35	4.47e-08
HSF1	4.18e-08
LEP	6.6e-06
PSG5	3.99e-05
cdh24	4.7e-12
RRP1B	1.39e-09
SHARPIN	6.5e-07
ERGIC2	2.44e-07
CNOT3	5.58e-07
PPP2R5D	1.54e-10
PHPT1	2.84e-06
ZNF850	0.00026169
AHSG	0.0020485
MPV17L2	3.54e-08
NKAIN1	2.43e-07
ARHGEF5	0.0085311
idh1	0.00091924
RALGAPB	6.08e-07
IL21R	0.0081095
MFSD12	1.68e-06
SLC13A5	0.00014134
PNMA3	2.09e-08
PRPS1	0.00022205
L1CAM	5.52e-06
RBMX2	4.03e-07
WEE1	0.0024061
ZC3H15	8.46e-10
MRPL38	7.85e-10
SRP72	4.72e-06
baat	0.00045611
OPCML	0.00054687
SNX8	0.0002422
CEP97	9.03e-10
pelp1	0.00014161
NDUFA11	2.94e-08
GNB1L	3.39e-08
CRMP1	0.011392
WNK2	1.21e-12
ZFP62	0.00071142
SP8	2.3e-06
VTA1	5.62e-07
sh3bp1	4.69e-06
CPNE7	2.6e-08
SLC2A4RG	5.48e-07
ODC1	0.045076
PTK7	2.82e-08
DDX25	0.00067217
ATP13A2	0.00028947
GDPD1	1.07e-06
UGT2B15	0.0023409
EIF3E	2.33e-06
HNRNPL	0.0015824
ZNF468	0.0012762
IMMT	3.47e-06
MPI	9.65e-09
MRPS9	0.00011253
ACP6	8.73e-05
VCX2	5.37e-05
COQ7	2.06e-05
bag4	0.0016304
LUC7L2	1.75e-06
KCNK12	2.9e-07
KRT81	0.003011
ZSCAN16	0.0058634
TTLL4	7.24e-07
NAA11	0.003551
UTP18	2.35e-09
KIF7	1.24e-06
COPG2	3.4e-09
OTUD5	2.21e-06
WDR59	8.08e-12
SCFD1	3.57e-07
PPP1R3B	0.0022019
GDF11	2.15e-12
ATG101	0.00020259
HMGN1	7.16e-07
KHDRBS1	9.38e-12
ANXA9	0.00022467
ANO8	1.63e-05
TRMU	2.03e-08
HIST1H1E	5.06e-05
MYBPC1	0.032357
PSMC5	1.59e-08
SOD1	3.9e-07
IRAK4	0.00012022
ENTPD2	9.24e-08
DMRT2	0.012561
APOPT1	4.68e-12
GCN1	5.64e-07
MTMR2	6.22e-05
KHSRP	8.51e-09
WDR3	1.24e-10
VIPAS39	2.88e-06
MAN1B1	3.35e-05
ASB16	5.38e-08
CKM	7.56e-06
NFYA	2.53e-07
REXO4	1.87e-08
MTMR1	2.89e-07
ENTPD6	3.5e-09
ZNF696	6.51e-12
TRMT13	0.0024498
TOP1MT	1.77e-07
HPX	0.0014054
PSME4	0.00013187
CARD11	8.78e-07
WNT7B	8.79e-06
FGF12	0.0010757
rcor2	2.47e-08
PCGF1	0.00024235
BICD1	8.06e-05
C1orf56	1.83e-06
SIT1	0.0039012
ACTL6B	1.59e-05
mrps6	0.00028724
c1orf127	2.44e-05
ZNF174	2.87e-10
LAG3	0.015028
TVP23B	0.0015665
RPS7	9.94e-14
AAAS	9.4e-09
NRSN2	4.78e-05
ERF	5.13e-05
PPP2R2C	5.69e-13
GRIN2D	2.87e-07
SIRPG	1.85e-06
SLC28A3	0.010618
DAP3	1.07e-10
SP6	1.41e-05
VPS35	2.56e-08
TRIM31	4.41e-05
CR2	0.0039564
Krtap19-1	0.0045563
SEMA6C	5.16e-09
adm2	6.12e-09
STAC2	9.18e-08
RNF157	8.35e-06
ABHD3	5.09e-05
HOXA11	1.14e-09
ZNF213	1.16e-07
SLC25A51	1.13e-06
TTR	0.022059
TRPS1	0.0024126
BUD31	1.31e-12
NMNAT3	5.6e-06
GOLGA2	1.67e-05
UROS	2.68e-07
MRPL55	2.33e-10
HARS2	1.16e-05
SUCO	8.15e-05
KCNJ11	7.12e-09
SYT12	2.95e-10
CHST4	0.00064331
nthl1	0.0028773
AGK	2.42e-08
A1CF	0.0043471
TESMIN	1.41e-07
ZNF639	0.00083395
PANX2	4.23e-11
cdc25b	0.0030373
DBP	6.14e-06
RRP1	1.79e-09
ERMP1	0.012416
DPEP1	0.00048486
CD70	1.77e-06
SUMO4	3.94e-07
NDUFB4	1.24e-08
TSPAN33	0.0023097
GSK3A	1.61e-09
POU3F2	4.28e-06
TUSC3	0.032933
KRT24	4.33e-05
GTF2H3	2.62e-05
CSRNP3	4.12e-05
ZNF785	5.79e-06
CARD14	6.19e-12
PLEKHN1	1.95e-05
DFFA	2.52e-05
MAPKAPK2	0.0011087
TG	1.15e-07
SMARCA4	4.67e-07
PCLO	0.0021256
ACOT8	4.25e-08
ACP2	0.004438
YRDC	0.00031552
NDUFS3	6.29e-07
ELK1	2.98e-13
GABBR2	4.51e-05
RND2	4.56e-08
HAPLN3	0.00019458
ZNF623	0.0022712
CHML	5.54e-11
B4GALT3	7.83e-11
WIZ	3.81e-10
PPP1R3D	0.0012107
ZNF606	5.08e-05
gnrh2	2.91e-07
KIAA1024	1.35e-07
DGAT1	0.0023543
clstn3	6.42e-05
CHD7	2.32e-06
BANP	6.77e-05
GPR137C	1.69e-05
ZNF93	2.05e-08
OVGP1	0.00036878
PCDHB6	0.0020286
TNPO3	1.54e-05
DCBLD2	0.001131
PGM2	0.006749
SRPRA	0.00086411
SRP68	1.14e-09
ZC3H12D	0.018987
TFAP2B	0.00091451
USP31	0.0046472
ZDHHC5	4.79e-07
ERCC2	6.98e-11
WDFY1	7.26e-05
LPAR5	0.00055804
STC2	0.042263
CABP4	1.17e-08
DCK	0.00064814
MTBP	6.83e-18
RPS6KB1	7.05e-06
RPRD1A	0.0010469
FTCD	8.36e-10
KRT77	0.00097092
TERF1	0.00016524
MVB12A	0.0030938
MRPS11	1.76e-10
SYT7	2.08e-14
ZFHX4	2.25e-05
bola2	4.53e-10
CDKAL1	0.0056123
MRPS18B	1.27e-07
NEDD1	2.54e-06
CAMK2B	7.7e-06
FAM210B	0.0020752
FETUB	0.0067097
ZNF12	3.35e-05
RAD23A	0.00014632
ZNF622	1.96e-05
MPP2	1.81e-08
ALOX12	0.0008602
UBQLN4	9.99e-08
KIF12	1.14e-06
TXNDC12	9.61e-09
HOOK2	0.0012337
NENF	5.82e-11
DUT	3.56e-06
ZNF286A	1.37e-08
CLNS1A	0.00041701
MED19	1.11e-06
MPHOSPH10	5.52e-06
ABCF1	3.77e-05
RPN1	0.0073394
PSMA1	3.04e-06
ZNF598	7.39e-08
ZNF558	0.00055105
SNTA1	2.67e-05
SIVA1	6.9e-05
ZNF296	2.38e-07
ZNF670	0.00027742
GCNT1	0.0070967
BCAP31	0.00013532
SHISA9	0.0001497
ZNRF4	6.48e-09
RFK	0.0014403
FAAH2	0.0075856
PPP2R1B	0.00016269
MAN1A2	4.51e-13
SIRT7	1.06e-06
PRPF31	6.72e-09
NT5M	4.28e-07
LARP4	2.78e-05
TFR2	4.1e-10
NPM2	3.55e-08
SPRR2G	0.00035838
ALDH1B1	7.42e-08
Lce3d	0.0011529
ZNF121	0.00030963
SYNJ2	1.18e-12
BAX	0.013495
SAP130	3.12e-05
KRI1	1.65e-05
YWHAQ	3.33e-07
Ighg1	1e-10
HHAT	0.0020132
ATP5C1	1.85e-06
RARS	1.77e-08
FHL3	9.53e-07
CTLA4	8.95e-05
OXCT1	0.011872
RAN	3.87e-06
HGS	1.83e-06
FGFR1OP	2.52e-07
NECAB2	2.01e-06
ZBTB7B	9.47e-09
FZD2	0.0045369
RPS24	0.0046956
TPM4	0.01315
COL11A2	1.02e-06
CAPN12	0.0040046
NT5C	4.26e-10
EXTL3	1.02e-07
RHBDL1	3.84e-07
YTHDF1	5.12e-06
RRP9	2.17e-05
NOTCH3	5.84e-05
PIGN	0.0005776
CCZ1B	0.0082992
RRP36	2.36e-07
EIF2A	1.08e-05
KLK13	4.13e-07
FUS	3.19e-08
PRL	0.0011366
ABHD12	0.00046001
TNFRSF11A	0.0080336
SPRED3	5.37e-06
COL27A1	0.001058
CHCHD1	1.46e-06
SIX3	0.0014306
FOXJ3	6.96e-08
HR	2.46e-07
RAD18	8.43e-09
NAT8L	1.24e-08
ZNF827	5.56e-05
scube3	2.24e-07
RBM4B	0.0018945
CNP	3.42e-11
HOXB2	0.033035
DPM1	5.64e-06
ATG13	3.08e-06
EYA1	0.041887
DPYSL5	5.61e-06
HAUS7	0.00067004
BMP8A	2.48e-10
MKS1	1.66e-10
PIK3C2G	0.016
CDK2	1.72e-06
MAFG	2.58e-05
RPL36	0.0046588
CCR10	0.041974
LRRC8E	0.03198
POM121L12	6.74e-09
RASGEF1A	0.015334
TRIM46	1.45e-10
RDH12	0.0055596
TDRD12	5.22e-07
RNGTT	8.53e-07
RBL1	1.72e-15
FBXL18	2.1e-15
ZNF30	0.0049992
NACC1	5.05e-07
ASNA1	0.0044404
GNB3	8.33e-09
FAM103A1	1.76e-05
PLEC	0.045289
IL17C	2.08e-07
Hist1h2bj	2.74e-08
FDXR	0.012674
SALL1	0.00087113
ACAP2	0.0010306
A1BG	3.82e-05
LARS	2.37e-06
SMARCD1	2.76e-06
EI24	0.00011089
MT3	2.88e-05
FRRS1L	1.48e-05
UQCC2	1.71e-08
BMP8B	3.3e-12
ERVH48-1	0.0016181
KCNF1	5.36e-05
PTMA	2.9e-10
dpf1	4.26e-08
RCN1	0.0061673
NKX2-5	1.46e-05
FAM83G	0.00090088
MMADHC	9.36e-08
ADAM8	0.00010161
CEP57	0.0013589
APOBEC3F	3.69e-07
SNX12	1.3e-08
ECI1	0.00052076
AZIN2	8.24e-08
LMAN2L	6.88e-05
PGP	8.93e-07
RBM19	0.00014525
ZDHHC23	0.02622
TMEM176B	0.0085482
ZNF215	5.7e-06
NAP1L4	1.68e-18
NUBP2	8.37e-06
PLIN3	0.0078928
CDH15	2.12e-05
UBA6	4.8e-07
SS18L2	2.35e-06
PGAM2	0.00031017
NXT2	0.013852
TBCC	2.44e-06
CCNB2	1.6e-08
NUP133	2.56e-09
CLDN9	9.06e-05
NAA38	2.27e-05
OBP2B	2.57e-05
CEBPZ	9.21e-05
SYCE2	2.36e-07
ABCB4	1.66e-06
TIFAB	0.00093751
NOL3	0.0021902
GP2	0.008883
DNAJC2	9.02e-09
RPL38	0.027788
MTA2	9.45e-07
TRERF1	2.35e-09
TALDO1	0.0016995
UNC13A	5.75e-06
ZNF544	4.19e-07
DNAJA4	0.011225
ZCCHC17	1.56e-07
HNRNPAB	0.00010064
MEI1	0.0036643
AKR1C4	6.89e-05
ZNF85	2.22e-05
PAGR1	1.18e-05
SEC61A2	1.77e-06
DUSP23	0.0072587
EFTUD2	1.27e-11
DKKL1	3.06e-07
ALDH1L2	3.8e-10
POMC	0.00083648
SLC47A2	2.36e-06
USP46	0.00060019
SLC24A2	1.15e-09
LCMT1	3.88e-05
FBXO28	1.09e-05
SALL3	2.44e-05
ZNF124	0.014725
BRD9	3.32e-05
C19orf57	5.15e-09
BPNT1	9.41e-07
GFER	2.32e-06
CLUH	1.92e-05
FBN2	0.0028584
SLC18A1	0.0024175
SLC25A36	0.0026575
FAM20B	0.00075174
EMD	0.00064814
