"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"BP"	"GO:0030856"	"regulation of epithelial cell differentiation"	"19/982"	"156/18862"	0.000491668943713628	0.00312961875587579	0.00189412476994219	"SFN/SOX9/EZH2/VDR/CBFB/TP63/PAX8/STAT5B/HOXA7/HEY2/BTG1/CEBPB/PRKCH/IL1B/OSR1/ID1/ZFP36/CDH5/CAV1"	19
"BP"	"GO:0032368"	"regulation of lipid transport"	"19/982"	"156/18862"	0.000491668943713628	0.00312961875587579	0.00189412476994219	"KDM5B/EPRS1/TRIAP1/P2RX4/AKT1/ARL6IP1/AVPR1B/PER2/TMF1/AVPR1A/C1QTNF1/NR1H2/NFKB1/SIRT1/CRY1/IRS2/IL1B/PPARG/CAV1"	19
"BP"	"GO:0032984"	"protein-containing complex disassembly"	"32/982"	"328/18862"	0.000495626618817303	0.00315121325715539	0.00190719431066227	"HMGA1/KIF18A/VIL1/SMARCA4/MRPS26/STMN1/SMARCB1/UBQLN4/SH3GL1/VTA1/PPP1CA/DVL1/HDAC6/MRPL38/SPTBN4/AURKAIP1/VCP/ADD2/CALCOCO2/SPEF1/MCOLN1/VPS4B/IGF1R/CHMP1B/PIK3CA/TMOD2/ETF1/IRAK3/TMOD1/MYC/ADRB2/CAV1"	32
"BP"	"GO:0032434"	"regulation of proteasomal ubiquitin-dependent protein catabolic process"	"17/982"	"132/18862"	0.00050103762827226	0.00318198840005253	0.00192582020889685	"AURKA/PARK7/OGT/UBQLN4/CSNK1D/AKT1/DVL1/TAF1/VCP/RYBP/TRIB2/WAC/PIAS1/FOXF2/CBFA2T3/IL33/CAV1"	17
"BP"	"GO:0034764"	"positive regulation of transmembrane transport"	"23/982"	"207/18862"	0.000507258401349077	0.00321417368854824	0.00194529956306835	"TREM2/CD19/G6PD/AKT1/ARL6IP1/NPPA/TERT/TMSB4X/ANK2/APPL1/RGN/PLCG2/IRS2/PKD2/PIK3R1/RAP1A/KCNJ2/TRPC1/SHANK3/ARC/NR4A3/FXYD1/ADRB2"	23
"BP"	"GO:0034767"	"positive regulation of ion transmembrane transport"	"23/982"	"207/18862"	0.000507258401349077	0.00321417368854824	0.00194529956306835	"TREM2/CD19/G6PD/AKT1/ARL6IP1/NPPA/TERT/TMSB4X/ANK2/APPL1/RGN/PLCG2/IRS2/PKD2/PIK3R1/RAP1A/KCNJ2/TRPC1/SHANK3/ARC/NR4A3/FXYD1/ADRB2"	23
"BP"	"GO:0003188"	"heart valve formation"	"5/982"	"14/18862"	0.000510822784704831	0.00321722818778856	0.00194714822359928	"SOX9/ZFPM1/HEY2/GJA5/HEY1"	5
"BP"	"GO:0036295"	"cellular response to increased oxygen levels"	"5/982"	"14/18862"	0.000510822784704831	0.00321722818778856	0.00194714822359928	"DNMT3B/FOXO1/FAS/PPARG/CAV1"	5
"BP"	"GO:0060397"	"growth hormone receptor signaling pathway via JAK-STAT"	"5/982"	"14/18862"	0.000510822784704831	0.00321722818778856	0.00194714822359928	"PRLR/STAT5B/STAT6/STAT5A/GHR"	5
"BP"	"GO:0070669"	"response to interleukin-2"	"5/982"	"14/18862"	0.000510822784704831	0.00321722818778856	0.00194714822359928	"IL2RA/SHC1/STAT5B/STAT5A/IL2RB"	5
"BP"	"GO:0051607"	"defense response to virus"	"27/982"	"260/18862"	0.000511202326825801	0.00321722818778856	0.00194714822359928	"MMP12/AKAP1/IL2RA/C1QBP/ILF3/TRIM11/IFNAR2/PHB/TLR9/RNF216/IL27/TRAF3IP2/CD40/BIRC2/SIN3A/MAVS/DDX21/ABCC9/TLR3/OASL/IL15/PTPRC/HYAL2/TLR8/TNFAIP3/KCNJ8/IL33"	27
"BP"	"GO:0140546"	"defense response to symbiont"	"27/982"	"260/18862"	0.000511202326825801	0.00321722818778856	0.00194714822359928	"MMP12/AKAP1/IL2RA/C1QBP/ILF3/TRIM11/IFNAR2/PHB/TLR9/RNF216/IL27/TRAF3IP2/CD40/BIRC2/SIN3A/MAVS/DDX21/ABCC9/TLR3/OASL/IL15/PTPRC/HYAL2/TLR8/TNFAIP3/KCNJ8/IL33"	27
"BP"	"GO:0007088"	"regulation of mitotic nuclear division"	"15/982"	"109/18862"	0.00051976527518395	0.00326743086181026	0.00197753215717052	"AURKA/MAD2L1/CHEK1/CDT1/MAD1L1/CDC25C/LCMT1/MAD2L1BP/AURKAIP1/TOM1L2/CUL3/TPR/IL1B/DUSP1/CAV2"	15
"BP"	"GO:0051169"	"nuclear transport"	"33/982"	"343/18862"	0.000522249010329625	0.0032786523426313	0.00198432368241258	"MMP12/SFN/HMGA1/NUP62CL/E2F3/XPO5/IPO13/PARK7/UHMK1/HTATIP2/PIK3R2/TP53/HSPA9/HDAC3/SMG5/KPNA6/AKT1/KHDRBS1/SMG7/TSC2/SMG6/MAVS/YTHDC1/MAPK1/APPL1/PSIP1/TPR/PIK3R1/NEDD4/GAS6/HYAL2/IL1B/ANGPT1"	33
"BP"	"GO:0007595"	"lactation"	"9/982"	"46/18862"	0.000522726315028555	0.0032786523426313	0.00198432368241258	"SLC6A3/ZBTB7B/CAD/PRLR/STAT5B/STAT5A/NCOA1/SOCS2/CAV1"	9
"BP"	"GO:0046329"	"negative regulation of JNK cascade"	"8/982"	"37/18862"	0.000524975058250008	0.00328536579663529	0.00198838683531163	"SFRP2/HDAC3/AKT1/NPPA/SFRP1/NCOR1/DUSP3/CYLD"	8
"BP"	"GO:0046633"	"alpha-beta T cell proliferation"	"8/982"	"37/18862"	0.000524975058250008	0.00328536579663529	0.00198838683531163	"ZBTB7B/CD81/ZAP70/RIPK2/CD55/IL15/PTPRC/TGFBR2"	8
"BP"	"GO:0061136"	"regulation of proteasomal protein catabolic process"	"21/982"	"182/18862"	0.000531097101317576	0.00331995228357265	0.00200931945577549	"AURKA/TREM2/PARK7/PSMC1/OGT/PSMC4/UBQLN4/CSNK1D/AKT1/DVL1/TAF1/VCP/TMF1/RYBP/TRIB2/WAC/PIAS1/FOXF2/CBFA2T3/IL33/CAV1"	21
"BP"	"GO:0051817"	"modulation of process of other organism involved in symbiotic interaction"	"14/982"	"98/18862"	0.000538370869652775	0.00335789258297972	0.0020322818887399	"HDAC1/PPIB/SMARCA4/SMARCB1/POU2F3/PHB/ZBED1/RXRA/TNIP1/SP1/INPP5K/JUN/HYAL2/CAV2"	14
"BP"	"GO:0060996"	"dendritic spine development"	"14/982"	"98/18862"	0.000538370869652775	0.00335789258297972	0.0020322818887399	"EPHB3/ITPKA/PPP1R9A/DLG5/CAMK2B/DVL1/HDAC6/WNT7A/ZNF365/SIPA1L1/TIAM1/SHANK2/SHANK3/ARC"	14
"BP"	"GO:0006293"	"nucleotide-excision repair, preincision complex stabilization"	"6/982"	"21/18862"	0.000541694600383384	0.00335983213763932	0.00203345575648865	"GTF2H4/ERCC2/ERCC4/GTF2H1/XPA/GTF2H5"	6
"BP"	"GO:0006295"	"nucleotide-excision repair, DNA incision, 3'-to lesion"	"6/982"	"21/18862"	0.000541694600383384	0.00335983213763932	0.00203345575648865	"GTF2H4/ERCC2/ERCC4/GTF2H1/XPA/GTF2H5"	6
"BP"	"GO:0030325"	"adrenal gland development"	"6/982"	"21/18862"	0.000541694600383384	0.00335983213763932	0.00203345575648865	"WNT4/SALL1/DKK3/PBX1/CITED2/FSTL3"	6
"BP"	"GO:0031061"	"negative regulation of histone methylation"	"6/982"	"21/18862"	0.000541694600383384	0.00335983213763932	0.00203345575648865	"DNMT3B/DNMT1/BRCA1/PAX5/SMARCB1/SIRT1"	6
"BP"	"GO:0046641"	"positive regulation of alpha-beta T cell proliferation"	"6/982"	"21/18862"	0.000541694600383384	0.00335983213763932	0.00203345575648865	"CD81/ZAP70/RIPK2/CD55/PTPRC/TGFBR2"	6
"BP"	"GO:0002028"	"regulation of sodium ion transport"	"13/982"	"87/18862"	0.000542879162648938	0.00336343801214497	0.00203563812333625	"P2RX4/PTPN3/SNTA1/AKT1/SPTBN4/PRKCE/UTRN/NEDD4/OSR1/NEDD4L/FXYD1/HECW2/ADRB2"	13
"BP"	"GO:0046879"	"hormone secretion"	"30/982"	"302/18862"	0.000544313642179399	0.00336858254028006	0.00203875172244542	"SCG5/DPP4/SOX4/SOX11/KDM5B/PARK7/HNF4A/BLK/PTPRN/PAX8/SFRP1/ADCY8/PER2/PRKCE/TMF1/PSMD9/RAF1/C1QTNF1/TIAM1/BTK/MYRIP/CRY1/IRS2/RAP1A/PTPRN2/LTBP4/GJA1/IL1B/RAB8B/CAMK2N1"	30
"BP"	"GO:0030336"	"negative regulation of cell migration"	"32/982"	"330/18862"	0.000550474516527017	0.00340293337489429	0.00205954172013726	"DPP4/SFRP2/PTPRU/DLG5/PIP5KL1/AKT1/ADIPOR1/WNT4/IL27RA/RAP2A/SFRP1/HDAC5/PTPRT/HOXA7/DUSP22/HMGB1/DUSP3/NR2F2/DLC1/PPARGC1A/ENG/CITED2/TIE1/GJA1/HYAL2/CXCL12/PPARG/RRAS/DUSP1/ACVRL1/DACH1/IL33"	32
"BP"	"GO:0048639"	"positive regulation of developmental growth"	"20/982"	"170/18862"	0.000556068889553374	0.00343124270536956	0.00207667524605731	"AGR2/POU3F2/SLC6A3/PPIB/VIL1/AGRN/AKT1/MYOD1/SPTBN4/STAT5B/MAPK1/HEY2/WNT2/MACF1/TGFBR2/ZFPM2/CXCL12/NEDD4L/GHR/TGFBR3"	20
"BP"	"GO:0046635"	"positive regulation of alpha-beta T cell activation"	"11/982"	"66/18862"	0.000556284685375553	0.00343124270536956	0.00207667524605731	"ZBTB7B/CBFB/CD81/ZAP70/RIPK2/IL4R/RUNX3/CD55/PTPRC/TGFBR2/ZBTB16"	11
"BP"	"GO:0060135"	"maternal process involved in female pregnancy"	"10/982"	"56/18862"	0.000559505109122365	0.00344729335742133	0.0020863895083993	"GJB2/VDR/KPNA6/AKT1/WNT4/MAPK1/STC2/NR2F2/GJA1/JUNB"	10
"BP"	"GO:0040018"	"positive regulation of multicellular organism growth"	"7/982"	"29/18862"	0.000577230533386819	0.00354866312476836	0.00214774106660261	"POU3F2/SLC6A3/PPIB/VIL1/SPTBN4/STAT5B/GHR"	7
"BP"	"GO:1902186"	"regulation of viral release from host cell"	"7/982"	"29/18862"	0.000577230533386819	0.00354866312476836	0.00214774106660261	"CHMP4C/CHMP4B/TRIM11/TRIM31/TRIM25/VPS4B/CAV2"	7
"BP"	"GO:0006342"	"chromatin silencing"	"12/982"	"77/18862"	0.000595843085414534	0.00365502865156375	0.00221211618532685	"EZH2/HMGA1/EED/H2AX/PCGF1/CTBP1/HDAC5/HMGB1/SIN3A/MORF4L1/SIRT1/PPM1D"	12
"BP"	"GO:0060420"	"regulation of heart growth"	"12/982"	"77/18862"	0.000595843085414534	0.00365502865156375	0.00221211618532685	"G6PD/DUSP9/TP73/MAPK11/YY1/MAPK1/HEY2/WNT2/TGFBR2/ZFPM2/GJA1/TGFBR3"	12
"BP"	"GO:0050853"	"B cell receptor signaling pathway"	"17/982"	"134/18862"	0.000597000286089667	0.00365773349610017	0.00221375322594902	"CD79A/CD19/PAX5/CBFB/BLK/LAT2/CD81/PTPN6/ELF1/MAPK1/BTK/FOXP1/PLCG2/PLCL2/PRKCH/ITK/PTPRC"	17
"BP"	"GO:0043279"	"response to alkaloid"	"14/982"	"99/18862"	0.000597595985463999	0.00365773349610017	0.00221375322594902	"CCNA2/DNMT3B/SLC6A3/CAD/HDAC5/ADCY8/PRKCE/PEA15/PPP2R2A/TIAM1/PPARGC1A/PPARG/ICAM1/FOSB"	14
"BP"	"GO:0035725"	"sodium ion transmembrane transport"	"20/982"	"171/18862"	0.000599647566171724	0.0036662662598394	0.00221891747131411	"SLC6A8/KCNK1/SLC6A3/PTPN3/SNTA1/SLC9A2/SCNN1A/SCNN1D/SLC9A5/CACNA1G/PRKCE/PKD2/UTRN/NEDD4/SCNN1B/SCNN1G/OSR1/NEDD4L/FXYD1/HECW2"	20
"BP"	"GO:1903522"	"regulation of blood circulation"	"29/982"	"290/18862"	0.00060035997780512	0.00366660157310115	0.00221912041141778	"KCNK1/TNNI3/P2RX4/SNTA1/AKT1/AVPR1B/NPPA/SPTBN4/CACNA1G/THRA/TNNT2/PER2/AVPR2/AVPR1A/PDE4D/TNNI3K/ANK2/HEY2/ABCC9/TGFB2/THRB/KCNJ2/TRPC1/GJA5/GJA1/CCN2/ICAM1/FXYD1/CAV1"	29
"BP"	"GO:0043523"	"regulation of neuron apoptotic process"	"22/982"	"197/18862"	0.000620711989742092	0.00378675060700427	0.00229183765877363	"G6PD/PARK7/SIGMAR1/NONO/FZD9/TP53/SNX6/NAE1/NFATC4/NQO2/TERT/AXL/TGFB2/PIK3CA/CEBPB/PPARGC1A/JUN/MCL1/TYROBP/FYN/ARRB1/ANGPT1"	22
"BP"	"GO:0046660"	"female sex differentiation"	"15/982"	"111/18862"	0.000631815400648361	0.00385027614646477	0.00233028492893718	"TP63/WNT4/PHB/SRC/PTPRN/SFRP1/STAT5B/AXL/SIRT1/CEBPB/KIT/ZFPM2/ARRB1/ICAM1/DACH1"	15
"BP"	"GO:1901224"	"positive regulation of NIK/NF-kappaB signaling"	"11/982"	"67/18862"	0.000634769059362994	0.00385695858738763	0.00233432931193173	"TREM2/PHB/RBCK1/TLR9/TRAF6/HMGB1/CD14/LAPTM5/TLR3/TLR4/IL1B"	11
"BP"	"GO:2000514"	"regulation of CD4-positive, alpha-beta T cell activation"	"11/982"	"67/18862"	0.000634769059362994	0.00385695858738763	0.00233432931193173	"ZBTB7B/CBFB/IL27/CD81/HMGB1/RIPK2/IL4R/RUNX3/BCL6/CD55/TGFBR2"	11
"BP"	"GO:0071276"	"cellular response to cadmium ion"	"8/982"	"38/18862"	0.000634987084508939	0.00385695858738763	0.00233432931193173	"AKT1/DAXX/UBE2D3/MAPK8/MAPK1/NCF1/JUN/MT2A"	8
"BP"	"GO:0046854"	"phosphatidylinositol phosphorylation"	"10/982"	"57/18862"	0.000647379795916984	0.00392368450220989	0.00237471353056047	"ITPKA/PIP4K2C/PIK3R2/PIP5KL1/PIK3R3/PIP4K2A/PIK3CA/PIK3R1/PIP5K1B/SOCS2"	10
"BP"	"GO:0055008"	"cardiac muscle tissue morphogenesis"	"10/982"	"57/18862"	0.000647379795916984	0.00392368450220989	0.00237471353056047	"TNNI3/ZFPM1/TNNT2/HEY2/TGFB2/WNT2/ENG/ZFPM2/TGFBR3/TNNC1"	10
"BP"	"GO:0051783"	"regulation of nuclear division"	"17/982"	"135/18862"	0.000650624188130092	0.00393906674594288	0.00238402325520896	"AURKA/MAD2L1/CHEK1/CDT1/MAD1L1/CDC25C/LCMT1/MAD2L1BP/WNT4/AURKAIP1/TOM1L2/CUL3/MSX1/TPR/IL1B/DUSP1/CAV2"	17
"BP"	"GO:0051492"	"regulation of stress fiber assembly"	"13/982"	"89/18862"	0.000677816429831111	0.00409924556696125	0.00248096754656758	"NOX4/PPP1R9A/STMN1/ARHGEF10L/WNT4/SFRP1/ARAP1/SORBS3/INPP5K/ARHGEF15/PIK3R1/DLC1/CCN2"	13
"BP"	"GO:2000736"	"regulation of stem cell differentiation"	"15/982"	"112/18862"	0.000695147941714588	0.00419758578379704	0.00254048554384454	"SOX9/PSMD4/PSMC1/HSPA9/PSMC4/PSMC6/PSMA1/PSMC5/CBFB/TP73/TCF3/PSMD13/PSMD9/TGFB2/GATA2"	15
"BP"	"GO:0098727"	"maintenance of cell number"	"18/982"	"148/18862"	0.000695582723139968	0.00419758578379704	0.00254048554384454	"SOX9/EZH2/SOX4/TP63/CDX2/SALL1/PAX8/SFRP1/RAF1/WNT7A/SKI/FOXP1/SPI1/GATA2/PBX1/KLF10/KIT/MYC"	18
"BP"	"GO:0045765"	"regulation of angiogenesis"	"32/982"	"335/18862"	0.000711670719780794	0.00426140272627713	0.0025791091785178	"SFRP2/ADAM12/HSPB1/BRCA1/HTATIP2/TERT/SFRP1/FOXO4/PRKD1/CD40/PLXND1/HMGB1/SP1/SIRT1/TGFB2/TLR3/GATA2/AKT3/GAB1/BTG1/ENG/PDE3B/TGFBR2/TIE1/IL1B/PPARG/RRAS/ETS1/TNFAIP3/TEK/HOXA5/CDH5"	32
"BP"	"GO:0003283"	"atrial septum development"	"6/982"	"22/18862"	0.000712271761278745	0.00426140272627713	0.0025791091785178	"SOX4/ZFPM1/ANK2/HEY2/TGFB2/GJA5"	6
"BP"	"GO:0030878"	"thyroid gland development"	"6/982"	"22/18862"	0.000712271761278745	0.00426140272627713	0.0025791091785178	"HOXB3/PAX8/THRA/RAF1/MAPK1/HOXA5"	6
"BP"	"GO:0043371"	"negative regulation of CD4-positive, alpha-beta T cell differentiation"	"6/982"	"22/18862"	0.000712271761278745	0.00426140272627713	0.0025791091785178	"ZBTB7B/CBFB/HMGB1/IL4R/RUNX3/BCL6"	6
"BP"	"GO:0043457"	"regulation of cellular respiration"	"6/982"	"22/18862"	0.000712271761278745	0.00426140272627713	0.0025791091785178	"SHMT2/TRAP1/VCP/PIK3CA/PPARGC1A/CBFA2T3"	6
"BP"	"GO:0090312"	"positive regulation of protein deacetylation"	"6/982"	"22/18862"	0.000712271761278745	0.00426140272627713	0.0025791091785178	"TP53/ZBTB7B/CTBP1/PRKD1/BCL6/JDP2"	6
"BP"	"GO:1901798"	"positive regulation of signal transduction by p53 class mediator"	"6/982"	"22/18862"	0.000712271761278745	0.00426140272627713	0.0025791091785178	"ATR/EEF1E1/HEXIM1/HIC1/MSX1/DDX5"	6
"BP"	"GO:1903203"	"regulation of oxidative stress-induced neuron death"	"6/982"	"22/18862"	0.000712271761278745	0.00426140272627713	0.0025791091785178	"PARK7/NONO/FBXO7/MCL1/TLR4/NR4A3"	6
"BP"	"GO:0032743"	"positive regulation of interleukin-2 production"	"7/982"	"30/18862"	0.000719423542007932	0.00427665849705355	0.00258834235852029	"CARD11/TRAF6/STAT5B/PDE4D/RIPK2/PTPRC/IL1B"	7
"BP"	"GO:0038111"	"interleukin-7-mediated signaling pathway"	"7/982"	"30/18862"	0.000719423542007932	0.00427665849705355	0.00258834235852029	"SMARCA4/STAT5B/STAT5A/IRS2/TSLP/IL7R/SOCS2"	7
"BP"	"GO:0061099"	"negative regulation of protein tyrosine kinase activity"	"7/982"	"30/18862"	0.000719423542007932	0.00427665849705355	0.00258834235852029	"SNX6/IBTK/DUSP22/PTPRC/HYAL2/SH3BP5/CAV1"	7
"BP"	"GO:0061384"	"heart trabecula morphogenesis"	"7/982"	"30/18862"	0.000719423542007932	0.00427665849705355	0.00258834235852029	"FHL2/HEY2/TGFB2/ENG/HEY1/TEK/TGFBR3"	7
"BP"	"GO:0071295"	"cellular response to vitamin"	"7/982"	"30/18862"	0.000719423542007932	0.00427665849705355	0.00258834235852029	"BRIP1/TRIM24/VDR/SFRP1/IL15/GAS6/PPARG"	7
"BP"	"GO:0090183"	"regulation of kidney development"	"7/982"	"30/18862"	0.000719423542007932	0.00427665849705355	0.00258834235852029	"SOX9/HOXB7/WNT4/RET/PAX8/OSR1/MYC"	7
"BP"	"GO:0033628"	"regulation of cell adhesion mediated by integrin"	"9/982"	"48/18862"	0.000724894273947176	0.00427725975823222	0.00258870625705892	"DPP4/SFRP2/MUC1/RET/PTPN6/CRK/TGFB2/PDE3B/PODXL"	9
"BP"	"GO:0045778"	"positive regulation of ossification"	"9/982"	"48/18862"	0.000724894273947176	0.00427725975823222	0.00258870625705892	"SOX11/NELL1/FZD9/WNT4/TGFB2/OSR1/ADRB2/ZBTB16/KL"	9
"BP"	"GO:0046605"	"regulation of centrosome cycle"	"9/982"	"48/18862"	0.000724894273947176	0.00427725975823222	0.00258870625705892	"AURKA/CHMP4C/PLK4/BRCA1/CHMP4B/VPS4B/CHMP1B/SIRT1/KAT2B"	9
"BP"	"GO:0051204"	"protein insertion into mitochondrial membrane"	"9/982"	"48/18862"	0.000724894273947176	0.00427725975823222	0.00258870625705892	"SFN/HSPA4/TP53/E2F1/TP63/TP73/MOAP1/MAPK8/TP53BP2"	9
"BP"	"GO:0060425"	"lung morphogenesis"	"9/982"	"48/18862"	0.000724894273947176	0.00427725975823222	0.00258870625705892	"SOX9/SOX11/DLG5/MAPK1/WNT2/EXT1/TGFBR2/HOXA5/TCF21"	9
"BP"	"GO:2000191"	"regulation of fatty acid transport"	"9/982"	"48/18862"	0.000724894273947176	0.00427725975823222	0.00258870625705892	"EPRS1/P2RX4/AKT1/ARL6IP1/AVPR1B/PER2/AVPR1A/IRS2/IL1B"	9
"BP"	"GO:2001238"	"positive regulation of extrinsic apoptotic signaling pathway"	"9/982"	"48/18862"	0.000724894273947176	0.00427725975823222	0.00258870625705892	"PPP1CA/RET/RBCK1/SFRP1/PEA15/CYLD/PTPRC/HYAL2/CAV1"	9
"BP"	"GO:0006814"	"sodium ion transport"	"25/982"	"239/18862"	0.000728902618934518	0.00428741872636555	0.00259485472263233	"SLC6A8/KCNK1/SLC6A3/P2RX4/PTPN3/SNTA1/AKT1/SLC9A2/SCNN1A/SPTBN4/SCNN1D/SLC9A5/CACNA1G/PRKCE/SLC38A2/PKD2/UTRN/NEDD4/SCNN1B/SCNN1G/OSR1/NEDD4L/FXYD1/HECW2/ADRB2"	25
"BP"	"GO:2000379"	"positive regulation of reactive oxygen species metabolic process"	"14/982"	"101/18862"	0.000732744122415799	0.00428741872636555	0.00259485472263233	"NOX4/PARK7/P2RX4/TP53/ZNF205/AKT1/NQO2/PKD2/TYROBP/TGFBR2/TLR4/IL1B/ICAM1/PTGS2"	14
"BP"	"GO:0010934"	"macrophage cytokine production"	"5/982"	"15/18862"	0.000733536130730404	0.00428741872636555	0.00259485472263233	"LAPTM5/SIRT1/TGFB2/IRAK3/TLR4"	5
"BP"	"GO:0023035"	"CD40 signaling pathway"	"5/982"	"15/18862"	0.000733536130730404	0.00428741872636555	0.00259485472263233	"TREM2/PHB/RNF31/CD40/TNFAIP3"	5
"BP"	"GO:0032897"	"negative regulation of viral transcription"	"5/982"	"15/18862"	0.000733536130730404	0.00428741872636555	0.00259485472263233	"TRIM27/TRIM11/TRIM31/HEXIM1/ZFP36"	5
"BP"	"GO:0042754"	"negative regulation of circadian rhythm"	"5/982"	"15/18862"	0.000733536130730404	0.00428741872636555	0.00259485472263233	"SUV39H1/PER2/SIN3A/CRY2/CRY1"	5
"BP"	"GO:0043517"	"positive regulation of DNA damage response, signal transduction by p53 class mediator"	"5/982"	"15/18862"	0.000733536130730404	0.00428741872636555	0.00259485472263233	"ATR/EEF1E1/HIC1/MSX1/DDX5"	5
"BP"	"GO:0072075"	"metanephric mesenchyme development"	"5/982"	"15/18862"	0.000733536130730404	0.00428741872636555	0.00259485472263233	"WNT4/PKD2/OSR1/MYC/TCF21"	5
"BP"	"GO:1904874"	"positive regulation of telomerase RNA localization to Cajal body"	"5/982"	"15/18862"	0.000733536130730404	0.00428741872636555	0.00259485472263233	"CCT6A/RUVBL1/CCT5/CCT7/RUVBL2"	5
"BP"	"GO:0060038"	"cardiac muscle cell proliferation"	"10/982"	"58/18862"	0.000746337242415787	0.00434856474786879	0.00263186184808339	"TP73/MAPK11/MAPK1/HEY2/TGFB2/WNT2/TGFBR2/ZFPM2/GJA1/TGFBR3"	10
"BP"	"GO:1903749"	"positive regulation of establishment of protein localization to mitochondrion"	"10/982"	"58/18862"	0.000746337242415787	0.00434856474786879	0.00263186184808339	"SFN/TP53/E2F1/TP63/TP73/RNF31/HUWE1/UBE2D3/MAPK8/TP53BP2"	10
"BP"	"GO:2000351"	"regulation of endothelial cell apoptotic process"	"10/982"	"58/18862"	0.000746337242415787	0.00434856474786879	0.00263186184808339	"SCG2/TERT/CD40/GATA2/GAS6/ICAM1/TNFAIP3/TEK/ANGPT1/CDH5"	10
"BP"	"GO:0045927"	"positive regulation of growth"	"26/982"	"253/18862"	0.000752176714127464	0.0043780139436062	0.00264968524941507	"SFN/AGR2/SFRP2/POU3F2/SLC6A3/PPIB/VIL1/AGRN/AKT1/MYOD1/SPTBN4/SFRP1/STAT5B/AVPR1A/MAPK1/HEY2/ADAM17/TGFB2/WNT2/MACF1/TGFBR2/ZFPM2/CXCL12/NEDD4L/GHR/TGFBR3"	26
"BP"	"GO:0072210"	"metanephric nephron development"	"8/982"	"39/18862"	0.000762862887210076	0.00443096193654519	0.00268173071973191	"SOX9/WNT4/RET/SALL1/PAX8/PKD2/OSR1/TCF21"	8
"BP"	"GO:2000279"	"negative regulation of DNA biosynthetic process"	"8/982"	"39/18862"	0.000762862887210076	0.00443096193654519	0.00268173071973191	"TP53/SRC/RGN/GJA1/PPARG/DUSP1/ACVRL1/DACH1"	8
"BP"	"GO:0001952"	"regulation of cell-matrix adhesion"	"16/982"	"125/18862"	0.000774982434665067	0.00449667227439377	0.00272150028537839	"MMP12/WNT4/SRC/SFRP1/HOXA7/DUSP22/DUSP3/PIK3R1/DLC1/UTRN/BCL6/MACF1/BST1/RRAS/TEK/ACVRL1"	16
"BP"	"GO:0060541"	"respiratory system development"	"21/982"	"188/18862"	0.000813880663454664	0.00471746214077257	0.00285512792103693	"MMP12/SOX9/SOX11/AIMP2/TIMELESS/DLX5/DLG5/PPP1CA/THRA/HMGB1/SKI/MAPK1/WNT2/THRB/EXT1/FSTL3/TGFBR2/ZFPM2/CCN2/HOXA5/TCF21"	21
"BP"	"GO:0001823"	"mesonephros development"	"13/982"	"91/18862"	0.000839949844968432	0.00485846507836512	0.00294046648063856	"SOX9/HOXB7/WNT4/RET/SALL1/PAX8/SFRP1/PKD2/PBX1/OSR1/MYC/TCF21/ZBTB16"	13
"BP"	"GO:2001251"	"negative regulation of chromosome organization"	"13/982"	"91/18862"	0.000839949844968432	0.00485846507836512	0.00294046648063856	"TOP2A/MCM2/MAD2L1/CDT1/MAD1L1/MNAT1/LCMT1/MAD2L1BP/ERCC4/SRC/SMG6/TPR/DUSP1"	13
"BP"	"GO:0030324"	"lung development"	"19/982"	"163/18862"	0.000846544790222912	0.0048869908457604	0.00295773099968055	"MMP12/SOX9/SOX11/AIMP2/TIMELESS/DLG5/PPP1CA/THRA/HMGB1/MAPK1/WNT2/THRB/EXT1/FSTL3/TGFBR2/ZFPM2/CCN2/HOXA5/TCF21"	19
"BP"	"GO:0009306"	"protein secretion"	"34/982"	"367/18862"	0.000846634353838692	0.0048869908457604	0.00295773099968055	"DPP4/SOX4/RAB15/TREM2/KRT20/SCG2/PARK7/MON1A/HNF4A/PARD6A/PPIA/BLK/PTPRN/SFRP1/ADCY8/PER2/PRKCE/PSMD9/RAF1/NR1H2/TIAM1/CD33/TGFB2/MYRIP/IRS2/RAP1A/PTPRN2/GJA1/TLR4/MYH10/IL1B/RAB8B/CAMK2N1/CAVIN1"	34
"BP"	"GO:0060043"	"regulation of cardiac muscle cell proliferation"	"9/982"	"49/18862"	0.000847587704079481	0.0048874343722308	0.00295799943316695	"TP73/MAPK11/MAPK1/HEY2/WNT2/TGFBR2/ZFPM2/GJA1/TGFBR3"	9
"BP"	"GO:0030071"	"regulation of mitotic metaphase/anaphase transition"	"10/982"	"59/18862"	0.000857415793642478	0.0049339014090304	0.00298612246419834	"MAD2L1/CDC6/CDT1/MAD1L1/LCMT1/MAD2L1BP/CUL3/TPR/DUSP1/HECW2"	10
"BP"	"GO:0072171"	"mesonephric tubule morphogenesis"	"10/982"	"59/18862"	0.000857415793642478	0.0049339014090304	0.00298612246419834	"SOX9/HOXB7/WNT4/SALL1/PAX8/PKD2/PBX1/OSR1/MYC/TCF21"	10
