"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"BP"	"GO:0051893"	"regulation of focal adhesion assembly"	"20/1983"	"64/18862"	5.05775635033255e-06	4.16988518774002e-05	2.33177550462556e-05	"THY1/MMP14/VEGFA/PTK2/PTPRA/SRC/SLC9A1/DAPK3/PTPRJ/LRP1/DUSP3/NRP1/ROCK2/DUSP22/VCL/PPM1F/SLK/SDC4/TEK/DLC1"	20
"BP"	"GO:0090109"	"regulation of cell-substrate junction assembly"	"20/1983"	"64/18862"	5.05775635033255e-06	4.16988518774002e-05	2.33177550462556e-05	"THY1/MMP14/VEGFA/PTK2/PTPRA/SRC/SLC9A1/DAPK3/PTPRJ/LRP1/DUSP3/NRP1/ROCK2/DUSP22/VCL/PPM1F/SLK/SDC4/TEK/DLC1"	20
"BP"	"GO:0035592"	"establishment of protein localization to extracellular region"	"67/1983"	"368/18862"	5.1647627058267e-06	4.25229780759401e-05	2.37786016153951e-05	"SLC16A1/CDK16/CD38/RAB10/RAB15/PPID/NEUROD1/STEAP3/IRS1/SLC25A5/EGFR/LEP/PHPT1/COPG2/KCNJ11/PFKL/ABCC8/DYNLL1/BLK/NADK/HNF1A/PPIA/NOS2/BRSK2/GLP1R/IL13/HNF4A/PRKCA/CASR/FFAR1/LRP1/MYOM1/TTN/CAMK2G/DNAJC1/KIF5B/HMGN3/C2CD2L/RAP1A/TIAM1/NR0B2/HNF1B/SLC25A4/GLUD1/NR1H2/APBB1/EZR/RAF1/PPP3CA/PFKFB2/PER2/GJA1/JAK2/TCF7L2/TREM2/ANG/VEGFC/CD33/TLR4/CFTR/TLR2/CAVIN1/IL1B/UNC13B/MYH10/CAMK2N1/IL6"	67
"BP"	"GO:0046545"	"development of primary female sexual characteristics"	"26/1983"	"97/18862"	5.18329905839286e-06	4.26174520673037e-05	2.38314309209917e-05	"FANCG/MMP14/FANCA/CASP3/VEGFA/EIF2B2/LEP/BAX/EIF2B4/BCL2/SRC/ESR1/CYP19A1/UBB/PLEKHA1/CTNNA1/EREG/FZD4/PGR/ARRB2/ANG/KIT/MMP19/SLIT3/ZFPM2/ICAM1"	26
"BP"	"GO:0071219"	"cellular response to molecule of bacterial origin"	"44/1983"	"209/18862"	5.23446577811043e-06	4.29795931576822e-05	2.40339381090183e-05	"TNFSF4/CDK4/IRAK1/HMGB2/PRDX2/GSTP1/LDOC1/CDK19/MAPK14/NOS2/SRC/PRKCA/TBXA2R/MAPK3/AKT1/HDAC5/TRAF6/PTPN22/TICAM1/SIRPA/AXL/LYN/PPARGC1A/NFKBIA/CD86/IL18/TLR1/NFKB1/MYD88/TREM2/MEF2C/TLR4/SGMS1/TLR2/IL1B/TFPI/HCK/CSF3/PLSCR4/ICAM1/CD36/MRC1/IL6/EDNRB"	44
"BP"	"GO:0042554"	"superoxide anion generation"	"14/1983"	"35/18862"	5.25901476927483e-06	4.30639811839533e-05	2.40811274016926e-05	"NOX4/AATF/GSTP1/EGFR/CD177/MAPT/SYK/CYBB/PRKCD/NCF1/ITGB2/ITGAM/TYROBP/NCF2"	14
"BP"	"GO:1901030"	"positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"	"14/1983"	"35/18862"	5.25901476927483e-06	4.30639811839533e-05	2.40811274016926e-05	"YWHAZ/E2F1/TP63/BAK1/HIP1R/TP53/GSK3A/BAX/YWHAQ/ZNF205/TP73/BCL2/GZMB/PPP1R13B"	14
"BP"	"GO:0038066"	"p38MAPK cascade"	"17/1983"	"49/18862"	5.26981909588706e-06	4.30939813599978e-05	2.40979033253657e-05	"VEGFA/SPHK1/DLG1/PRMT1/LEP/DUSP10/MAPK14/GADD45G/MAP3K5/PTPN22/EZR/MAP3K3/CYLD/NCF1/DUSP1/IL1B/GADD45B"	17
"BP"	"GO:0045428"	"regulation of nitric oxide biosynthetic process"	"19/1983"	"59/18862"	5.2852428122103e-06	4.31616243189299e-05	2.41357288739352e-05	"HSP90AB1/HSP90AA1/DYNLL1/INSR/MTOR/AKT1/PTK2B/ROCK2/TICAM1/CD47/SIRPA/JAK2/ITGB2/TLR4/IL1B/RGN/ICAM1/KLF4/CD36"	19
"BP"	"GO:0032637"	"interleukin-8 production"	"27/1983"	"103/18862"	5.43568909610513e-06	4.4330248236479e-05	2.4789216560616e-05	"LEP/NOS2/TLR9/MAVS/CD244/FFAR2/DDX58/STAT3/TMSB4X/NOD1/PTPN22/SYK/CD2/RIPK1/TLR5/TLR7/TLR1/CD58/MYD88/CD33/TLR4/TLR2/TLR8/IL1B/TLR3/KLF4/IL6"	27
"BP"	"GO:0030902"	"hindbrain development"	"33/1983"	"139/18862"	5.50683840000028e-06	4.47894470943419e-05	2.50459978867937e-05	"ASCL1/SERPINE2/CDK5R1/SPTBN2/KAT2A/POU4F1/NEUROD1/ATF5/SEMA4C/GNPAT/EGF/TP53/CTNNA2/CRKL/HOXB3/WNT1/OTX1/BCL2/HOXB1/GRID2/PSEN1/RORA/SEC24B/PTN/CRK/FLNA/NCOA1/LPAR1/PPARGC1A/FZD4/GATA2/EGR2/DLC1"	33
"BP"	"GO:0050921"	"positive regulation of chemotaxis"	"33/1983"	"139/18862"	5.50683840000028e-06	4.47894470943419e-05	2.50459978867937e-05	"MDK/S100A7/PGF/VEGFA/PTK2/ITGA2/CCL7/CASR/IL4/MAPK3/FGFR1/NTRK3/NRP1/PTK2B/TIAM1/PDGFRB/TMSB4X/FGF18/PPM1F/IL16/PTN/CSF1R/LPAR1/PRKD1/BMPR2/RAC2/C3AR1/TREM2/VEGFC/FGF2/GAS6/S1PR1/IL6"	33
"BP"	"GO:0051235"	"maintenance of location"	"60/1983"	"319/18862"	5.57753828590132e-06	4.53034233585659e-05	2.53334104194937e-05	"S100A7/THY1/CD19/HSP90B1/TWF1/PSMD10/MDFI/TXN/AUP1/ITGAV/IKBKE/GPSM2/HTR2C/LEP/BAX/PLIN3/PDIA2/CIDEA/FAF1/SUN1/IL13/NTSR1/PPARA/ATP2A1/ANGPTL3/ITGB3/PSEN1/SLC8A1/CAMK2D/GSN/BBS4/SUPT7L/AKT1/PTK2B/FFAR2/PLCG2/ANK2/ARHGAP21/TMSB4X/NR1H2/LYN/FLNA/S100A9/NFKBIA/GJA1/UBASH3B/NFKB1/CRY1/PTPN6/EHD1/S100A8/FGF2/C3/IL1B/PLN/CAPN3/SYNE1/PPARG/CD36/IL6"	60
"BP"	"GO:0009746"	"response to hexose"	"41/1983"	"190/18862"	5.72696179160707e-06	4.64545892639095e-05	2.59771356874537e-05	"CDK16/LDHA/CASP3/NEUROD1/EIF2B2/KRT18/PHPT1/KCNJ11/SMARCA4/RPS6KB1/PFKL/IGF1R/DYNLL1/EIF2B4/NADK/TH/BRSK2/HNF4A/CASR/SLC8A1/LRP1/ATG7/KIF5B/HMGN3/C2CD2L/PTK2B/TIAM1/NR0B2/RAF1/PPP3CA/PFKFB2/COL4A3/TXNIP/PPARGC1A/GJA1/TCF7L2/CFTR/GAS6/UNC13B/CAMK2N1/ICAM1"	41
"BP"	"GO:0061572"	"actin filament bundle organization"	"36/1983"	"158/18862"	5.7755254201517e-06	4.67856320947859e-05	2.61622529099348e-05	"FSCN1/NOX4/HSP90B1/VIL1/PPM1E/MKKS/PAK2/ADD2/ACTN1/LIMK1/PAWR/NF2/MTOR/SRC/SLC9A1/SORBS3/NRP1/PTK2B/ROCK2/PPM1F/CD47/EZR/ADD1/PPP1R9A/EPS8/FLNA/LPAR1/EVL/PIK3R1/TJP1/CORO2B/NEDD9/SDC4/PHACTR1/DLC1/S1PR1"	36
"BP"	"GO:0090330"	"regulation of platelet aggregation"	"10/1983"	"19/18862"	6.09136154981494e-06	4.92779717870418e-05	2.75559547463055e-05	"SERPINE2/BLK/PRKCA/CD9/SYK/LYN/UBASH3B/PRKCD/PRKCQ/SH2B3"	10
"BP"	"GO:0071222"	"cellular response to lipopolysaccharide"	"42/1983"	"197/18862"	6.10047537773775e-06	4.92856344105051e-05	2.75602396407063e-05	"TNFSF4/CDK4/IRAK1/HMGB2/PRDX2/GSTP1/LDOC1/CDK19/MAPK14/NOS2/SRC/PRKCA/TBXA2R/MAPK3/AKT1/HDAC5/TRAF6/PTPN22/TICAM1/SIRPA/AXL/LYN/PPARGC1A/NFKBIA/CD86/IL18/NFKB1/MYD88/MEF2C/TLR4/SGMS1/TLR2/IL1B/TFPI/HCK/CSF3/PLSCR4/ICAM1/CD36/MRC1/IL6/EDNRB"	42
"BP"	"GO:0006363"	"termination of RNA polymerase I transcription"	"13/1983"	"31/18862"	6.1298281392715e-06	4.94565679418496e-05	2.76558246756325e-05	"TAF1A/POLR1G/MNAT1/POLR2K/CDK7/GTF2H3/ERCC2/ERCC3/UBTF/GTF2H5/TAF1C/CCNH/CAVIN1"	13
"BP"	"GO:1903320"	"regulation of protein modification by small protein conjugation or removal"	"48/1983"	"237/18862"	6.14334210378923e-06	4.94994253623071e-05	2.76797902954793e-05	"BRCA1/AIMP2/PDCD6/SPHK1/MTA1/PSMD10/HSP90AB1/HSP90AA1/U2AF2/GSK3A/DERL1/GNL3L/LIMK1/UBE2N/SQSTM1/PPIA/CDK5RAP3/HDAC3/DAXX/TAF1/MTOR/PSEN1/GPS2/VPS28/MAPK9/RCHY1/MYCBP2/TANK/AKT1/UBB/TRAF6/USP4/PEF1/HDAC4/PTPN22/TICAM1/DNAJA1/TRIM21/RASSF5/PER2/GNL3/PELI1/CRY1/FYN/ARRB2/SPRY2/CAPN3/ANGPT1"	48
"BP"	"GO:0045165"	"cell fate commitment"	"50/1983"	"251/18862"	6.46273804713116e-06	5.20034988192487e-05	2.90800535847053e-05	"HOXC10/ASCL1/SOX9/SIX2/RAB10/CASP3/POU4F1/HOXD10/FOXG1/NEUROD1/DLX2/TP53/WNT7B/HOXA11/POU3F2/GAP43/MYOD1/FKBP8/HES5/FGF8/GATA1/WNT1/BCL2/SPN/GCM1/MTOR/PSEN1/NRP1/GATA5/IFRD1/TAL1/STAT3/GATA3/ERBB4/MCL1/NR2F2/GATA2/TGFB1I1/SOX18/TCF7L2/WNT2/MEF2C/ZNF521/IL7/GATA6/FGF2/SPRY2/PPARG/KLF4/IL6"	50
"BP"	"GO:0035148"	"tube formation"	"33/1983"	"140/18862"	6.48788616753747e-06	5.20980697288762e-05	2.91329370864304e-05	"TWIST1/HOXA1/SOX9/VANGL2/TMED2/KAT2A/CASP3/KIF20B/VEGFA/MIB1/SEMA4C/DVL2/RET/EGF/GDNF/TEAD2/HES5/FGF8/EDAR/PAX8/DICER1/STK4/BBS4/TRAF6/GATA3/SEC24B/SKI/SHROOM3/SDC4/FGF2/IFT57/LRP2/DLC1"	33
"BP"	"GO:0050920"	"regulation of chemotaxis"	"46/1983"	"224/18862"	6.49175616174232e-06	5.20980697288762e-05	2.91329370864304e-05	"MDK/S100A7/PGF/VEGFA/SEMA4C/PTK2/ITGA2/GSTP1/CCL7/SEMA4F/SEMA3F/FGF4/CASR/POU4F2/IL4/MAPK3/FGFR1/NTRK3/DUSP3/MYCBP2/NRP1/PTK2B/TIAM1/PDGFRB/TMSB4X/FGF18/PPM1F/IL16/PTN/CSF1R/LYN/LPAR1/PRKD1/GPR183/BMPR2/RAC2/C3AR1/TREM2/EFNB2/VEGFC/DUSP1/FGF2/SEMA6A/GAS6/S1PR1/IL6"	46
"BP"	"GO:0051147"	"regulation of muscle cell differentiation"	"36/1983"	"159/18862"	6.72127731904902e-06	5.38684045424447e-05	3.01228980007984e-05	"MMP14/CDH2/DNMT1/KAT2A/RGS4/TARBP2/MORF4L2/NLN/GSK3A/CDH15/CTNNA2/MAPK14/MAPK12/MYOD1/SMYD1/BCL2/MTOR/PPARA/FRS2/SIK1/FOXO4/CAMK1/HDAC5/SMARCD3/HDAC4/CTNNA1/FGF9/SPAG9/MEF2A/EREG/EFEMP2/MEF2C/ARRB2/EFNB2/BNIP2/KIT"	36
"BP"	"GO:0035162"	"embryonic hemopoiesis"	"11/1983"	"23/18862"	6.85714367923981e-06	5.47392355875824e-05	3.06098616480686e-05	"VEGFA/MED1/THOC5/GATA1/STK4/TAL1/GATA3/PBX1/GATA2/KIT/SH2B3"	11
"BP"	"GO:0043302"	"positive regulation of leukocyte degranulation"	"11/1983"	"23/18862"	6.85714367923981e-06	5.47392355875824e-05	3.06098616480686e-05	"CD177/IL13/IL4/SNX4/LAMP1/SYK/GATA2/ITGB2/IL4R/GAB2/ITGAM"	11
"BP"	"GO:0060143"	"positive regulation of syncytium formation by plasma membrane fusion"	"11/1983"	"23/18862"	6.85714367923981e-06	5.47392355875824e-05	3.06098616480686e-05	"MAPK14/MYOD1/GCM1/IL4/CAMK1/CD53/EHD1/TREM2/IL4R/EHD2/TYROBP"	11
"BP"	"GO:0009749"	"response to glucose"	"40/1983"	"185/18862"	7.04287231146912e-06	5.59657264483218e-05	3.12957081922678e-05	"CDK16/LDHA/CASP3/NEUROD1/EIF2B2/PHPT1/KCNJ11/SMARCA4/RPS6KB1/PFKL/IGF1R/DYNLL1/EIF2B4/NADK/TH/BRSK2/HNF4A/CASR/SLC8A1/LRP1/ATG7/KIF5B/HMGN3/C2CD2L/PTK2B/TIAM1/NR0B2/RAF1/PPP3CA/PFKFB2/COL4A3/TXNIP/PPARGC1A/GJA1/TCF7L2/CFTR/GAS6/UNC13B/CAMK2N1/ICAM1"	40
"BP"	"GO:0030308"	"negative regulation of cell growth"	"40/1983"	"185/18862"	7.04287231146912e-06	5.59657264483218e-05	3.12957081922678e-05	"SPP1/BCL11A/GNG4/SERPINE2/CDK5R1/RGS4/CDKN2C/SEMA4C/EPHA7/RBBP7/TP53/SEMA4F/GSK3A/SMARCA4/SEMA3F/ADAM15/IP6K2/NDUFA13/VGLL4/BCL2/TCHP/HNF4A/PPARA/PTPRJ/RB1/NRP1/SERTAD3/BTG1/TSPYL2/APBB1/SMARCA2/SPAG9/GJA1/BCL6/BMPR2/CDKN1A/CRYAB/SEMA6A/SLIT3/PPARG"	40
"BP"	"GO:0046661"	"male sex differentiation"	"35/1983"	"153/18862"	7.04787938702975e-06	5.59657264483218e-05	3.12957081922678e-05	"BRIP1/KIF18A/MSH2/MMP14/SOX9/AKR1C3/FANCA/HMGB2/HOXA11/BAX/ADAM15/CRKL/KDM5A/FGF8/GATA1/BCL2/TEX11/ESR1/SAFB2/TMF1/UBB/PDGFRB/GATA3/PLEKHA1/CTNNA1/FGF9/FLNA/NCOA1/ARID4A/KIT/GATA6/TLR3/ZFPM2/LRP2/ICAM1"	35
"BP"	"GO:0051250"	"negative regulation of lymphocyte activation"	"35/1983"	"153/18862"	7.04787938702975e-06	5.59657264483218e-05	3.12957081922678e-05	"MDK/TNFSF4/IL2RA/LAX1/CASP3/DLG1/PRDX2/CTLA4/CBFB/THOC1/BLK/PAWR/JAK3/SPN/IL4/SOCS5/DUSP3/INPP5D/PRNP/PTPN22/TNFRSF14/LGALS3/AXL/LYN/CD86/BCL6/PELI1/PTPN6/IL4R/SDC4/PAG1/BTK/LST1/TYROBP/VSIG4"	35
"BP"	"GO:0097529"	"myeloid leukocyte migration"	"45/1983"	"218/18862"	7.07301953837178e-06	5.60915544205962e-05	3.13660704613319e-05	"MDK/S100A7/MMP14/PGF/VEGFA/TNFSF11/PTK2/BSG/CCL7/RPS19/IRAK4/TNFRSF11A/PLCB1/CD177/PPIA/FUT7/IL4/MAPK3/PTK2B/CD99/FLT1/PIK3CG/SYK/CD47/CCL13/LGALS3/CSF1R/SIRPA/LYN/S100A9/RAC2/C3AR1/MYD88/ITGB2/TREM2/VEGFC/KIT/S100A8/DUSP1/CSF3R/FCER1G/PECAM1/S100A12/IL6/EDNRB"	45
"BP"	"GO:1990089"	"response to nerve growth factor"	"17/1983"	"50/18862"	7.20672317883145e-06	5.70768692706664e-05	3.19170527853759e-05	"KAT2A/STMN2/E2F1/CDC5L/RAB35/MAPT/NTRK3/MAGI2/AKT1/RAP1A/KIDINS220/USP8/PTN/RAPGEF1/CRK/RAPGEF2/EHD1"	17
"BP"	"GO:0031396"	"regulation of protein ubiquitination"	"43/1983"	"205/18862"	7.34605432578368e-06	5.81041125243834e-05	3.24914812284783e-05	"BRCA1/AIMP2/PDCD6/SPHK1/MTA1/PSMD10/HSP90AB1/HSP90AA1/U2AF2/GSK3A/DERL1/GNL3L/LIMK1/UBE2N/SQSTM1/PPIA/CDK5RAP3/HDAC3/DAXX/TAF1/MTOR/PSEN1/GPS2/VPS28/MAPK9/RCHY1/MYCBP2/AKT1/UBB/TRAF6/USP4/PEF1/PTPN22/TICAM1/DNAJA1/RASSF5/PER2/PELI1/CRY1/FYN/ARRB2/SPRY2/ANGPT1"	43
"BP"	"GO:0014013"	"regulation of gliogenesis"	"25/1983"	"93/18862"	7.39514148579929e-06	5.84158100350769e-05	3.26657806606125e-05	"MDK/SERPINE2/HDAC1/HDAC2/E2F1/DLX2/DUSP10/TP73/HES5/RHEB/NF1/NF2/MTOR/DICER1/PTN/LYN/SKI/PRKCH/LIF/TLR2/EGR2/IL1B/LRP2/PPARG/IL6"	25
"BP"	"GO:0001822"	"kidney development"	"54/1983"	"280/18862"	7.62014530646397e-06	6.01144796398824e-05	3.36156668077379e-05	"MMP9/HOXB7/CD24/SOX9/SIX2/VANGL2/STAT1/VEGFA/DLG1/EPHA7/RET/WNT7B/HOXA11/GCNT1/BAX/TP73/GDNF/HES5/FGF8/WNT1/IFT20/BCL2/NF1/RARB/PAX8/SLC34A1/SNX17/MAGI2/PLCE1/PDGFRB/HNF1B/GATA3/YAP1/ITGA3/COL4A3/PBX1/CTNNBIP1/LIF/IFT88/MEF2C/GPC3/KCNJ8/SDC4/FGF2/TEK/RGN/MME/LRP2/PECAM1/FAT4/CA2/ANGPT1/ZBTB16/AGTR1"	54
"BP"	"GO:0060828"	"regulation of canonical Wnt signaling pathway"	"55/1983"	"287/18862"	7.6554885516236e-06	6.03144561475828e-05	3.37274925058475e-05	"MDK/CDH3/RUVBL1/JUP/SLC9A3R1/SOX9/CDH2/PSMC4/HDAC1/RUVBL2/PSMD4/TBL1XR1/PSMD10/PSMD7/PPP1CA/PSMC1/PSMD1/DVL2/EGF/TLE3/EGFR/FZD9/WNK2/GSK3A/EMD/CSNK1G1/RNF220/CTNND2/MAPK14/TLE1/IFT20/SRC/HECW1/DAPK3/TNKS/PSMD6/PSEN1/STK4/PSMF1/RECK/PFDN5/MLLT3/TLE4/PSMB10/YAP1/USP8/RAPGEF1/ILK/CYLD/FZD4/TCF7L2/NFKB1/TLE2/GPC3/GNAQ"	55
"BP"	"GO:0043627"	"response to estrogen"	"21/1983"	"71/18862"	7.80951048056419e-06	6.13677027997459e-05	3.43164618978739e-05	"CD24/BRCA1/MMP14/LDHA/RBBP5/TRIM24/EPO/ESR1/RARA/EP300/PDGFRB/GATA3/CTNNA1/SERPINB9/ARID5A/IL4R/HMOX1/GATA6/TEK/CA2/PPARG"	21
"BP"	"GO:0072028"	"nephron morphogenesis"	"21/1983"	"71/18862"	7.80951048056419e-06	6.13677027997459e-05	3.43164618978739e-05	"HOXB7/SOX9/SIX2/STAT1/VEGFA/DLG1/HOXA11/GDNF/HES5/FGF8/WNT1/BCL2/PAX8/PDGFRB/GATA3/PBX1/CTNNBIP1/LIF/GPC3/FGF2/FAT4"	21
"BP"	"GO:0045927"	"positive regulation of growth"	"50/1983"	"253/18862"	8.13393097563398e-06	6.38339056410287e-05	3.5695548159445e-05	"CCNB1/CRABP2/PRSS2/MMP14/CD38/VIL1/VEGFA/SPHK1/MKKS/PSMD10/EGFR/LEP/L1CAM/POU3F2/RND2/RPS6KB1/PLCB1/MAPK14/GDI1/LIMK1/INSR/MAP3K13/MYOD1/CDH4/FGF8/BCL2/MAPT/MTOR/SLC9A1/POU4F2/LRP1/NRP1/AKT1/PTK2B/PPM1F/EZR/YAP1/ERBB4/ITSN2/S100A9/BMPR2/WNT2/MEF2C/S100A8/IL7/GATA6/FGF2/CAPN3/ZFPM2/GHR"	50
"BP"	"GO:0014902"	"myotube differentiation"	"28/1983"	"111/18862"	8.1657003956035e-06	6.4000002451256e-05	3.57884285280996e-05	"MMP14/SMYD3/KLF5/NLN/MAPK14/MYOD1/WNT1/SMYD1/BCL2/DYRK1B/MTOR/IL4/MYH9/SIK1/HDAC5/CD9/GPX1/HDAC4/HOMER1/PPP3CA/CD53/SKI/EHD1/IL4R/MEF2C/EHD2/CAV2/JAM2"	28
"BP"	"GO:0030100"	"regulation of endocytosis"	"43/1983"	"206/18862"	8.35510793162691e-06	6.539958024302e-05	3.65710642757811e-05	"VEGFA/MIB1/SPHK1/ITGAV/EGF/ITGA2/SH3GL1/HIP1R/MTMR2/SNAP91/CD177/HPCA/INSR/WASL/TNK2/SRC/IL4/ITGB3/LRP1/SNX17/ABL2/VPS28/MAGI2/ZFYVE16/APPL1/PLCG2/NR1H2/SYK/RAB5B/NUMB/PPP3CA/LGALS3/AXL/PRKD1/GATA2/TREM2/ARRB2/GPC3/C3/ANGPT1/PPARG/CD36/SELE"	43
"BP"	"GO:0072001"	"renal system development"	"55/1983"	"288/18862"	8.51253363062199e-06	6.6545518731611e-05	3.72118664027463e-05	"MMP9/HOXB7/CD24/SOX9/SIX2/VANGL2/STAT1/VEGFA/DLG1/EPHA7/RET/WNT7B/HOXA11/GCNT1/BAX/TP73/GDNF/HES5/FGF8/WNT1/IFT20/BCL2/NF1/RARB/PAX8/SLC34A1/SNX17/MAGI2/PLCE1/PDGFRB/HNF1B/GATA3/YAP1/ITGA3/COL4A3/PBX1/CTNNBIP1/LIF/IFT88/NFIA/MEF2C/GPC3/KCNJ8/SDC4/FGF2/TEK/RGN/MME/LRP2/PECAM1/FAT4/CA2/ANGPT1/ZBTB16/AGTR1"	55
"BP"	"GO:1902117"	"positive regulation of organelle assembly"	"20/1983"	"66/18862"	8.52692933514651e-06	6.65718221702577e-05	3.72265751324024e-05	"SPAG5/FSCN1/PLK4/ENTR1/PIP4K2C/GPSM2/CNOT1/DYNLL1/SEPTIN9/G3BP1/SRC/KCTD17/MAPK9/BBS4/PAN2/SEPTIN7/PIP4K2A/MSN/PDCD6IP/SDC4"	20
"BP"	"GO:0060993"	"kidney morphogenesis"	"24/1983"	"88/18862"	8.55022392364464e-06	6.66674436423713e-05	3.72800461025496e-05	"HOXB7/SOX9/SIX2/STAT1/VEGFA/DLG1/WNT7B/HOXA11/GCNT1/GDNF/HES5/FGF8/WNT1/BCL2/PAX8/PDGFRB/HNF1B/GATA3/PBX1/CTNNBIP1/LIF/GPC3/FGF2/FAT4"	24
"BP"	"GO:0060348"	"bone development"	"41/1983"	"193/18862"	8.58352059337597e-06	6.68407055239019e-05	3.73769331373356e-05	"TWIST1/MMP13/SERPINH1/MMP14/SOX9/KAT2A/TNFSF11/MED1/MSX2/TP53/LEP/HOXA11/GNAS/NPPC/HOXB4/THBS3/MMP16/FGF8/WNT1/GLG1/MEF2D/FGF4/RARB/SRC/EP300/ATP6AP1/TAL1/PIP4K2A/FGF18/NPR2/SKI/GJA1/BMPR2/PTPN6/MEF2C/KIT/SH2B3/TEK/TYROBP/RGN/FAT4"	41
"BP"	"GO:0051271"	"negative regulation of cellular component movement"	"64/1983"	"352/18862"	8.71302488442899e-06	6.77617334761971e-05	3.78919666026578e-05	"KRT16/THY1/JUP/SLC9A3R1/PDCD10/CLDN3/APEX1/ADA/CDH1/ZMYND8/EPPK1/CSNK2B/GSTP1/SPOCK3/PLCB1/ADAM15/DUSP10/ACTN1/RAP2B/ADORA1/BCL2/WASL/STK24/NF1/NF2/IL4/PTPRJ/RAP2A/LRP1/TBXA2R/DUSP3/MAGI2/RECK/NRG3/AKT1/HDAC5/CD9/RNF41/IL27RA/DUSP22/GATA3/VCL/CTNNA1/PTN/ERBB4/CRK/PPARGC1A/EVL/SPRED1/NR2F2/GJA1/ARHGDIB/APOH/MEF2C/HMOX1/DUSP1/TIE1/FGF2/RRAS/RGN/CLDN5/DLC1/PPARG/KLF4"	64
"BP"	"GO:1904646"	"cellular response to amyloid-beta"	"15/1983"	"41/18862"	8.92915563173782e-06	6.9353222956934e-05	3.87819182487996e-05	"SNX6/IGF1R/GRM5/PSEN1/LRP1/PRNP/ITGA4/GJA1/CASP4/FYN/TREM2/TLR4/ICAM1/CD36/ADRB2"	15
"BP"	"GO:0080164"	"regulation of nitric oxide metabolic process"	"19/1983"	"61/18862"	9.14233919624105e-06	7.08267227847429e-05	3.96058907683924e-05	"HSP90AB1/HSP90AA1/DYNLL1/INSR/MTOR/AKT1/PTK2B/ROCK2/TICAM1/CD47/SIRPA/JAK2/ITGB2/TLR4/IL1B/RGN/ICAM1/KLF4/CD36"	19
"BP"	"GO:1903961"	"positive regulation of anion transmembrane transport"	"19/1983"	"61/18862"	9.14233919624105e-06	7.08267227847429e-05	3.96058907683924e-05	"CLTCL1/IRS1/TERT/MAPK14/INSR/SLC34A1/AKT2/POU4F2/PSEN1/BRAF/APPL1/AKT1/RAP1A/MEF2A/PIK3R1/GPC3/CFTR/C3/CA2"	19
"BP"	"GO:1901099"	"negative regulation of signal transduction in absence of ligand"	"13/1983"	"32/18862"	9.33220097243788e-06	7.21124620597473e-05	4.03248686806872e-05	"PRDX2/EYA1/TERT/GDNF/BCL2L1/GATA1/BCL2/AKT1/CTNNA1/MCL1/FYN/IL7/IL1B"	13
"BP"	"GO:2001240"	"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"	"13/1983"	"32/18862"	9.33220097243788e-06	7.21124620597473e-05	4.03248686806872e-05	"PRDX2/EYA1/TERT/GDNF/BCL2L1/GATA1/BCL2/AKT1/CTNNA1/MCL1/FYN/IL7/IL1B"	13
"BP"	"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"58/1983"	"310/18862"	9.36753762789377e-06	7.22929534326585e-05	4.04257984049366e-05	"CD24/THY1/CD19/CD38/CIB2/LPAR2/ITGAV/BAK1/HTR2C/GRIN2D/BCAP31/BAX/KISS1/GRIN1/BCL2/GLP1R/SLC8A2/EPO/IL13/NTSR1/PTGER1/ESR1/GRIN2C/GRM1/FFAR1/GRIN2B/SLC8A1/SLC8A3/LRP1/PTGDR/TBXA2R/ABL2/CAMK2D/PLCE1/PTK2B/PLCG2/ANK2/PIK3CG/PRNP/PTGIR/LYN/LPAR1/PTGFR/GJA1/JAK2/GATA2/UBASH3B/C3AR1/PTPN6/FYN/PTGER2/FGF2/PLN/CAPN3/S1PR1/AGTR1/CD36/EDNRB"	58
"BP"	"GO:0034764"	"positive regulation of transmembrane transport"	"43/1983"	"207/18862"	9.4907760667416e-06	7.30571856668183e-05	4.0853152618117e-05	"THY1/SLC9A3R1/CD19/CLTCL1/NPPA/IRS1/WNK2/STAC2/KCNJ11/BAX/TERT/MAPK14/INSR/IL13/NTSR1/ATP2A1/SLC9A1/SLC34A1/AKT2/POU4F2/PSEN1/BRAF/KIF5B/APPL1/AKT1/ACTN2/RAP1A/PLCG2/ANK2/KCNJ2/TMSB4X/MEF2A/FLNA/PIK3R1/TREM2/GLRX/GPC3/CFTR/C3/CAPN3/RGN/CA2/ADRB2"	43
"BP"	"GO:0034767"	"positive regulation of ion transmembrane transport"	"43/1983"	"207/18862"	9.4907760667416e-06	7.30571856668183e-05	4.0853152618117e-05	"THY1/SLC9A3R1/CD19/CLTCL1/NPPA/IRS1/WNK2/STAC2/KCNJ11/BAX/TERT/MAPK14/INSR/IL13/NTSR1/ATP2A1/SLC9A1/SLC34A1/AKT2/POU4F2/PSEN1/BRAF/KIF5B/APPL1/AKT1/ACTN2/RAP1A/PLCG2/ANK2/KCNJ2/TMSB4X/MEF2A/FLNA/PIK3R1/TREM2/GLRX/GPC3/CFTR/C3/CAPN3/RGN/CA2/ADRB2"	43
